node_id,cycle_id,FFc,dFF,rho_recv,tau,lambda_t_norm,is_attacker
118,14,1.0,0.0,1.0,1.0,0.004,0
122,14,1.0,1.0,1.0,1.0,0.004,1
123,14,1.0,0.4762,1.0,1.0,0.004,0
125,14,1.0,0.1282,0.7222,1.0,0.004,0
132,14,1.0,0.75,1.0,1.0,0.004,1
134,14,1.0,0.1333,1.0,1.0,0.004,0
140,14,1.0,0.0,1.0,1.0,0.004,0
141,14,1.0,0.1299,1.0,1.0,0.004,0
143,14,1.0,0.0,1.0,1.0,0.004,0
151,14,0.9286,0.8175,0.6429,1.0,0.004,1
154,14,1.0,0.0,1.0,1.0,0.004,1
155,14,1.0,0.0,1.0,1.0,0.004,0
162,14,1.0,0.0,1.0,1.0,0.004,0
180,14,1.0,0.0513,0.8667,1.0,0.004,1
188,14,1.0,0.2667,1.0,1.0,0.004,0
193,14,1.0,0.0,1.0,1.0,0.004,1
194,14,1.0,0.2286,1.0,1.0,0.004,0
195,14,1.0,0.0,1.0,1.0,0.004,1
197,14,0.0,0.0,1.0,1.0,0.004,1
198,14,1.0,0.6364,1.0,1.0,0.004,0
216,14,1.0,0.75,1.0,1.0,0.004,0
217,14,1.0,0.0,1.0,1.0,0.004,0
227,14,1.0,0.5385,1.0,1.0,0.004,0
228,14,0.0,0.0,1.0,1.0,0.004,1
229,14,1.0,0.3333,1.0,1.0,0.004,0
230,14,1.0,0.0,1.0,1.0,0.004,0
239,14,1.0,0.75,1.0,1.0,0.004,0
240,14,1.0,0.0,1.0,1.0,0.004,0
241,14,1.0,0.0,0.2,1.0,0.004,0
250,14,1.0,0.8,1.0,1.0,0.004,0
251,14,1.0,0.0,1.0,1.0,0.004,0
252,14,1.0,0.0,1.0,1.0,0.004,0
256,14,1.0,0.0,1.0,1.0,0.004,0
257,14,0.5,0.4643,1.0,1.0,0.004,1
258,14,1.0,0.0,1.0,1.0,0.004,0
268,14,0.0,0.0,1.0,1.0,0.004,1
1,15,1.0,0.0,1.0,1.0,0.0,0
2,15,1.0,0.6923,1.0,1.0,0.0,1
5,15,0.0,0.0,1.0,1.0,0.0,1
6,15,1.0,0.5714,1.0,1.0,0.0,0
8,15,1.0,0.0,1.0,1.0,0.0,0
11,15,1.0,0.0,1.0,1.0,0.0,1
12,15,0.0,0.0,0.4667,1.0,0.0,1
14,15,1.0,0.0714,1.0,1.0,0.0,0
18,15,1.0,0.0,0.4,1.0,0.0,0
20,15,1.0,0.0,1.0,1.0,0.0,0
21,15,1.0,0.0,1.0,1.0,0.0,0
24,15,1.0,0.0764,1.0,1.0,0.0,1
26,15,1.0,0.0,1.0,1.0,0.0,0
27,15,0.0,0.0,1.0,1.0,0.0,1
30,15,1.0,0.1905,1.0,1.0,0.0,0
34,15,0.0,0.0,1.0,1.0,0.0,1
36,15,1.0,0.0,1.0,1.0,0.0,0
38,15,1.0,0.0,1.0,1.0,0.0,0
41,15,0.0,0.0,1.0,1.0,0.0,1
42,15,1.0,0.0,1.0,1.0,0.0,0
44,15,1.0,0.0833,1.0,1.0,0.0,0
45,15,1.0,0.0714,1.0,1.0,0.0,0
48,15,1.0,0.0,0.0833,1.0,0.0,1
50,15,1.0,0.0,1.0,1.0,0.0,0
51,15,1.0,0.0,1.0,1.0,0.0,0
52,15,1.0,0.0,1.0,1.0,0.0,0
59,15,1.0,1.0,0.2667,1.0,0.0,1
63,15,0.3333,0.0417,1.0,1.0,0.0,1
64,15,1.0,0.0,1.0,1.0,0.0,0
67,15,1.0,0.0,1.0,1.0,0.0,0
68,15,1.0,0.0,0.1111,1.0,0.0,1
69,15,1.0,0.0,1.0,1.0,0.0,0
71,15,1.0,0.2286,0.4667,1.0,0.0,0
73,15,1.0,0.0,1.0,1.0,0.0,0
75,15,1.0,0.0,1.0,1.0,0.0,0
80,15,1.0,0.0,1.0,1.0,0.0,0
81,15,1.0,0.0,0.0833,1.0,0.0,0
88,15,1.0,0.0,0.0833,1.0,0.0,1
89,15,0.0,0.0,0.0833,1.0,0.0,1
92,15,1.0,0.0,1.0,1.0,0.0,0
101,15,1.0,0.1515,1.0,1.0,0.0,0
102,15,1.0,0.0,0.0833,1.0,0.0,1
106,15,1.0,0.0,1.0,1.0,0.0,1
107,15,1.0,0.0,1.0,1.0,0.0,0
108,15,1.0,0.0,1.0,1.0,0.0,0
110,15,1.0,0.3571,1.0,1.0,0.0,1
111,15,1.0,0.25,1.0,1.0,0.0,0
121,15,1.0,0.4167,1.0,1.0,0.0,0
122,15,1.0,1.0,1.0,1.0,0.0,1
123,15,1.0,0.0,1.0,1.0,0.0,0
124,15,1.0,0.1786,1.0,1.0,0.0,0
130,15,1.0,0.0,1.0,1.0,0.0,0
132,15,1.0,0.0,1.0,1.0,0.0,1
134,15,1.0,0.3055,1.0,1.0,0.0,0
136,15,1.0,0.0,1.0,1.0,0.0,1
139,15,1.0,0.1591,1.0,1.0,0.0,0
141,15,1.0,0.3,1.0,1.0,0.0,0
143,15,1.0,0.0,1.0,1.0,0.0,0
144,15,1.0,0.6,1.0,1.0,0.0,1
147,15,1.0,0.0,1.0,1.0,0.0,0
150,15,1.0,0.0,1.0,1.0,0.0,0
152,15,0.0,0.0,1.0,1.0,0.0,1
154,15,1.0,0.0,1.0,1.0,0.0,1
155,15,1.0,0.0,1.0,1.0,0.0,0
156,15,1.0,0.0,1.0,1.0,0.0,0
160,15,1.0,0.0,1.0,1.0,0.0,0
161,15,1.0,0.4667,1.0,1.0,0.0,1
162,15,1.0,0.0,1.0,1.0,0.0,0
165,15,1.0,0.0,0.5556,1.0,0.0,0
166,15,1.0,0.3571,1.0,1.0,0.0,1
171,15,1.0,0.2051,1.0,1.0,0.0,0
172,15,1.0,0.1667,1.0,1.0,0.0,0
178,15,1.0,0.0,1.0,1.0,0.0,0
179,15,1.0,0.2571,1.0,1.0,0.0,0
180,15,1.0,0.0571,1.0,1.0,0.0,1
182,15,1.0,0.0,1.0,1.0,0.0,1
184,15,1.0,0.2976,1.0,1.0,0.0,0
186,15,1.0,0.0833,0.6667,1.0,0.0,0
188,15,1.0,0.0,1.0,1.0,0.0,0
193,15,1.0,0.0,1.0,1.0,0.0,1
194,15,1.0,0.2297,1.0,1.0,0.0,0
195,15,1.0,1.0,1.0,1.0,0.0,1
197,15,0.0,0.0,1.0,1.0,0.0,1
198,15,1.0,0.4167,1.0,1.0,0.0,0
236,15,0.0,0.0,1.0,1.0,0.0,1
239,15,1.0,0.0,1.0,1.0,0.0,0
240,15,1.0,0.0,1.0,1.0,0.0,0
247,15,1.0,0.0,1.0,1.0,0.0,0
251,15,1.0,0.0,1.0,1.0,0.0,0
258,15,1.0,0.0,0.9167000000000001,1.0,0.0,0
260,15,1.0,0.2857,1.0,1.0,0.0,0
261,15,1.0,0.0519,1.0,1.0,0.0,0
269,15,1.0,0.0,0.1667,1.0,0.0,0
271,15,1.0,0.9,1.0,1.0,0.0,0
285,15,1.0,0.0,1.0,1.0,0.0,0
295,15,1.0,0.0,1.0,1.0,0.0,0
296,15,1.0,0.0,1.0,1.0,0.0,1
305,15,1.0,0.8,1.0,1.0,0.0,0
307,15,1.0,0.0,1.0,1.0,0.0,0
308,15,1.0,0.2393,1.0,1.0,0.0,0
309,15,1.0,0.25,1.0,1.0,0.0,0
316,15,1.0,0.0,1.0,1.0,0.0,0
317,15,1.0,0.0,1.0,1.0,0.0,0
319,15,1.0,0.5714,1.0,1.0,0.0,0
1,16,1.0,0.0,1.0,1.0,0.0076,0
4,16,1.0,1.0,1.0,1.0,0.0076,1
6,16,1.0,0.1714,1.0,1.0,0.0076,0
12,16,0.2,0.8,0.8,1.0,0.0076,1
13,16,1.0,0.225,0.625,1.0,0.0076,0
16,16,1.0,0.875,1.0,1.0,0.0076,0
19,16,1.0,0.0,1.0,1.0,0.0076,1
21,16,1.0,0.0,1.0,1.0,0.0076,0
27,16,0.0,0.0,1.0,1.0,0.0076,1
29,16,1.0,0.0,0.25,1.0,0.0076,0
30,16,1.0,0.0,1.0,1.0,0.0076,0
35,16,1.0,0.2778,0.375,1.0,0.0076,0
38,16,1.0,0.0,1.0,1.0,0.0076,0
41,16,0.0,0.0,1.0,1.0,0.0076,1
44,16,1.0,0.25,1.0,1.0,0.0076,0
47,16,1.0,0.0,1.0,1.0,0.0076,0
48,16,1.0,0.25,0.3636,1.0,0.0076,1
52,16,1.0,0.0,0.2857,1.0,0.0076,0
58,16,0.0,0.0,1.0,1.0,0.0076,1
69,16,1.0,0.0,1.0,1.0,0.0076,0
72,16,0.0,0.0,1.0,1.0,0.0076,1
74,16,1.0,0.3091,0.2273,1.0,0.0076,1
75,16,1.0,0.0,1.0,1.0,0.0076,0
77,16,1.0,0.5556,1.0,1.0,0.0076,1
81,16,1.0,0.2955,0.4583,1.0,0.0076,0
85,16,1.0,0.75,1.0,1.0,0.0076,0
86,16,1.0,0.0,1.0,1.0,0.0076,0
90,16,1.0,0.0,1.0,1.0,0.0076,0
93,16,1.0,0.0,1.0,1.0,0.0076,0
95,16,1.0,0.5333,0.5556,1.0,0.0076,1
102,16,1.0,0.0,1.0,1.0,0.0076,1
107,16,1.0,0.0536,0.875,1.0,0.0076,0
108,16,1.0,0.7,1.0,1.0,0.0076,0
110,16,1.0,0.8333,1.0,1.0,0.0076,1
111,16,1.0,0.4167,1.0,1.0,0.0076,0
115,16,1.0,0.0,0.24,1.0,0.0076,1
119,16,1.0,0.0667,1.0,1.0,0.0076,0
122,16,1.0,1.0,1.0,1.0,0.0076,1
123,16,1.0,0.0,1.0,1.0,0.0076,0
128,16,1.0,0.3889,0.2222,1.0,0.0076,0
130,16,1.0,0.0,1.0,1.0,0.0076,0
132,16,1.0,0.0,1.0,1.0,0.0076,1
133,16,1.0,0.8,1.0,1.0,0.0076,1
134,16,1.0,0.2051,1.0,1.0,0.0076,0
142,16,1.0,0.0,1.0,1.0,0.0076,0
143,16,1.0,0.0,1.0,1.0,0.0076,0
144,16,1.0,0.7333,1.0,1.0,0.0076,1
146,16,1.0,0.3,1.0,1.0,0.0076,0
147,16,1.0,0.0694,1.0,1.0,0.0076,0
150,16,1.0,0.4,1.0,1.0,0.0076,0
152,16,0.0,0.0,1.0,1.0,0.0076,1
153,16,1.0,0.0833,1.0,1.0,0.0076,0
154,16,1.0,0.0,1.0,1.0,0.0076,1
155,16,1.0,0.0,1.0,1.0,0.0076,0
156,16,1.0,0.0,1.0,1.0,0.0076,0
163,16,1.0,0.0,1.0,1.0,0.0076,0
172,16,1.0,0.2143,0.5714,1.0,0.0076,0
181,16,1.0,0.0,1.0,1.0,0.0076,0
186,16,1.0,0.25,1.0,1.0,0.0076,0
188,16,1.0,0.0,1.0,1.0,0.0076,0
190,16,1.0,0.2667,0.3333,1.0,0.0076,0
192,16,1.0,0.1905,1.0,1.0,0.0076,0
193,16,1.0,0.0,1.0,1.0,0.0076,1
195,16,1.0,1.0,1.0,1.0,0.0076,1
197,16,0.0,0.0,1.0,1.0,0.0076,1
198,16,1.0,0.0,1.0,1.0,0.0076,0
239,16,1.0,0.0,1.0,1.0,0.0076,0
240,16,1.0,0.0,1.0,1.0,0.0076,0
250,16,1.0,0.8,1.0,1.0,0.0076,0
251,16,1.0,0.0,1.0,1.0,0.0076,0
278,16,1.0,0.0,1.0,1.0,0.0076,0
279,16,1.0,0.8571,0.28,1.0,0.0076,1
282,16,1.0,0.0,1.0,1.0,0.0076,0
291,16,1.0,0.0,1.0,1.0,0.0076,0
292,16,1.0,0.0,1.0,1.0,0.0076,0
293,16,1.0,0.031,1.0,1.0,0.0076,0
294,16,1.0,0.1929,1.0,1.0,0.0076,0
295,16,1.0,0.0,1.0,1.0,0.0076,0
296,16,1.0,0.0,1.0,1.0,0.0076,1
297,16,1.0,0.0,1.0,1.0,0.0076,0
298,16,1.0,0.2667,1.0,1.0,0.0076,0
308,16,1.0,0.0,1.0,1.0,0.0076,0
309,16,1.0,0.0,1.0,1.0,0.0076,0
1,17,1.0,0.0,0.3077,1.0,0.004,0
3,17,1.0,0.0,1.0,1.0,0.004,1
6,17,1.0,0.5385,1.0,1.0,0.004,0
12,17,0.07139999999999999,0.9286,0.5,1.0,0.004,1
27,17,1.0,0.0,1.0,1.0,0.004,1
30,17,1.0,0.0,1.0,1.0,0.004,0
38,17,1.0,0.0,1.0,1.0,0.004,0
41,17,0.0,0.0,1.0,1.0,0.004,1
67,17,1.0,0.0,1.0,1.0,0.004,0
75,17,1.0,0.0,1.0,1.0,0.004,0
110,17,1.0,0.0,1.0,1.0,0.004,1
111,17,1.0,0.0,1.0,1.0,0.004,0
122,17,1.0,1.0,1.0,1.0,0.004,1
123,17,1.0,0.0,1.0,1.0,0.004,0
130,17,1.0,0.0,1.0,1.0,0.004,0
132,17,1.0,0.0,1.0,1.0,0.004,1
134,17,1.0,0.0,1.0,1.0,0.004,0
143,17,1.0,0.0,1.0,1.0,0.004,0
152,17,0.0,0.0,1.0,1.0,0.004,1
154,17,1.0,0.0,1.0,1.0,0.004,1
155,17,1.0,0.0,1.0,1.0,0.004,0
188,17,1.0,0.0,1.0,1.0,0.004,0
193,17,1.0,0.0,1.0,1.0,0.004,1
195,17,1.0,1.0,1.0,1.0,0.004,1
197,17,0.0,0.0,1.0,1.0,0.004,1
198,17,1.0,0.6,1.0,1.0,0.004,0
238,17,1.0,0.0,1.0,1.0,0.004,0
239,17,1.0,0.25,0.5,1.0,0.004,0
240,17,1.0,0.0,1.0,1.0,0.004,0
249,17,0.0,0.0,0.75,1.0,0.004,1
250,17,0.8571,0.1429,1.0,1.0,0.004,0
251,17,1.0,0.3,1.0,1.0,0.004,0
3,18,1.0,0.0,1.0,1.0,0.0016,1
5,18,0.1,0.5364,1.0,1.0,0.0016,1
6,18,1.0,0.127,0.7778,1.0,0.0016,0
12,18,0.0,0.0,0.3846,1.0,0.0016,1
14,18,1.0,0.5556,1.0,1.0,0.0016,0
21,18,1.0,0.0,1.0,1.0,0.0016,0
27,18,0.0,0.0,1.0,1.0,0.0016,1
30,18,1.0,0.0,1.0,1.0,0.0016,0
31,18,1.0,0.6667,0.5,1.0,0.0016,1
34,18,0.1429,0.7143,1.0,1.0,0.0016,1
36,18,1.0,0.0,1.0,1.0,0.0016,0
38,18,1.0,0.0,1.0,1.0,0.0016,0
41,18,0.0,0.0,1.0,1.0,0.0016,1
44,18,1.0,0.0,1.0,1.0,0.0016,0
46,18,1.0,0.1389,1.0,1.0,0.0016,0
61,18,1.0,0.0,1.0,1.0,0.0016,1
63,18,0.0,0.0,1.0,1.0,0.0016,1
64,18,1.0,0.0,0.6667,1.0,0.0016,0
67,18,1.0,0.0,1.0,1.0,0.0016,0
68,18,1.0,0.3214,1.0,1.0,0.0016,1
75,18,1.0,0.0,1.0,1.0,0.0016,0
79,18,1.0,0.0,1.0,1.0,0.0016,0
108,18,1.0,0.875,1.0,1.0,0.0016,0
110,18,1.0,0.0,1.0,1.0,0.0016,1
111,18,1.0,0.0,1.0,1.0,0.0016,0
112,18,1.0,0.5294,1.0,1.0,0.0016,0
118,18,1.0,0.0,1.0,1.0,0.0016,0
122,18,1.0,1.0,1.0,1.0,0.0016,1
123,18,1.0,0.0,1.0,1.0,0.0016,0
129,18,1.0,0.127,1.0,1.0,0.0016,1
130,18,1.0,0.0,1.0,1.0,0.0016,0
132,18,1.0,0.05,0.8,1.0,0.0016,1
134,18,1.0,0.0,1.0,1.0,0.0016,0
135,18,1.0,0.6667,1.0,1.0,0.0016,0
139,18,1.0,0.625,1.0,1.0,0.0016,0
141,18,1.0,0.4667,1.0,1.0,0.0016,0
143,18,1.0,0.0,1.0,1.0,0.0016,0
154,18,1.0,0.0,1.0,1.0,0.0016,1
155,18,1.0,0.0,1.0,1.0,0.0016,0
162,18,1.0,0.1,1.0,1.0,0.0016,0
165,18,1.0,0.3788,1.0,1.0,0.0016,0
166,18,1.0,0.0,1.0,1.0,0.0016,1
168,18,1.0,0.8889,1.0,1.0,0.0016,1
188,18,1.0,0.0,1.0,1.0,0.0016,0
195,18,1.0,0.6667,1.0,1.0,0.0016,1
198,18,1.0,0.0,1.0,1.0,0.0016,0
235,18,1.0,0.0,1.0,1.0,0.0016,0
236,18,0.0,0.0,1.0,1.0,0.0016,1
239,18,1.0,0.6667,1.0,1.0,0.0016,0
240,18,1.0,0.0,1.0,1.0,0.0016,0
241,18,1.0,0.0,1.0,1.0,0.0016,0
245,18,1.0,0.0,1.0,1.0,0.0016,0
246,18,1.0,0.3,1.0,1.0,0.0016,0
247,18,1.0,0.0,1.0,1.0,0.0016,0
250,18,1.0,0.8,1.0,1.0,0.0016,0
251,18,1.0,0.0,1.0,1.0,0.0016,0
256,18,1.0,0.1667,1.0,1.0,0.0016,0
257,18,0.0,0.0,1.0,1.0,0.0016,1
258,18,1.0,0.0536,1.0,1.0,0.0016,0
259,18,1.0,0.8,1.0,1.0,0.0016,0
260,18,1.0,0.3333,1.0,1.0,0.0016,0
261,18,1.0,0.3,1.0,1.0,0.0016,0
267,18,1.0,0.1667,1.0,1.0,0.0016,0
268,18,0.0,0.0,1.0,1.0,0.0016,1
269,18,1.0,0.1667,1.0,1.0,0.0016,0
1,19,1.0,0.3,0.55,1.0,0.0076,0
3,19,1.0,0.0,0.3333,1.0,0.0076,1
4,19,1.0,0.375,1.0,1.0,0.0076,1
5,19,0.0,0.0,0.8611,1.0,0.0076,1
6,19,1.0,0.2143,0.5714,1.0,0.0076,0
8,19,1.0,0.0,1.0,1.0,0.0076,0
12,19,0.0,0.0,1.0,1.0,0.0076,1
14,19,1.0,0.5556,1.0,1.0,0.0076,0
22,19,1.0,0.6667,0.6667,1.0,0.0076,1
27,19,0.0,0.0,0.83335,1.0,0.0076,1
30,19,1.0,0.0,0.5714,1.0,0.0076,0
31,19,1.0,0.0,0.2857,1.0,0.0076,1
38,19,1.0,0.0,1.0,1.0,0.0076,0
39,19,1.0,0.0,1.0,1.0,0.0076,0
41,19,0.0,0.0,1.0,1.0,0.0076,1
42,19,1.0,0.0,1.0,1.0,0.0076,0
44,19,1.0,0.0,0.83335,1.0,0.0076,0
45,19,1.0,0.0,1.0,1.0,0.0076,0
46,19,1.0,0.15,1.0,1.0,0.0076,0
62,19,1.0,0.0,1.0,1.0,0.0076,0
63,19,0.0,0.0,1.0,1.0,0.0076,1
64,19,1.0,0.1071,1.0,1.0,0.0076,0
66,19,1.0,1.0,0.4444,1.0,0.0076,1
67,19,1.0,0.0,1.0,1.0,0.0076,0
70,19,1.0,0.1714,1.0,1.0,0.0076,0
73,19,1.0,0.1071,0.5714,1.0,0.0076,0
75,19,1.0,0.0,1.0,1.0,0.0076,0
79,19,1.0,0.0,1.0,1.0,0.0076,0
92,19,1.0,0.0,1.0,1.0,0.0076,0
94,19,1.0,0.2667,1.0,1.0,0.0076,0
101,19,1.0,0.0,1.0,1.0,0.0076,0
103,19,1.0,0.0,1.0,1.0,0.0076,0
110,19,1.0,0.0,1.0,1.0,0.0076,1
111,19,1.0,0.0,1.0,1.0,0.0076,0
112,19,1.0,0.2625,1.0,1.0,0.0076,0
118,19,1.0,0.0,1.0,1.0,0.0076,0
122,19,1.0,1.0,1.0,1.0,0.0076,1
123,19,1.0,0.0,1.0,1.0,0.0076,0
129,19,1.0,0.0,1.0,1.0,0.0076,1
130,19,1.0,0.0784,1.0,1.0,0.0076,0
132,19,1.0,0.2667,1.0,1.0,0.0076,1
134,19,1.0,0.0,1.0,1.0,0.0076,0
139,19,1.0,0.25,1.0,1.0,0.0076,0
140,19,1.0,0.0,1.0,1.0,0.0076,0
141,19,1.0,0.8,1.0,1.0,0.0076,0
143,19,1.0,0.0,1.0,1.0,0.0076,0
152,19,0.0,0.0,1.0,1.0,0.0076,1
154,19,1.0,0.0,1.0,1.0,0.0076,1
155,19,1.0,0.0,1.0,1.0,0.0076,0
166,19,1.0,0.0,1.0,1.0,0.0076,1
168,19,1.0,0.875,1.0,1.0,0.0076,1
171,19,1.0,0.3,1.0,1.0,0.0076,0
176,19,0.0,0.0,0.4444,1.0,0.0076,1
179,19,1.0,0.0,1.0,1.0,0.0076,0
188,19,1.0,0.0,1.0,1.0,0.0076,0
193,19,1.0,0.0,1.0,1.0,0.0076,1
195,19,1.0,1.0,1.0,1.0,0.0076,1
198,19,1.0,0.0,1.0,1.0,0.0076,0
239,19,1.0,0.0,1.0,1.0,0.0076,0
240,19,1.0,0.0,1.0,1.0,0.0076,0
241,19,1.0,0.0,1.0,1.0,0.0076,0
250,19,1.0,0.25,1.0,1.0,0.0076,0
251,19,1.0,0.0,1.0,1.0,0.0076,0
252,19,1.0,0.05,0.8333,1.0,0.0076,0
253,19,1.0,0.0,1.0,1.0,0.0076,0
259,19,1.0,0.7727,1.0,1.0,0.0076,0
260,19,1.0,0.0833,1.0,1.0,0.0076,0
261,19,1.0,0.1128,1.0,1.0,0.0076,0
263,19,1.0,0.0385,0.9286,1.0,0.0076,0
264,19,1.0,0.0,1.0,1.0,0.0076,0
272,19,1.0,0.2667,1.0,1.0,0.0076,0
274,19,0.0,0.0,0.6154,1.0,0.0076,1
275,19,1.0,0.5714,1.0,1.0,0.0076,0
296,19,1.0,1.0,1.0,1.0,0.0076,1
1,20,1.0,0.0,0.3333,1.0,0.0024,0
2,20,1.0,0.0,1.0,1.0,0.0024,1
3,20,0.8,0.15,1.0,1.0,0.0024,1
4,20,1.0,1.0,0.6,1.0,0.0024,1
5,20,0.0,0.0,1.0,1.0,0.0024,1
6,20,1.0,0.0,1.0,1.0,0.0024,0
8,20,1.0,0.0,0.2,1.0,0.0024,0
12,20,0.0,0.0,1.0,1.0,0.0024,1
13,20,1.0,0.0,1.0,1.0,0.0024,0
14,20,1.0,0.5833,1.0,1.0,0.0024,0
23,20,1.0,0.0,0.5,1.0,0.0024,0
27,20,0.0,0.0,1.0,1.0,0.0024,1
30,20,1.0,0.0,1.0,1.0,0.0024,0
31,20,1.0,0.0,1.0,1.0,0.0024,1
36,20,1.0,0.0,1.0,1.0,0.0024,0
38,20,1.0,0.0,1.0,1.0,0.0024,0
41,20,0.0909,0.9091,0.1818,1.0,0.0024,1
44,20,1.0,1.0,0.0,1.0,0.0024,0
45,20,1.0,0.0,0.125,1.0,0.0024,0
46,20,1.0,0.875,1.0,1.0,0.0024,0
63,20,0.0,0.0,1.0,1.0,0.0024,1
64,20,1.0,0.0,1.0,1.0,0.0024,0
65,20,1.0,0.0,0.1429,1.0,0.0024,0
67,20,1.0,0.1,0.8,1.0,0.0024,0
69,20,1.0,0.0,1.0,1.0,0.0024,0
73,20,1.0,0.0,1.0,1.0,0.0024,0
75,20,1.0,0.0,1.0,1.0,0.0024,0
77,20,1.0,1.0,1.0,1.0,0.0024,1
79,20,1.0,0.0,1.0,1.0,0.0024,0
86,20,1.0,0.0,1.0,1.0,0.0024,0
91,20,1.0,0.2431,0.5625,1.0,0.0024,1
94,20,1.0,0.0,1.0,1.0,0.0024,0
106,20,1.0,1.0,1.0,1.0,0.0024,1
109,20,0.875,0.0833,1.0,1.0,0.0024,0
110,20,1.0,0.0,1.0,1.0,0.0024,1
111,20,1.0,0.0,1.0,1.0,0.0024,0
112,20,1.0,0.0,1.0,1.0,0.0024,0
118,20,1.0,0.0,1.0,1.0,0.0024,0
121,20,1.0,0.0,1.0,1.0,0.0024,0
122,20,1.0,0.0,1.0,1.0,0.0024,1
123,20,1.0,0.0,1.0,1.0,0.0024,0
127,20,0.11109999999999999,0.8889,1.0,1.0,0.0024,1
130,20,1.0,0.0,1.0,1.0,0.0024,0
132,20,1.0,0.0,1.0,1.0,0.0024,1
133,20,1.0,1.0,0.8,1.0,0.0024,1
134,20,1.0,0.0,1.0,1.0,0.0024,0
139,20,1.0,0.2619,0.3889,1.0,0.0024,0
142,20,1.0,0.0714,0.875,1.0,0.0024,0
143,20,1.0,0.0,1.0,1.0,0.0024,0
147,20,1.0,0.0,1.0,1.0,0.0024,0
152,20,0.0,0.0,1.0,1.0,0.0024,1
154,20,1.0,0.1667,1.0,1.0,0.0024,1
155,20,1.0,0.0,1.0,1.0,0.0024,0
160,20,1.0,0.0,0.2,1.0,0.0024,0
168,20,1.0,1.0,1.0,1.0,0.0024,1
171,20,0.5,0.0833,1.0,1.0,0.0024,0
172,20,1.0,0.25,1.0,1.0,0.0024,0
177,20,1.0,0.2667,1.0,1.0,0.0024,0
180,20,1.0,0.3889,1.0,1.0,0.0024,1
184,20,1.0,0.2619,0.3889,1.0,0.0024,0
190,20,1.0,0.0714,1.0,1.0,0.0024,0
193,20,1.0,0.0,0.4,1.0,0.0024,1
194,20,1.0,0.6923,1.0,1.0,0.0024,0
195,20,1.0,1.0,1.0,1.0,0.0024,1
198,20,1.0,0.0,1.0,1.0,0.0024,0
239,20,1.0,0.0,1.0,1.0,0.0024,0
240,20,1.0,0.0,1.0,1.0,0.0024,0
249,20,0.0,0.0,1.0,1.0,0.0024,1
250,20,1.0,0.0,1.0,1.0,0.0024,0
251,20,1.0,0.0,1.0,1.0,0.0024,0
258,20,1.0,0.3667,1.0,1.0,0.0024,0
259,20,1.0,0.6875,1.0,1.0,0.0024,0
260,20,1.0,0.1714,1.0,1.0,0.0024,0
261,20,1.0,0.0,1.0,1.0,0.0024,0
271,20,1.0,0.0,1.0,1.0,0.0024,0
272,20,1.0,0.2222,0.3333,1.0,0.0024,0
273,20,1.0,0.15,1.0,1.0,0.0024,0
283,20,1.0,0.0,1.0,1.0,0.0024,0
284,20,1.0,0.1944,0.6667,1.0,0.0024,0
295,20,1.0,0.0601,1.0,1.0,0.0024,0
296,20,1.0,1.0,1.0,1.0,0.0024,1
297,20,1.0,0.0,0.4286,1.0,0.0024,0
306,20,1.0,0.0,1.0,1.0,0.0024,0
307,20,1.0,0.0636,1.0,1.0,0.0024,0
308,20,1.0,0.1667,1.0,1.0,0.0024,0
317,20,1.0,0.0444,0.9,1.0,0.0024,0
319,20,1.0,0.0694,1.0,1.0,0.0024,0
1,21,1.0,0.0,0.5,1.0,0.0044,0
3,21,1.0,0.0,1.0,1.0,0.0044,1
4,21,1.0,1.0,0.3333,1.0,0.0044,1
5,21,0.0,0.0,1.0,1.0,0.0044,1
6,21,1.0,0.4444,1.0,1.0,0.0044,0
8,21,1.0,0.0,0.0952,1.0,0.0044,0
12,21,0.0,0.0,1.0,1.0,0.0044,1
14,21,1.0,0.1,0.8,1.0,0.0044,0
19,21,1.0,0.0,0.0476,1.0,0.0044,1
20,21,1.0,0.0,1.0,1.0,0.0044,0
21,21,1.0,0.1667,1.0,1.0,0.0044,0
26,21,1.0,0.0,1.0,1.0,0.0044,0
27,21,0.3333,0.6667,0.6667,1.0,0.0044,1
30,21,1.0,0.0,1.0,1.0,0.0044,0
34,21,1.0,0.0,1.0,1.0,0.0044,1
36,21,1.0,0.0,0.1429,1.0,0.0044,0
38,21,1.0,0.0,1.0,1.0,0.0044,0
39,21,1.0,0.6667,1.0,1.0,0.0044,0
41,21,0.0,0.0,1.0,1.0,0.0044,1
45,21,1.0,0.0,1.0,1.0,0.0044,0
46,21,1.0,0.3214,1.0,1.0,0.0044,0
48,21,1.0,0.6364,1.0,1.0,0.0044,1
52,21,1.0,0.0,1.0,1.0,0.0044,0
60,21,1.0,0.0,1.0,1.0,0.0044,0
63,21,0.0,0.0,1.0,1.0,0.0044,1
64,21,1.0,0.0,1.0,1.0,0.0044,0
66,21,1.0,1.0,0.1364,1.0,0.0044,1
67,21,1.0,0.0,1.0,1.0,0.0044,0
69,21,1.0,0.0,1.0,1.0,0.0044,0
75,21,1.0,0.0,1.0,1.0,0.0044,0
76,21,1.0,0.0,1.0,1.0,0.0044,0
77,21,1.0,0.8333,0.4286,1.0,0.0044,1
79,21,1.0,0.0,0.6154,1.0,0.0044,0
80,21,1.0,0.0,0.6667,1.0,0.0044,0
