node_id,cycle_id,FFc,dFF,rho_recv,tau,lambda_t_norm,is_attacker
184,7,1.0,0.0,1.0,1.0,0.002,0
188,7,1.0,0.0,1.0,1.0,0.002,0
193,7,1.0,0.1667,1.0,1.0,0.002,1
194,7,1.0,0.5556,1.0,1.0,0.002,0
195,7,1.0,1.0,1.0,1.0,0.002,1
196,7,1.0,0.0,1.0,1.0,0.002,0
198,7,1.0,0.0,1.0,1.0,0.002,0
218,7,1.0,0.0,1.0,1.0,0.002,0
229,7,1.0,0.5,1.0,1.0,0.002,0
230,7,1.0,0.0,1.0,1.0,0.002,0
236,7,0.0,0.0,1.0,1.0,0.002,1
237,7,1.0,0.0,1.0,1.0,0.002,0
238,7,1.0,0.0,1.0,1.0,0.002,0
239,7,1.0,0.1667,1.0,1.0,0.002,0
240,7,1.0,0.0,1.0,1.0,0.002,0
241,7,1.0,0.0,1.0,1.0,0.002,0
249,7,0.0,0.0,1.0,1.0,0.002,1
250,7,1.0,0.8,1.0,1.0,0.002,0
251,7,1.0,0.9167,1.0,1.0,0.002,0
252,7,1.0,0.3889,1.0,1.0,0.002,0
258,7,1.0,0.0,1.0,1.0,0.002,0
259,7,1.0,0.0,1.0,1.0,0.002,0
261,7,1.0,0.6842,1.0,1.0,0.002,0
262,7,1.0,0.75,0.6667,1.0,0.002,1
263,7,1.0,0.0,1.0,1.0,0.002,0
271,7,1.0,0.0,1.0,1.0,0.002,0
272,7,1.0,0.0,1.0,1.0,0.002,0
282,7,1.0,0.0,1.0,1.0,0.002,0
283,7,1.0,0.2667,1.0,1.0,0.002,0
285,7,0.0,0.0,1.0,1.0,0.002,1
1,8,1.0,0.0,0.4386,1.0,0.0052,0
3,8,1.0,0.0,1.0,1.0,0.0052,1
5,8,0.0,0.0,1.0,1.0,0.0052,1
6,8,1.0,0.3571,1.0,1.0,0.0052,0
12,8,0.0,0.0,1.0,1.0,0.0052,1
26,8,1.0,0.6923,1.0,1.0,0.0052,0
27,8,0.0263,0.9474,0.45395,1.0,0.0052,1
28,8,0.75,0.5,1.0,1.0,0.0052,0
30,8,1.0,0.1,1.0,1.0,0.0052,0
36,8,1.0,0.8333,1.0,1.0,0.0052,0
38,8,1.0,0.0,1.0,1.0,0.0052,0
41,8,0.0,0.0,1.0,1.0,0.0052,1
42,8,1.0,0.6667,1.0,1.0,0.0052,0
51,8,0.0,0.0,1.0,1.0,0.0052,1
56,8,1.0,0.0,1.0,1.0,0.0052,0
59,8,1.0,0.0,1.0,1.0,0.0052,1
60,8,1.0,0.0,0.3333,1.0,0.0052,0
67,8,1.0,0.0,1.0,1.0,0.0052,0
70,8,1.0,0.0,1.0,1.0,0.0052,0
73,8,1.0,0.2667,1.0,1.0,0.0052,0
75,8,1.0,0.75,1.0,1.0,0.0052,0
87,8,1.0,0.0,1.0,1.0,0.0052,0
110,8,1.0,0.0,1.0,1.0,0.0052,1
111,8,1.0,0.0,1.0,1.0,0.0052,0
112,8,1.0,0.0,1.0,1.0,0.0052,0
121,8,1.0,0.0,1.0,1.0,0.0052,0
122,8,1.0,1.0,1.0,1.0,0.0052,1
123,8,1.0,0.0,1.0,1.0,0.0052,0
130,8,1.0,0.0,1.0,1.0,0.0052,0
132,8,1.0,0.0,1.0,1.0,0.0052,1
134,8,1.0,0.0,1.0,1.0,0.0052,0
139,8,1.0,0.875,1.0,1.0,0.0052,0
140,8,1.0,0.0,1.0,1.0,0.0052,0
143,8,1.0,0.3333,1.0,1.0,0.0052,0
152,8,0.5,0.0556,1.0,1.0,0.0052,1
154,8,1.0,0.0,1.0,1.0,0.0052,1
155,8,1.0,0.0,1.0,1.0,0.0052,0
164,8,1.0,0.0,1.0,1.0,0.0052,0
168,8,1.0,0.7143,0.875,1.0,0.0052,1
183,8,0.0,0.0,0.3333,1.0,0.0052,1
184,8,1.0,0.0833,1.0,1.0,0.0052,0
188,8,1.0,0.1,1.0,1.0,0.0052,0
195,8,1.0,1.0,1.0,1.0,0.0052,1
197,8,0.0,0.0,1.0,1.0,0.0052,1
198,8,1.0,0.0,1.0,1.0,0.0052,0
228,8,0.0,0.0,1.0,1.0,0.0052,1
230,8,1.0,0.6667,1.0,1.0,0.0052,0
238,8,1.0,0.0,1.0,1.0,0.0052,0
239,8,1.0,0.332,1.0,1.0,0.0052,0
240,8,1.0,0.0,1.0,1.0,0.0052,0
241,8,1.0,0.0,1.0,1.0,0.0052,0
242,8,1.0,0.0,1.0,1.0,0.0052,0
249,8,0.0,0.0,1.0,1.0,0.0052,1
250,8,1.0,0.3,1.0,1.0,0.0052,0
251,8,1.0,0.2083,0.6667,1.0,0.0052,0
252,8,1.0,0.0,1.0,1.0,0.0052,0
258,8,1.0,0.6818,1.0,1.0,0.0052,0
259,8,1.0,0.0,1.0,1.0,0.0052,0
261,8,1.0,0.3361,1.0,1.0,0.0052,0
262,8,1.0,1.0,1.0,1.0,0.0052,1
271,8,1.0,0.0,1.0,1.0,0.0052,0
1,9,1.0,0.0,0.6,1.0,0.0024,0
3,9,1.0,0.2222,1.0,1.0,0.0024,1
6,9,1.0,0.2521,0.5059,1.0,0.0024,0
12,9,0.0,0.0,1.0,1.0,0.0024,1
27,9,0.0,0.0,1.0,1.0,0.0024,1
29,9,1.0,0.0,1.0,1.0,0.0024,0
30,9,1.0,0.25,1.0,1.0,0.0024,0
36,9,1.0,0.0,0.5,1.0,0.0024,0
38,9,1.0,0.0,1.0,1.0,0.0024,0
41,9,0.0,0.0,1.0,1.0,0.0024,1
42,9,1.0,0.0,1.0,1.0,0.0024,0
44,9,1.0,0.0,0.5,1.0,0.0024,0
46,9,1.0,0.0,1.0,1.0,0.0024,0
48,9,1.0,1.0,0.8333,1.0,0.0024,1
57,9,1.0,0.0,1.0,1.0,0.0024,0
62,9,1.0,0.0,0.25,1.0,0.0024,0
63,9,0.0,0.0,1.0,1.0,0.0024,1
67,9,1.0,0.0,1.0,1.0,0.0024,0
75,9,1.0,0.25,0.5,1.0,0.0024,0
78,9,1.0,0.0,0.6667,1.0,0.0024,0
79,9,1.0,0.0,0.6667,1.0,0.0024,0
80,9,1.0,0.1667,1.0,1.0,0.0024,0
84,9,1.0,0.6667,0.4286,1.0,0.0024,1
108,9,1.0,0.0,0.6667,1.0,0.0024,0
110,9,1.0,0.0,1.0,1.0,0.0024,1
111,9,1.0,0.0,1.0,1.0,0.0024,0
112,9,1.0,0.3421,0.3158,1.0,0.0024,0
118,9,1.0,0.0,1.0,1.0,0.0024,0
121,9,1.0,0.1071,1.0,1.0,0.0024,0
122,9,1.0,1.0,1.0,1.0,0.0024,1
123,9,1.0,0.0,0.3333,1.0,0.0024,0
127,9,0.0,0.0,1.0,1.0,0.0024,1
130,9,1.0,0.0,1.0,1.0,0.0024,0
132,9,1.0,0.0,1.0,1.0,0.0024,1
134,9,1.0,0.0,0.4,1.0,0.0024,0
138,9,0.0,0.0,0.1667,1.0,0.0024,1
140,9,1.0,0.0,1.0,1.0,0.0024,0
141,9,1.0,0.0,1.0,1.0,0.0024,0
143,9,1.0,0.0,1.0,1.0,0.0024,0
152,9,0.052649999999999995,0.3947,1.0,1.0,0.0024,1
154,9,1.0,0.0,1.0,1.0,0.0024,1
155,9,1.0,0.8,1.0,1.0,0.0024,0
161,9,1.0,0.0,1.0,1.0,0.0024,1
162,9,1.0,0.5,1.0,1.0,0.0024,0
163,9,1.0,0.0,1.0,1.0,0.0024,0
165,9,1.0,0.0,1.0,1.0,0.0024,0
168,9,1.0,0.75,1.0,1.0,0.0024,1
183,9,0.0,0.0,1.0,1.0,0.0024,1
184,9,1.0,0.0,1.0,1.0,0.0024,0
188,9,1.0,0.0,0.6667,1.0,0.0024,0
195,9,1.0,1.0,1.0,1.0,0.0024,1
196,9,1.0,0.0,1.0,1.0,0.0024,0
198,9,1.0,0.0,1.0,1.0,0.0024,0
239,9,1.0,0.7273,1.0,1.0,0.0024,0
240,9,1.0,0.0952,1.0,1.0,0.0024,0
241,9,1.0,0.0,1.0,1.0,0.0024,0
249,9,0.0,0.0,1.0,1.0,0.0024,1
250,9,1.0,0.3556,1.0,1.0,0.0024,0
251,9,1.0,0.0833,1.0,1.0,0.0024,0
252,9,1.0,0.75,1.0,1.0,0.0024,0
257,9,0.0,0.0,1.0,1.0,0.0024,1
258,9,1.0,0.0,1.0,1.0,0.0024,0
259,9,1.0,0.0,1.0,1.0,0.0024,0
260,9,1.0,0.0,1.0,1.0,0.0024,0
261,9,1.0,0.0,0.8125,1.0,0.0024,0
262,9,1.0,1.0,1.0,1.0,0.0024,1
263,9,1.0,0.0,1.0,1.0,0.0024,0
268,9,0.0,0.0,1.0,1.0,0.0024,1
269,9,1.0,0.0714,1.0,1.0,0.0024,0
270,9,1.0,0.0,1.0,1.0,0.0024,0
271,9,1.0,0.1333,1.0,1.0,0.0024,0
272,9,1.0,0.2667,1.0,1.0,0.0024,0
1,10,1.0,0.0,1.0,1.0,0.0048,0
3,10,1.0,0.0,1.0,1.0,0.0048,1
6,10,1.0,0.0,1.0,1.0,0.0048,0
12,10,0.25,0.75,0.4167,1.0,0.0048,1
26,10,1.0,0.0,1.0,1.0,0.0048,0
27,10,0.0,0.0,1.0,1.0,0.0048,1
30,10,1.0,0.0,1.0,1.0,0.0048,0
31,10,1.0,1.0,1.0,1.0,0.0048,1
36,10,1.0,0.0,0.6,1.0,0.0048,0
37,10,1.0,0.0,1.0,1.0,0.0048,1
38,10,1.0,0.0,0.25,1.0,0.0048,0
41,10,0.0,0.0,1.0,1.0,0.0048,1
42,10,1.0,0.0,1.0,1.0,0.0048,0
44,10,1.0,0.0,1.0,1.0,0.0048,0
48,10,1.0,1.0,1.0,1.0,0.0048,1
51,10,1.0,0.0,1.0,1.0,0.0048,0
57,10,0.9666499999999999,0.0667,0.425,1.0,0.0048,0
59,10,1.0,1.0,1.0,1.0,0.0048,1
63,10,0.0,0.0,1.0,1.0,0.0048,1
64,10,1.0,0.0,1.0,1.0,0.0048,0
67,10,1.0,0.0,1.0,1.0,0.0048,0
72,10,0.0,0.0,0.5,1.0,0.0048,1
73,10,1.0,0.0,1.0,1.0,0.0048,0
75,10,1.0,0.0,1.0,1.0,0.0048,0
78,10,1.0,0.0,1.0,1.0,0.0048,0
79,10,1.0,0.0,0.8,1.0,0.0048,0
80,10,1.0,0.25,1.0,1.0,0.0048,0
84,10,1.0,1.0,1.0,1.0,0.0048,1
87,10,1.0,0.0,1.0,1.0,0.0048,0
88,10,1.0,0.0,1.0,1.0,0.0048,1
94,10,1.0,0.0,1.0,1.0,0.0048,0
95,10,1.0,1.0,0.5,1.0,0.0048,1
108,10,1.0,0.0,0.6,1.0,0.0048,0
110,10,1.0,0.0,1.0,1.0,0.0048,1
111,10,1.0,0.1714,1.0,1.0,0.0048,0
114,10,1.0,0.0,1.0,1.0,0.0048,0
118,10,1.0,0.0,1.0,1.0,0.0048,0
121,10,1.0,0.0952,1.0,1.0,0.0048,0
122,10,1.0,1.0,1.0,1.0,0.0048,1
123,10,1.0,0.0,1.0,1.0,0.0048,0
127,10,0.0,0.0,1.0,1.0,0.0048,1
130,10,1.0,0.0,1.0,1.0,0.0048,0
132,10,1.0,0.0,1.0,1.0,0.0048,1
134,10,1.0,0.0,0.3333,1.0,0.0048,0
139,10,1.0,0.8,1.0,1.0,0.0048,0
140,10,1.0,0.0,1.0,1.0,0.0048,0
143,10,1.0,0.0,1.0,1.0,0.0048,0
152,10,0.06665,0.8667,0.91665,1.0,0.0048,1
154,10,1.0,0.0,1.0,1.0,0.0048,1
155,10,1.0,0.0,1.0,1.0,0.0048,0
162,10,1.0,0.0,1.0,1.0,0.0048,0
164,10,1.0,0.0,1.0,1.0,0.0048,0
168,10,1.0,0.75,1.0,1.0,0.0048,1
182,10,1.0,0.0,1.0,1.0,0.0048,1
184,10,1.0,0.0,1.0,1.0,0.0048,0
188,10,1.0,0.0,1.0,1.0,0.0048,0
193,10,1.0,0.8,1.0,1.0,0.0048,1
195,10,1.0,1.0,1.0,1.0,0.0048,1
196,10,1.0,0.0,1.0,1.0,0.0048,0
198,10,1.0,0.0,1.0,1.0,0.0048,0
228,10,1.0,0.0,1.0,1.0,0.0048,1
238,10,1.0,0.0,1.0,1.0,0.0048,0
239,10,1.0,0.25,1.0,1.0,0.0048,0
240,10,1.0,0.0,1.0,1.0,0.0048,0
241,10,1.0,0.0,1.0,1.0,0.0048,0
247,10,1.0,0.8,1.0,1.0,0.0048,0
250,10,1.0,0.5714,1.0,1.0,0.0048,0
251,10,1.0,0.2182,1.0,1.0,0.0048,0
252,10,1.0,0.8333,1.0,1.0,0.0048,0
258,10,1.0,0.0,1.0,1.0,0.0048,0
259,10,1.0,0.8,1.0,1.0,0.0048,0
261,10,1.0,0.4848,1.0,1.0,0.0048,0
262,10,1.0,1.0,1.0,1.0,0.0048,1
269,10,1.0,0.625,1.0,1.0,0.0048,0
270,10,1.0,0.125,1.0,1.0,0.0048,0
271,10,1.0,0.3333,1.0,1.0,0.0048,0
273,10,1.0,0.0,1.0,1.0,0.0048,0
283,10,1.0,0.0,1.0,1.0,0.0048,0
1,11,1.0,0.0,0.8,1.0,0.0044,0
3,11,1.0,0.1667,1.0,1.0,0.0044,1
12,11,0.0,0.0,0.4394,1.0,0.0044,1
21,11,1.0,0.0,1.0,1.0,0.0044,0
24,11,1.0,0.0,1.0,1.0,0.0044,1
27,11,0.0,0.0,1.0,1.0,0.0044,1
29,11,1.0,0.0,1.0,1.0,0.0044,0
30,11,1.0,0.3111,1.0,1.0,0.0044,0
34,11,0.0,0.0,0.6667,1.0,0.0044,1
36,11,1.0,0.3,1.0,1.0,0.0044,0
38,11,1.0,0.0,1.0,1.0,0.0044,0
41,11,0.0,0.0,1.0,1.0,0.0044,1
42,11,1.0,0.0,1.0,1.0,0.0044,0
44,11,1.0,0.0,1.0,1.0,0.0044,0
46,11,1.0,0.0,1.0,1.0,0.0044,0
48,11,1.0,1.0,1.0,1.0,0.0044,1
51,11,1.0,0.0,1.0,1.0,0.0044,0
56,11,1.0,0.0,1.0,1.0,0.0044,0
63,11,1.0,0.3,1.0,1.0,0.0044,1
70,11,1.0,0.0,1.0,1.0,0.0044,0
72,11,0.5,0.5,0.5,1.0,0.0044,1
75,11,1.0,0.8333,1.0,1.0,0.0044,0
79,11,1.0,0.0,1.0,1.0,0.0044,0
80,11,1.0,0.0,1.0,1.0,0.0044,0
95,11,1.0,1.0,0.5,1.0,0.0044,1
108,11,1.0,0.0,1.0,1.0,0.0044,0
110,11,1.0,0.0,1.0,1.0,0.0044,1
111,11,1.0,0.0,1.0,1.0,0.0044,0
118,11,1.0,0.0,1.0,1.0,0.0044,0
121,11,1.0,0.0,1.0,1.0,0.0044,0
122,11,1.0,1.0,1.0,1.0,0.0044,1
123,11,1.0,0.0,1.0,1.0,0.0044,0
127,11,0.0,0.0,1.0,1.0,0.0044,1
129,11,1.0,0.3,1.0,1.0,0.0044,1
130,11,1.0,0.0,1.0,1.0,0.0044,0
132,11,1.0,0.0,1.0,1.0,0.0044,1
134,11,1.0,0.0,1.0,1.0,0.0044,0
138,11,0.0,0.0,1.0,1.0,0.0044,1
139,11,1.0,0.1,1.0,1.0,0.0044,0
140,11,1.0,0.0,1.0,1.0,0.0044,0
141,11,1.0,0.0,1.0,1.0,0.0044,0
143,11,1.0,0.0,1.0,1.0,0.0044,0
152,11,0.0,0.0,1.0,1.0,0.0044,1
154,11,1.0,0.0,1.0,1.0,0.0044,1
155,11,1.0,0.0714,1.0,1.0,0.0044,0
161,11,1.0,0.0,1.0,1.0,0.0044,1
162,11,1.0,0.6,1.0,1.0,0.0044,0
165,11,1.0,0.2667,1.0,1.0,0.0044,0
168,11,1.0,0.4167,1.0,1.0,0.0044,1
181,11,1.0,0.0,1.0,1.0,0.0044,0
188,11,1.0,0.0,1.0,1.0,0.0044,0
192,11,1.0,0.0,1.0,1.0,0.0044,0
194,11,1.0,0.0,1.0,1.0,0.0044,0
195,11,1.0,1.0,1.0,1.0,0.0044,1
196,11,1.0,0.0,1.0,1.0,0.0044,0
197,11,0.0,0.0,1.0,1.0,0.0044,1
198,11,1.0,0.0,1.0,1.0,0.0044,0
230,11,1.0,0.0,1.0,1.0,0.0044,0
237,11,1.0,0.0,1.0,1.0,0.0044,0
238,11,1.0,0.1,1.0,1.0,0.0044,0
239,11,1.0,0.1,1.0,1.0,0.0044,0
240,11,1.0,0.8,1.0,1.0,0.0044,0
241,11,1.0,0.0,1.0,1.0,0.0044,0
248,11,1.0,0.8333,1.0,1.0,0.0044,1
249,11,0.75,0.1591,1.0,1.0,0.0044,1
250,11,1.0,0.3111,1.0,1.0,0.0044,0
251,11,1.0,0.1944,1.0,1.0,0.0044,0
252,11,1.0,0.75,1.0,1.0,0.0044,0
257,11,0.0,0.0,1.0,1.0,0.0044,1
258,11,1.0,0.0,1.0,1.0,0.0044,0
259,11,1.0,0.25,1.0,1.0,0.0044,0
260,11,1.0,0.0,1.0,1.0,0.0044,0
261,11,1.0,0.2571,1.0,1.0,0.0044,0
269,11,1.0,0.6,1.0,1.0,0.0044,0
270,11,1.0,0.1667,1.0,1.0,0.0044,0
271,11,1.0,0.2667,1.0,1.0,0.0044,0
272,11,1.0,0.1667,1.0,1.0,0.0044,0
1,12,1.0,0.0,1.0,1.0,0.0004,0
3,12,1.0,0.1667,1.0,1.0,0.0004,1
6,12,1.0,0.15,1.0,1.0,0.0004,0
12,12,0.0,0.0,0.625,1.0,0.0004,1
21,12,1.0,0.0,1.0,1.0,0.0004,0
25,12,1.0,0.2667,1.0,1.0,0.0004,0
26,12,1.0,0.0,0.5,1.0,0.0004,0
27,12,0.0,0.0,1.0,1.0,0.0004,1
28,12,1.0,0.0,1.0,1.0,0.0004,0
30,12,1.0,0.2778,1.0,1.0,0.0004,0
36,12,1.0,0.0,1.0,1.0,0.0004,0
38,12,1.0,0.0,1.0,1.0,0.0004,0
41,12,0.0,0.0,1.0,1.0,0.0004,1
42,12,1.0,0.0,1.0,1.0,0.0004,0
44,12,1.0,0.0,1.0,1.0,0.0004,0
48,12,1.0,0.75,1.0,1.0,0.0004,1
50,12,1.0,0.0,0.5,1.0,0.0004,0
51,12,1.0,0.0,1.0,1.0,0.0004,0
57,12,1.0,0.35,1.0,1.0,0.0004,0
60,12,1.0,0.1333,0.6,1.0,0.0004,0
64,12,1.0,0.0,1.0,1.0,0.0004,0
67,12,1.0,0.0,1.0,1.0,0.0004,0
73,12,1.0,0.5833,1.0,1.0,0.0004,0
75,12,1.0,0.1905,1.0,1.0,0.0004,0
76,12,1.0,0.1667,1.0,1.0,0.0004,0
78,12,1.0,0.0,1.0,1.0,0.0004,0
79,12,1.0,0.25,1.0,1.0,0.0004,0
80,12,1.0,0.0,1.0,1.0,0.0004,0
84,12,1.0,0.0,1.0,1.0,0.0004,1
94,12,1.0,0.0,1.0,1.0,0.0004,0
105,12,1.0,0.0,1.0,1.0,0.0004,0
110,12,1.0,0.0,1.0,1.0,0.0004,1
111,12,1.0,0.0,1.0,1.0,0.0004,0
114,12,1.0,0.0,1.0,1.0,0.0004,0
118,12,1.0,0.0,1.0,1.0,0.0004,0
121,12,1.0,0.375,1.0,1.0,0.0004,0
122,12,1.0,1.0,1.0,1.0,0.0004,1
123,12,1.0,0.0,1.0,1.0,0.0004,0
124,12,1.0,0.0,1.0,1.0,0.0004,0
127,12,1.0,0.0,1.0,1.0,0.0004,1
130,12,1.0,0.0,1.0,1.0,0.0004,0
132,12,1.0,0.0,1.0,1.0,0.0004,1
134,12,1.0,0.0,1.0,1.0,0.0004,0
139,12,1.0,0.1,1.0,1.0,0.0004,0
141,12,0.0,0.0,1.0,1.0,0.0004,0
143,12,1.0,0.3333,1.0,1.0,0.0004,0
148,12,1.0,0.0,1.0,1.0,0.0004,1
152,12,0.0,0.0,1.0,1.0,0.0004,1
153,12,1.0,0.0,1.0,1.0,0.0004,0
154,12,1.0,0.0,1.0,1.0,0.0004,1
155,12,1.0,0.0,1.0,1.0,0.0004,0
162,12,1.0,0.0,1.0,1.0,0.0004,0
163,12,1.0,0.0833,1.0,1.0,0.0004,0
164,12,1.0,0.1667,1.0,1.0,0.0004,0
165,12,1.0,0.8333,1.0,1.0,0.0004,0
184,12,1.0,0.3,1.0,1.0,0.0004,0
188,12,1.0,0.0,1.0,1.0,0.0004,0
194,12,1.0,0.0,1.0,1.0,0.0004,0
195,12,1.0,1.0,1.0,1.0,0.0004,1
196,12,1.0,0.0,1.0,1.0,0.0004,0
198,12,1.0,0.625,1.0,1.0,0.0004,0
215,12,1.0,0.1667,1.0,1.0,0.0004,0
216,12,1.0,0.0,1.0,1.0,0.0004,0
226,12,1.0,0.0,1.0,1.0,0.0004,1
227,12,1.0,0.1071,1.0,1.0,0.0004,0
228,12,0.1,0.15,1.0,1.0,0.0004,1
237,12,1.0,0.0,0.375,1.0,0.0004,0
238,12,1.0,0.0865,0.8125,1.0,0.0004,0
239,12,1.0,0.25,1.0,1.0,0.0004,0
240,12,1.0,0.1905,1.0,1.0,0.0004,0
241,12,1.0,0.0,1.0,1.0,0.0004,0
248,12,1.0,0.4286,1.0,1.0,0.0004,1
249,12,0.0,0.0,1.0,1.0,0.0004,1
250,12,1.0,0.0764,1.0,1.0,0.0004,0
251,12,1.0,0.0,1.0,1.0,0.0004,0
258,12,1.0,0.8333,1.0,1.0,0.0004,0
259,12,1.0,0.375,1.0,1.0,0.0004,0
260,12,1.0,0.2083,1.0,1.0,0.0004,0
261,12,1.0,0.2571,1.0,1.0,0.0004,0
268,12,0.0,0.0,1.0,1.0,0.0004,1
269,12,1.0,0.25,1.0,1.0,0.0004,0
270,12,1.0,0.0667,1.0,1.0,0.0004,0
271,12,1.0,0.1333,1.0,1.0,0.0004,0
272,12,1.0,0.1667,1.0,1.0,0.0004,0
1,13,1.0,0.0,1.0,1.0,0.0072,0
2,13,1.0,0.0,1.0,1.0,0.0072,1
3,13,1.0,0.0,1.0,1.0,0.0072,1
4,13,1.0,0.0,0.4483,1.0,0.0072,1
6,13,1.0,0.1709,1.0,1.0,0.0072,0
8,13,1.0,0.0,0.1667,1.0,0.0072,0
12,13,0.0,0.0,0.5,1.0,0.0072,1
14,13,1.0,0.25,1.0,1.0,0.0072,0
21,13,1.0,0.0,1.0,1.0,0.0072,0
22,13,1.0,0.0,1.0,1.0,0.0072,1
27,13,0.0,0.0,1.0,1.0,0.0072,1
30,13,1.0,0.125,1.0,1.0,0.0072,0
31,13,1.0,1.0,0.25,1.0,0.0072,1
36,13,1.0,0.0,1.0,1.0,0.0072,0
38,13,1.0,0.0,1.0,1.0,0.0072,0
41,13,0.0,0.0,1.0,1.0,0.0072,1
42,13,1.0,0.0,0.4286,1.0,0.0072,0
44,13,1.0,0.0,1.0,1.0,0.0072,0
45,13,1.0,0.0,1.0,1.0,0.0072,0
63,13,0.0,0.0,1.0,1.0,0.0072,1
67,13,1.0,0.0,1.0,1.0,0.0072,0
69,13,1.0,0.0,1.0,1.0,0.0072,0
73,13,1.0,0.0,0.125,1.0,0.0072,0
75,13,1.0,0.0667,0.8333,1.0,0.0072,0
77,13,1.0,0.7778,1.0,1.0,0.0072,1
84,13,1.0,0.0,1.0,1.0,0.0072,1
90,13,1.0,0.0,1.0,1.0,0.0072,0
92,13,1.0,0.1952,0.6452,1.0,0.0072,0
108,13,1.0,0.35,1.0,1.0,0.0072,0
110,13,1.0,0.0,1.0,1.0,0.0072,1
111,13,1.0,0.4167,1.0,1.0,0.0072,0
113,13,0.0,0.0,1.0,1.0,0.0072,1
118,13,1.0,0.25,1.0,1.0,0.0072,0
121,13,1.0,0.0,0.1765,1.0,0.0072,0
122,13,1.0,1.0,1.0,1.0,0.0072,1
123,13,1.0,0.0,1.0,1.0,0.0072,0
124,13,1.0,0.0,1.0,1.0,0.0072,0
129,13,1.0,0.0,1.0,1.0,0.0072,1
130,13,1.0,0.0,1.0,1.0,0.0072,0
132,13,1.0,0.0,1.0,1.0,0.0072,1
133,13,1.0,0.75,0.5333,1.0,0.0072,1
134,13,1.0,0.0606,1.0,1.0,0.0072,0
141,13,1.0,0.0784,1.0,1.0,0.0072,0
143,13,1.0,0.0,1.0,1.0,0.0072,0
147,13,1.0,0.1667,1.0,1.0,0.0072,0
152,13,0.0,0.0,0.3333,1.0,0.0072,1
154,13,1.0,0.0,1.0,1.0,0.0072,1
155,13,1.0,0.0,1.0,1.0,0.0072,0
160,13,1.0,0.0,1.0,1.0,0.0072,0
162,13,1.0,0.0,1.0,1.0,0.0072,0
165,13,1.0,0.0,1.0,1.0,0.0072,0
171,13,1.0,0.0,1.0,1.0,0.0072,0
172,13,1.0,0.75,1.0,1.0,0.0072,0
179,13,1.0,0.3,0.5,1.0,0.0072,0
180,13,1.0,0.0595,0.8571,1.0,0.0072,1
186,13,1.0,0.0,1.0,1.0,0.0072,0
188,13,1.0,0.2667,1.0,1.0,0.0072,0
189,13,1.0,0.0,0.75,1.0,0.0072,0
193,13,0.67645,0.6471,0.5944999999999999,1.0,0.0072,1
194,13,1.0,0.0292,1.0,1.0,0.0072,0
195,13,1.0,1.0,1.0,1.0,0.0072,1
197,13,0.0,0.0,1.0,1.0,0.0072,1
198,13,1.0,0.0,1.0,1.0,0.0072,0
239,13,1.0,0.0,1.0,1.0,0.0072,0
240,13,1.0,0.0,1.0,1.0,0.0072,0
250,13,1.0,0.3333,1.0,1.0,0.0072,0
251,13,1.0,0.0,1.0,1.0,0.0072,0
252,13,1.0,0.8,1.0,1.0,0.0072,0
257,13,0.0,0.0,1.0,1.0,0.0072,1
258,13,1.0,0.1,1.0,1.0,0.0072,0
261,13,1.0,0.0,1.0,1.0,0.0072,0
263,13,1.0,0.0,1.0,1.0,0.0072,0
269,13,1.0,0.0,1.0,1.0,0.0072,0
273,13,1.0,0.0,1.0,1.0,0.0072,0
274,13,0.11109999999999999,0.3099,1.0,1.0,0.0072,1
284,13,1.0,0.3571,0.2857,1.0,0.0072,0
285,13,1.0,0.0,1.0,1.0,0.0072,0
296,13,1.0,1.0,1.0,1.0,0.0072,1
307,13,1.0,0.0,1.0,1.0,0.0072,0
308,13,1.0,0.0,1.0,1.0,0.0072,0
309,13,1.0,0.0,0.7143,1.0,0.0072,0
318,13,1.0,0.0,1.0,1.0,0.0072,0
319,13,1.0,0.15,1.0,1.0,0.0072,0
320,13,1.0,0.0833,1.0,1.0,0.0072,0
1,14,1.0,0.34,0.41000000000000003,1.0,0.004,0
3,14,1.0,0.0,1.0,1.0,0.004,1
6,14,1.0,0.0,1.0,1.0,0.004,0
12,14,0.1,0.8,1.0,1.0,0.004,1
14,14,1.0,0.4444,1.0,1.0,0.004,0
21,14,1.0,0.0,1.0,1.0,0.004,0
25,14,1.0,0.3571,1.0,1.0,0.004,0
27,14,0.0,0.0,1.0,1.0,0.004,1
28,14,1.0,0.0,1.0,1.0,0.004,0
30,14,0.3333,0.2083,1.0,1.0,0.004,0
36,14,1.0,0.0,1.0,1.0,0.004,0
38,14,1.0,0.0,1.0,1.0,0.004,0
41,14,0.0,0.0,1.0,1.0,0.004,1
42,14,1.0,0.0,1.0,1.0,0.004,0
44,14,1.0,0.0,1.0,1.0,0.004,0
60,14,1.0,0.0,0.9333,1.0,0.004,0
67,14,1.0,0.0,1.0,1.0,0.004,0
70,14,1.0,0.0,1.0,1.0,0.004,0
75,14,1.0,0.1143,0.7143,1.0,0.004,0
76,14,1.0,0.0,1.0,1.0,0.004,0
77,14,1.0,0.6667,1.0,1.0,0.004,1
87,14,1.0,0.0,0.4615,1.0,0.004,0
105,14,1.0,0.0,1.0,1.0,0.004,0
108,14,1.0,0.0,1.0,1.0,0.004,0
110,14,1.0,0.0,1.0,1.0,0.004,1
111,14,1.0,0.127,0.7778,1.0,0.004,0
