node_id,cycle_id,FFc,dFF,DelayInfl,tau,lambda_t_norm,is_attacker,rho_recv,node_pdr,sum_abs_ff_deviation_normalized
85,16,1.0,0.0,0.4402054668115734,1.0,0.0076,0,0.125,100.0,0.0
86,16,1.0,0.1667,0.38718122227462565,1.0,0.0076,0,0.3333,100.0,0.1667
90,16,1.0,0.0,0.5113088769044641,1.0,0.0076,0,1.0,100.0,0.0
93,16,1.0,0.3571,0.43431008673898336,1.0,0.0076,0,1.0,100.0,0.3571
95,16,1.0,0.0,0.48274191563967445,1.0,0.0076,0,1.0,100.0,0.0
102,16,1.0,0.0,0.33588287161400127,1.0,0.0076,0,1.0,100.0,0.0
107,16,1.0,0.0,0.35249246416634206,1.0,0.0076,1,1.0,100.0,0.0
108,16,1.0,0.8235,0.2815428465970841,1.0,0.0076,0,1.0,100.0,0.8235
111,16,1.0,0.8571,0.3639756392642566,1.0,0.0076,0,1.0,100.0,0.8571
115,16,1.0,0.225,0.3921504295937827,1.0,0.0076,0,1.0,100.0,0.225
118,16,1.0,0.0,0.42959378268091136,1.0,0.0076,0,1.0,100.0,0.0
119,16,1.0,0.04,0.38122603399840055,1.0,0.0076,1,1.0,100.0,0.04
122,16,1.0,0.0,0.4125740767322165,1.0,0.0076,0,1.0,100.0,0.0
123,16,1.0,0.0,0.3885824430455021,1.0,0.0076,0,1.0,100.0,0.0
124,16,1.0,0.0,0.3783296081366498,1.0,0.0076,1,1.0,100.0,0.0
133,16,1.0,0.0,0.3270654335923883,1.0,0.0076,0,1.0,100.0,0.0
134,16,1.0,0.2895,0.5284311112022475,1.0,0.0076,0,1.0,100.0,0.2895
143,16,1.0,0.0,0.5069001578936576,1.0,0.0076,0,1.0,100.0,0.0
144,16,1.0,0.7647,0.339163778784834,1.0,0.0076,0,1.0,100.0,0.7647
147,16,1.0,0.0508,0.38748880732189117,1.0,0.0076,0,0.7778,100.0,0.0508
150,16,1.0,0.0508,0.4643508930219206,1.0,0.0076,0,0.7778,100.0,0.0508
152,16,1.0,0.0,0.4537904730658027,1.0,0.0076,1,1.0,100.0,0.0
154,16,1.0,0.0,0.34859638690097816,1.0,0.0076,0,1.0,100.0,0.0
155,16,1.0,0.0,0.3063547070765067,1.0,0.0076,0,1.0,100.0,0.0
161,16,1.0,0.0667,0.7177497077942051,1.0,0.0076,0,1.0,100.0,0.0667
163,16,1.0,0.0,0.36776918818053195,1.0,0.0076,0,1.0,100.0,0.0
172,16,1.0,0.0,0.35040088584493617,1.0,0.0076,1,0.5714,100.0,0.0
176,16,1.0,0.0,0.3559784280353518,1.0,0.0076,0,1.0,100.0,0.0
177,16,1.0,0.0,0.4010088789550311,1.0,0.0076,0,0.2727,100.0,0.0
186,16,1.0,0.0,0.4049869788996658,1.0,0.0076,0,1.0,100.0,0.0
187,16,1.0,0.0,0.3309615108577522,1.0,0.0076,0,1.0,100.0,0.0
188,16,1.0,0.0,0.6081981667931183,1.0,0.0076,0,1.0,100.0,0.0
194,16,1.0,0.7692,0.6970902454528677,1.0,0.0076,0,1.0,100.0,0.7692
195,16,1.0,0.0833,0.348835619715518,1.0,0.0076,0,0.6667,100.0,0.0833
196,16,0.6,0.1333,1.232254051578595,1.0,0.0076,0,0.8,60.0,0.1333
197,16,1.0,0.7143,0.4207079924265726,1.0,0.0076,0,1.0,100.0,0.7143
199,16,1.0,0.0,0.6231673057600428,1.0,0.0076,0,1.0,100.0,0.0
239,16,1.0,0.1778,0.3916582935181578,1.0,0.0076,0,0.5556,100.0,0.1778
247,16,1.0,0.8571,0.3888900280927677,1.0,0.0076,1,1.0,100.0,0.8571
248,16,1.0,0.7273,0.43615559702257684,1.0,0.0076,0,1.0,100.0,0.7273
249,16,1.0,0.375,0.41585498390304926,1.0,0.0076,0,1.0,100.0,0.375
250,16,1.0,0.5263,0.3927861053581316,1.0,0.0076,0,1.0,100.0,0.5263
251,16,0.3333,0.0606,0.40478192220148873,1.0,0.0076,1,1.0,33.33,0.0606
258,16,1.0,0.0,0.9706358808210471,1.0,0.0076,0,1.0,100.0,0.0
281,16,1.0,1.0,0.43923144749523246,1.0,0.0076,1,1.0,100.0,1.0
284,16,1.0,0.6667,1.258432956712531,1.0,0.0076,0,1.0,100.0,0.6667
285,16,1.0,0.25,0.38950519818729884,1.0,0.0076,0,1.0,100.0,0.25
292,16,1.0,0.5385,0.3347550597740276,1.0,0.0076,0,1.0,100.0,0.5385
293,16,1.0,0.2172,0.3890408050767214,1.0,0.0076,0,1.0,100.0,0.2172
294,16,1.0,0.0,0.40603638670798364,1.0,0.0076,0,1.0,100.0,0.0
295,16,1.0,0.3792,0.38285367154018085,1.0,0.0076,0,1.0,100.0,0.3792
296,16,1.0,0.0,0.396989767670761,1.0,0.0076,0,1.0,100.0,0.0
297,16,1.0,0.0,0.3193416312943863,1.0,0.0076,0,1.0,100.0,0.0
298,16,1.0,0.25,0.34582812147558806,1.0,0.0076,0,1.0,100.0,0.25
307,16,1.0,1.0,0.3725880205876926,1.0,0.0076,1,0.4545,100.0,1.0
308,16,1.0,0.3333,0.28564398056062507,1.0,0.0076,0,1.0,100.0,0.3333
309,16,1.0,0.0,0.43143929296450473,1.0,0.0076,1,1.0,100.0,0.0
1,17,1.0,0.0,0.33224311522135874,1.0,0.0044,0,1.0,100.0,0.0
6,17,1.0,0.5385,0.4550208132548651,1.0,0.0044,0,1.0,100.0,0.5385
12,17,1.0,0.0,0.382157333169288,1.0,0.0044,0,1.0,100.0,0.0
30,17,1.0,0.0,0.39588246150060485,1.0,0.0044,0,0.6667,100.0,0.0
41,17,1.0,0.0,0.4853692045850678,1.0,0.0044,0,1.0,100.0,0.0
63,17,1.0,0.0,0.394836672339902,1.0,0.0044,0,1.0,100.0,0.0
108,17,1.0,0.0,0.3707425103040991,1.0,0.0044,0,1.0,100.0,0.0
122,17,1.0,0.0,0.3514671806754568,1.0,0.0044,0,1.0,100.0,0.0
123,17,1.0,0.0,0.3270654335923883,1.0,0.0044,0,1.0,100.0,0.0
130,17,1.0,0.0,0.4367707671171079,1.0,0.0044,0,1.0,100.0,0.0
134,17,1.0,0.0,0.2926159082986446,1.0,0.0044,0,1.0,100.0,0.0
141,17,1.0,0.7308,0.39094059507453816,1.0,0.0044,0,1.0,100.0,0.7308
143,17,1.0,0.0,0.2786720528226055,1.0,0.0044,0,1.0,100.0,0.0
152,17,1.0,0.8333,0.4632230811819468,1.0,0.0044,0,1.0,100.0,0.8333
155,17,1.0,0.0,0.41503475711034105,1.0,0.0044,0,1.0,100.0,0.0
193,17,1.0,0.0,0.3844813090819612,1.0,0.0044,0,1.0,100.0,0.0
195,17,1.0,0.0,0.4357454836262227,1.0,0.0044,0,1.0,100.0,0.0
197,17,1.0,0.0,0.27877458117169396,1.0,0.0044,0,1.0,100.0,0.0
239,17,1.0,0.0,0.4302089527754424,1.0,0.0044,0,1.0,100.0,0.0
240,17,1.0,0.0,0.3582340517152993,1.0,0.0044,0,1.0,100.0,0.0
251,17,1.0,0.8,0.3697172268132139,1.0,0.0044,0,1.0,100.0,0.8
3,18,1.0,0.75,0.3438800828429061,1.0,0.0016,0,1.0,100.0,0.75
6,18,0.1,0.1,0.37012734020956795,1.0,0.0016,1,1.0,10.0,0.1
20,18,1.0,0.0,0.39437135137096174,1.0,0.0016,0,0.7692,100.0,0.0
21,18,1.0,0.875,0.38878749974367915,1.0,0.0016,1,1.0,100.0,0.875
26,18,1.0,0.25,0.36899952836959427,1.0,0.0016,0,1.0,100.0,0.25
27,18,1.0,0.0,0.26780404781922207,1.0,0.0016,0,1.0,100.0,0.0
30,18,1.0,0.0,0.41688026739393447,1.0,0.0016,0,1.0,100.0,0.0
34,18,1.0,0.0,0.30081817622572643,1.0,0.0016,0,1.0,100.0,0.0
41,18,1.0,0.0,0.4613775708983534,1.0,0.0016,0,1.0,100.0,0.0
59,18,1.0,0.1219,0.38886952242295,1.0,0.0016,0,0.4667,100.0,0.1219
61,18,1.0,0.0,0.4294912543318228,1.0,0.0016,0,1.0,100.0,0.0
63,18,1.0,0.16665,0.41880780035679865,1.0,0.0016,0,1.0,100.0,0.16665
68,18,1.0,0.0,0.3133778989890705,1.0,0.0016,0,1.0,100.0,0.0
71,18,1.0,0.3571,0.31117353948366727,1.0,0.0016,1,1.0,100.0,0.3571
75,18,0.3333,0.2083,0.4328746898517441,1.0,0.0016,1,1.0,33.33,0.2083
77,18,1.0,0.5385,0.3372157401521521,1.0,0.0016,0,1.0,100.0,0.5385
84,18,1.0,0.5714,0.35700371152623706,1.0,0.0016,0,1.0,100.0,0.5714
108,18,1.0,0.8333,0.3184530522689524,1.0,0.0016,0,1.0,100.0,0.8333
109,18,1.0,0.0,0.45050956589497,1.0,0.0016,0,1.0,100.0,0.0
112,18,1.0,0.875,0.43343859577173094,1.0,0.0016,1,1.0,100.0,0.875
118,18,1.0,0.0,0.4250825353210163,1.0,0.0016,0,1.0,100.0,0.0
122,18,1.0,0.0,0.3727930772858696,1.0,0.0016,0,1.0,100.0,0.0
123,18,1.0,0.0,0.43143929296450473,1.0,0.0016,0,1.0,100.0,0.0
129,18,1.0,0.1897,0.3479277237547487,1.0,0.0016,0,0.4783,100.0,0.1897
132,18,1.0,0.0,0.3943240305944594,1.0,0.0016,0,1.0,100.0,0.0
134,18,1.0,0.9167,0.5009535136465233,1.0,0.0016,0,1.0,100.0,0.9167
135,18,1.0,0.1442,0.3659788854695247,1.0,0.0016,0,0.6154,100.0,0.1442
136,18,1.0,0.0972,0.40890584024260485,1.0,0.0016,0,0.6667,100.0,0.0972
139,18,1.0,0.8333,0.343469969446552,1.0,0.0016,0,1.0,100.0,0.8333
141,18,1.0,0.36365,0.4081259237409913,1.0,0.0016,0,1.0,100.0,0.36365
143,18,1.0,0.0,0.5493468944163061,1.0,0.0016,0,1.0,100.0,0.0
161,18,1.0,0.0,0.4315418213135932,1.0,0.0016,0,1.0,100.0,0.0
162,18,1.0,0.0,0.3617200155843091,1.0,0.0016,1,1.0,100.0,0.0
165,18,1.0,0.0898,0.4187860884711094,1.0,0.0016,0,0.6471,100.0,0.0898
166,18,1.0,0.8571,0.34018906227571927,1.0,0.0016,0,1.0,100.0,0.8571
167,18,1.0,0.0,0.4265179322082556,1.0,0.0016,0,1.0,100.0,0.0
174,18,1.0,0.2182,0.38587942293316835,1.0,0.0016,0,0.4545,100.0,0.2182
188,18,1.0,0.0,0.5077203846863658,1.0,0.0016,0,1.0,100.0,0.0
193,18,1.0,0.8,0.38796727295097094,1.0,0.0016,0,1.0,100.0,0.8
194,18,1.0,0.8462,0.34152193081387006,1.0,0.0016,0,1.0,100.0,0.8462
195,18,1.0,0.0,0.3410092890684275,1.0,0.0016,0,1.0,100.0,0.0
239,18,1.0,0.0,0.472655689298091,1.0,0.0016,0,1.0,100.0,0.0
247,18,1.0,0.75,0.36970145322104647,1.0,0.0016,1,0.9231,100.0,0.75
250,18,1.0,0.0,0.7531732524042899,1.0,0.0016,0,1.0,100.0,0.0
251,18,1.0,0.0,0.31906822236348353,1.0,0.0016,0,1.0,100.0,0.0
256,18,1.0,0.1667,0.35341521930813874,1.0,0.0016,0,1.0,100.0,0.1667
257,18,1.0,0.0,0.3816105153074825,1.0,0.0016,0,1.0,100.0,0.0
261,18,1.0,0.9091,0.29774232575307075,1.0,0.0016,0,1.0,100.0,0.9091
268,18,1.0,0.075,0.45907068304386167,1.0,0.0016,0,1.0,100.0,0.075
269,18,1.0,0.6667,0.46650398835277956,1.0,0.0016,0,1.0,100.0,0.6667
1,19,0.16665,0.83335,0.48967539524678577,1.0,0.0076,1,0.53335,16.665,0.83335
4,19,1.0,0.6,0.49541698279574303,1.0,0.0076,0,1.0,100.0,0.6
5,19,1.0,0.05455,0.3898127832345644,1.0,0.0076,0,1.0,100.0,0.05455
13,19,1.0,0.0,0.33526770151947016,1.0,0.0076,1,1.0,100.0,0.0
23,19,1.0,1.0,0.5550884819652634,1.0,0.0076,1,1.0,100.0,1.0
27,19,1.0,0.0,0.5290462812967787,1.0,0.0076,0,1.0,100.0,0.0
30,19,1.0,0.0,0.6548827417447591,1.0,0.0076,0,1.0,100.0,0.0
31,19,1.0,0.0,0.28830971763692664,1.0,0.0076,0,1.0,100.0,0.0
38,19,1.0,0.0,1.5627370968072674,1.0,0.0076,0,1.0,100.0,0.0
41,19,1.0,0.0,0.4687596120327271,1.0,0.0076,0,1.0,100.0,0.0
42,19,1.0,0.0,0.44128201447700294,1.0,0.0076,0,1.0,100.0,0.0
44,19,1.0,0.0,0.3952809618526189,1.0,0.0076,0,1.0,100.0,0.0
46,19,1.0,0.35,0.39237599196177747,1.0,0.0076,1,1.0,100.0,0.35
52,19,1.0,0.0,0.7140074230524741,1.0,0.0076,0,1.0,100.0,0.0
64,19,1.0,0.0,0.5368384358275063,1.0,0.0076,0,1.0,100.0,0.0
67,19,1.0,0.0,0.34582812147558806,1.0,0.0076,0,1.0,100.0,0.0
70,19,1.0,0.0,0.31496708839994264,1.0,0.0076,1,1.0,100.0,0.0
73,19,1.0,0.0,0.6565915475629011,1.0,0.0076,0,1.0,100.0,0.0
75,19,1.0,0.0,0.3953493140853446,1.0,0.0076,0,1.0,100.0,0.0
77,19,1.0,0.0,0.6367694000724533,1.0,0.0076,0,1.0,100.0,0.0
79,19,1.0,0.0,0.5465639820839034,1.0,0.0076,0,1.0,100.0,0.0
84,19,1.0,0.0,0.41503475711034105,1.0,0.0076,0,1.0,100.0,0.0
86,19,1.0,0.0,0.8161256587446429,1.0,0.0076,0,1.0,100.0,0.0
94,19,1.0,0.0,1.465232636824082,1.0,0.0076,1,1.0,100.0,0.0
108,19,1.0,0.2,0.34027108495499014,1.0,0.0076,0,1.0,100.0,0.2
109,19,1.0,0.1905,0.5159910048461733,1.0,0.0076,0,1.0,100.0,0.1905
110,19,1.0,0.0,0.46578628990915993,1.0,0.0076,0,1.0,100.0,0.0
111,19,1.0,0.0,0.4643850691382835,1.0,0.0076,0,1.0,100.0,0.0
112,19,1.0,0.64935,0.5472450632599916,1.0,0.0076,1,1.0,100.0,0.64935
118,19,1.0,0.0,0.431695613837226,1.0,0.0076,0,1.0,100.0,0.0
121,19,1.0,0.0667,0.6271864170443128,1.0,0.0076,1,1.0,100.0,0.0667
122,19,1.0,0.0,0.34398261119199464,1.0,0.0076,0,1.0,100.0,0.0
123,19,1.0,0.0,0.3680767732277975,1.0,0.0076,0,1.0,100.0,0.0
125,19,1.0,0.0,0.42856849919002604,1.0,0.0076,0,1.0,100.0,0.0
127,19,1.0,0.0,0.8901511267865566,1.0,0.0076,0,1.0,100.0,0.0
129,19,1.0,0.0,0.30799516066192306,1.0,0.0076,0,1.0,100.0,0.0
130,19,1.0,0.13185,0.4965447946357168,1.0,0.0076,0,1.0,100.0,0.13185
134,19,1.0,0.0,0.32368199807246706,1.0,0.0076,0,1.0,100.0,0.0
139,19,1.0,0.1488,0.9525139951196507,1.0,0.0076,0,1.0,100.0,0.1488
140,19,1.0,0.0,0.35331269095905016,1.0,0.0076,0,1.0,100.0,0.0
141,19,1.0,0.2333,0.38468636578013826,1.0,0.0076,0,1.0,100.0,0.2333
143,19,1.0,0.0,0.5551568341979891,1.0,0.0076,0,1.0,100.0,0.0
152,19,1.0,0.0,0.9338282034982675,1.0,0.0076,0,1.0,100.0,0.0
154,19,1.0,0.0,0.3586441651116534,1.0,0.0076,0,1.0,100.0,0.0
155,19,0.5,0.5,0.42754321569914083,1.0,0.0076,1,1.0,50.0,0.5
162,19,1.0,0.0,0.36571862119876153,1.0,0.0076,1,1.0,100.0,0.0
166,19,1.0,0.1422,0.4637972399368426,1.0,0.0076,0,1.0,100.0,0.1422
168,19,0.75,0.0,0.43998332205521495,1.0,0.0076,0,1.0,75.0,0.0
176,19,1.0,0.0,0.6465437693522259,1.0,0.0076,0,1.0,100.0,0.0
179,19,1.0,0.0,0.7417926056554638,1.0,0.0076,0,1.0,100.0,0.0
180,19,1.0,0.3,0.35761888162076816,1.0,0.0076,0,1.0,100.0,0.3
184,19,1.0,0.0,0.3590542785080075,1.0,0.0076,0,1.0,100.0,0.0
188,19,1.0,0.0,0.4039616954087806,1.0,0.0076,0,1.0,100.0,0.0
189,19,1.0,0.0,0.611068960567597,1.0,0.0076,0,1.0,100.0,0.0
193,19,1.0,0.3571,0.37627904115487937,1.0,0.0076,0,1.0,100.0,0.3571
194,19,1.0,0.0446,0.43734492587200363,1.0,0.0076,0,1.0,100.0,0.0446
195,19,1.0,0.0,0.5263805442204771,1.0,0.0076,0,1.0,100.0,0.0
196,19,1.0,0.0,0.8050525970430825,1.0,0.0076,0,1.0,100.0,0.0
198,19,1.0,0.16665,0.4716304058072058,1.0,0.0076,0,1.0,100.0,0.16665
239,19,1.0,0.0,0.3634971736351768,1.0,0.0076,0,1.0,100.0,0.0
240,19,1.0,0.0,0.5723132446121354,1.0,0.0076,0,1.0,100.0,0.0
250,19,1.0,0.0,0.33583160743945706,1.0,0.0076,0,1.0,100.0,0.0
251,19,1.0,0.0,0.569784212001285,1.0,0.0076,0,1.0,100.0,0.0
258,19,0.125,0.1827,0.37299813398404663,1.0,0.0076,1,1.0,12.5,0.1827
259,19,1.0,0.1298,0.6368445875284517,1.0,0.0076,0,1.0,100.0,0.1298
261,19,1.0,0.43095,0.8557016014928128,1.0,0.0076,0,1.0,100.0,0.43095
262,19,1.0,0.75,0.8004729974504617,1.0,0.0076,0,1.0,100.0,0.75
263,19,1.0,0.0,0.3677350120641691,1.0,0.0076,1,1.0,100.0,0.0
295,19,1.0,0.0,0.9256259355711856,1.0,0.0076,0,1.0,100.0,0.0
296,19,1.0,0.0,0.3973998810671151,1.0,0.0076,0,1.0,100.0,0.0
297,19,1.0,0.0,0.5519101031435192,1.0,0.0076,0,1.0,100.0,0.0
2,20,1.0,0.0,0.30820021736010006,1.0,0.0024,0,1.0,100.0,0.0
4,20,1.0,0.0,0.5944251918988935,1.0,0.0024,0,0.375,100.0,0.0
9,20,1.0,0.875,0.40560214899419694,1.0,0.0024,0,1.0,100.0,0.875
11,20,1.0,0.0,0.23437980601636355,1.0,0.0024,0,1.0,100.0,0.0
12,20,1.0,0.0,0.46035228740746825,1.0,0.0024,0,1.0,100.0,0.0
13,20,1.0,0.0,0.2708798982918777,1.0,0.0024,1,1.0,100.0,0.0
23,20,1.0,1.0,0.42077634465929836,1.0,0.0024,1,1.0,100.0,1.0
30,20,1.0,0.0,0.4402567309861177,1.0,0.0024,0,1.0,100.0,0.0
31,20,1.0,0.0,0.3877348753597037,1.0,0.0024,0,0.1333,100.0,0.0
36,20,1.0,0.0,0.33660057005762095,1.0,0.0024,0,0.5,100.0,0.0
45,20,1.0,0.0,0.2688293313101073,1.0,0.0024,1,1.0,100.0,0.0
52,20,1.0,0.0,0.38516483140921803,1.0,0.0024,0,0.3333,100.0,0.0
58,20,1.0,0.0,0.4211864580556524,1.0,0.0024,0,1.0,100.0,0.0
69,20,1.0,0.0,0.3461357065228536,1.0,0.0024,1,1.0,100.0,0.0
73,20,1.0,0.0,0.42856849919002604,1.0,0.0024,0,1.0,100.0,0.0
77,20,1.0,0.0,0.37084503865318763,1.0,0.0024,0,1.0,100.0,0.0
83,20,1.0,0.6,0.24955400168146497,1.0,0.0024,0,1.0,100.0,0.6
86,20,1.0,0.0,0.34301428789504745,1.0,0.0024,0,0.2222,100.0,0.0
91,20,1.0,0.0,0.29200073820411343,1.0,0.0024,0,1.0,100.0,0.0
92,20,1.0,0.0,0.4564562101421043,1.0,0.0024,1,0.25,100.0,0.0
101,20,1.0,0.0,0.39678471097258394,1.0,0.0024,0,1.0,100.0,0.0
109,20,1.0,0.4,0.3644882810096992,1.0,0.0024,0,1.0,100.0,0.4
112,20,1.0,0.75,0.3510058031045584,1.0,0.0024,1,1.0,100.0,0.75
118,20,1.0,0.0,0.3945290872926364,1.0,0.0024,0,1.0,100.0,0.0
127,20,1.0,0.0,0.3127114647199951,1.0,0.0024,0,1.0,100.0,0.0
132,20,1.0,0.0,0.26944450140463844,1.0,0.0024,0,1.0,100.0,0.0
133,20,1.0,0.0,0.4309522833063343,1.0,0.0024,0,0.5,100.0,0.0
134,20,1.0,0.33335,0.35987450530071563,1.0,0.0024,0,1.0,100.0,0.33335
142,20,1.0,0.0833,0.35295384173724037,1.0,0.0024,0,1.0,100.0,0.0833
152,20,1.0,0.0,0.43431008673898336,1.0,0.0024,0,1.0,100.0,0.0
158,20,1.0,1.0,0.3305513974613981,1.0,0.0024,1,1.0,100.0,1.0
168,20,1.0,0.0,0.46996261132869904,1.0,0.0024,0,0.1333,100.0,0.0
171,20,1.0,0.0,0.8733364775360388,1.0,0.0024,1,1.0,100.0,0.0
172,20,1.0,1.0,0.41141208877587987,1.0,0.0024,1,0.4444,100.0,1.0
177,20,1.0,0.0,0.47228658724137224,1.0,0.0024,0,0.4,100.0,0.0
180,20,1.0,0.0,0.4254926487173704,1.0,0.0024,0,1.0,100.0,0.0
189,20,1.0,0.0,0.3935038038017512,1.0,0.0024,0,1.0,100.0,0.0
193,20,1.0,0.0,0.5286361679004246,1.0,0.0024,0,1.0,100.0,0.0
196,20,1.0,0.0,0.40344905366333794,1.0,0.0024,0,1.0,100.0,0.0
197,20,1.0,0.0,0.4713228207599402,1.0,0.0024,0,1.0,100.0,0.0
198,20,1.0,0.0,0.4706051223163205,1.0,0.0024,0,1.0,100.0,0.0
239,20,1.0,0.0,0.3184530522689524,1.0,0.0024,0,1.0,100.0,0.0
250,20,1.0,0.0,0.4227243832919803,1.0,0.0024,0,1.0,100.0,0.0
251,20,1.0,0.0,0.3010232329239035,1.0,0.0024,0,1.0,100.0,0.0
259,20,1.0,0.0,0.39411897389628237,1.0,0.0024,0,1.0,100.0,0.0
261,20,1.0,0.8571,0.9141427604732709,1.0,0.0024,0,1.0,100.0,0.8571
271,20,1.0,0.0,0.29671704226218554,1.0,0.0024,1,1.0,100.0,0.0
272,20,0.0556,0.5159,0.3057395369819756,1.0,0.0024,1,0.7778,5.56,0.5159
273,20,1.0,0.9667,0.450906008844779,1.0,0.0024,1,0.1333,106.67,0.9667
274,20,1.0,0.0,0.47679783460126735,1.0,0.0024,0,0.1333,100.0,0.0
285,20,1.0,0.1833,0.38351070737725645,1.0,0.0024,0,0.2667,100.0,0.1833
295,20,1.0,0.4286,0.5257653741259459,1.0,0.0024,0,1.0,100.0,0.4286
296,20,1.0,0.1504,0.44508159447263645,1.0,0.0024,0,0.3684,100.0,0.1504
307,20,1.0,0.9,0.4021389692027624,1.0,0.0024,1,1.0,100.0,0.9
308,20,1.0,0.0,0.5590870875797158,1.0,0.0024,0,1.0,100.0,0.0
317,20,1.0,0.0,0.39405745688682925,1.0,0.0024,0,1.0,100.0,0.0
319,20,1.0,0.0417,0.6809163983841533,1.0,0.0024,0,1.0,100.0,0.0417
3,21,1.0,0.1667,0.5655463735722926,1.0,0.0044,0,1.0,100.0,0.1667
6,21,1.0,0.8889,0.3227592429306704,1.0,0.0044,0,1.0,100.0,0.8889
9,21,1.0,0.0833,0.4377960506079931,1.0,0.0044,0,1.0,100.0,0.0833
11,21,1.0,0.0667,0.39049630556182124,1.0,0.0044,0,1.0,100.0,0.0667
13,21,1.0,0.0,0.388377386347325,1.0,0.0044,1,1.0,100.0,0.0
17,21,1.0,0.0,0.32291303545430317,1.0,0.0044,0,0.25,100.0,0.0
30,21,1.0,0.0,0.3416244591629586,1.0,0.0044,0,1.0,100.0,0.0
34,21,1.0,0.0,0.34818627350462406,1.0,0.0044,0,1.0,100.0,0.0
38,21,1.0,0.0,0.3711526237004532,1.0,0.0044,0,1.0,100.0,0.0
45,21,1.0,0.0,0.3982457399470954,1.0,0.0044,1,1.0,100.0,0.0
46,21,1.0,0.875,0.35987450530071563,1.0,0.0044,1,1.0,100.0,0.875
47,21,1.0,1.0,0.2842085836733857,1.0,0.0044,1,1.0,100.0,1.0
48,21,1.0,0.0,0.4149664048776154,1.0,0.0044,0,0.5556,100.0,0.0
52,21,1.0,0.0,0.35544528062009145,1.0,0.0044,0,1.0,100.0,0.0
55,21,1.0,0.0,0.36069473209342384,1.0,0.0044,0,1.0,100.0,0.0
67,21,1.0,0.0,0.34223962925748974,1.0,0.0044,0,1.0,100.0,0.0
79,21,1.0,0.0,0.5984579736297087,1.0,0.0044,0,1.0,100.0,0.0
80,21,1.0,0.0,0.4375909939098161,1.0,0.0044,1,1.0,100.0,0.0
81,21,1.0,1.0,0.42955277134127595,1.0,0.0044,1,1.0,100.0,1.0
82,21,0.2,0.8,0.40908811286320673,1.0,0.0044,1,0.4,20.0,0.8
83,21,1.0,0.0,0.39830798930189915,1.0,0.0044,0,1.0,100.0,0.0
88,21,1.0,0.0,0.41616256895031484,1.0,0.0044,0,1.0,100.0,0.0
90,21,1.0,0.1667,0.38068776016568584,1.0,0.0044,0,1.0,100.0,0.1667
91,21,1.0,0.0,0.35515820124264363,1.0,0.0044,0,1.0,100.0,0.0
92,21,1.0,0.8,0.6257305144872558,1.0,0.0044,1,1.0,100.0,0.8
96,21,1.0,0.0357,0.5093266621554193,1.0,0.0044,0,1.0,100.0,0.0357
101,21,1.0,0.0,0.36935837759140405,1.0,0.0044,0,1.0,100.0,0.0
102,21,1.0,0.0,0.4077894204414188,1.0,0.0044,0,0.6667,100.0,0.0
107,21,1.0,0.0,0.28523386716427096,1.0,0.0044,1,1.0,100.0,0.0
108,21,0.5,0.9,0.3912481801218037,1.0,0.0044,0,1.0,50.0,0.9
109,21,1.0,0.7014,0.3518772940718109,1.0,0.0044,0,1.0,100.0,0.7014
111,21,1.0,0.0,0.3816105153074825,1.0,0.0044,0,1.0,100.0,0.0
112,21,1.0,0.0,0.3615833111188577,1.0,0.0044,1,1.0,100.0,0.0
113,21,1.0,0.6,0.439128919146144,1.0,0.0044,0,1.0,100.0,0.6
119,21,1.0,0.0,0.6019097613823557,1.0,0.0044,1,1.0,100.0,0.0
122,21,1.0,0.0,0.2686242746119302,1.0,0.0044,0,1.0,100.0,0.0
123,21,1.0,0.0,0.49521192609756604,1.0,0.0044,0,1.0,100.0,0.0
130,21,1.0,0.6,0.4538930014148912,1.0,0.0044,0,1.0,100.0,0.6
132,21,1.0,0.0,0.43348985994627515,1.0,0.0044,0,1.0,100.0,0.0
134,21,1.0,0.8571,0.2915906248077594,1.0,0.0044,0,1.0,100.0,0.8571
141,21,1.0,0.625,0.32686037689421127,1.0,0.0044,0,1.0,100.0,0.625
144,21,1.0,0.0347,0.40170607172883305,1.0,0.0044,0,1.0,100.0,0.0347
150,21,1.0,0.0,0.5034141940246478,1.0,0.0044,0,1.0,100.0,0.0
153,21,1.0,0.75,0.5567289355506798,1.0,0.0044,0,1.0,100.0,0.75
154,21,1.0,0.0,0.39022289663091847,1.0,0.0044,0,1.0,100.0,0.0
155,21,1.0,0.0,0.3342424180285849,1.0,0.0044,0,1.0,100.0,0.0
160,21,1.0,0.0,0.3505444255336601,1.0,0.0044,0,1.0,100.0,0.0
171,21,1.0,0.0,0.3462040587555793,1.0,0.0044,1,1.0,100.0,0.0
172,21,1.0,1.0,0.30963561424733943,1.0,0.0044,1,1.0,100.0,1.0
176,21,1.0,0.0278,0.37151147292226305,1.0,0.0044,0,1.0,100.0,0.0278
177,21,1.0,0.0,0.42385219513195405,1.0,0.0044,0,1.0,100.0,0.0
179,21,1.0,0.0833,0.42475444460393297,1.0,0.0044,0,1.0,100.0,0.0833
186,21,1.0,0.0342,0.36236673286317517,1.0,0.0044,0,1.0,100.0,0.0342
193,21,0.75,0.3214,0.8647240962126028,1.0,0.0044,0,1.0,75.0,0.3214
194,21,1.0,0.75,0.34511042303196837,1.0,0.0044,0,1.0,100.0,0.75
199,21,1.0,0.4364,0.3825947874587324,1.0,0.0044,0,1.0,100.0,0.4364
