cycle,flow_id,node,planned_inbound_by_subflow,planned_inbound_by_mainflow
47,1,1,5,5
47,1,3,1,1
47,1,6,2,2
47,1,12,2,2
47,1,14,4,4
47,1,20,1,1
47,1,21,11,11
47,1,23,1,1
47,1,24,5,5
47,1,26,1,1
47,1,27,2,2
47,1,28,18,18
47,1,29,1,1
47,1,34,1,1
47,1,36,6,6
47,1,40,1,1
47,1,41,3,3
47,1,51,2,2
47,1,56,2,2
47,1,57,1,1
47,1,59,5,5
47,1,60,3,3
47,1,61,1,1
47,1,62,3,3
47,1,64,1,1
47,1,67,2,2
47,1,70,30,30
47,1,71,6,6
47,1,75,7,7
47,1,77,2,2
47,1,79,1,1
47,1,82,1,1
47,1,84,3,3
47,1,105,1,1
47,1,108,7,7
47,1,111,2,2
47,1,112,5,5
47,1,116,5,5
47,1,120,1,1
47,1,122,1,1
47,1,123,1,1
47,1,124,7,7
47,1,129,2,2
47,1,130,2,2
47,1,134,1,1
47,1,136,2,2
47,1,143,8,8
47,1,152,11,11
47,1,154,1,1
47,1,155,4,4
47,1,159,1,1
47,1,161,1,1
47,1,164,3,3
47,1,165,8,8
47,1,180,1,1
47,1,182,4,4
47,1,183,1,1
47,1,189,1,1
47,1,193,3,3
47,1,194,14,14
47,1,196,3,3
47,1,197,1,1
47,1,198,5,5
47,1,227,1,1
47,1,228,1,1
47,1,237,3,3
47,1,238,9,9
47,1,239,1,1
47,1,240,1,1
47,1,247,1,1
47,1,248,6,6
47,1,249,20,20
47,1,250,16,16
47,1,251,3,3
47,1,258,1,1
47,1,259,1,1
47,1,260,1,1
47,1,261,5,5
47,1,262,3,3
47,1,272,1,1
47,2,0,1,1
47,2,3,1,1
47,2,5,2,2
47,2,7,1,1
47,2,10,1,1
47,2,11,1,1
47,2,14,5,5
47,2,15,1,1
47,2,16,1,1
47,2,17,2,2
47,2,18,1,1
47,2,20,1,1
47,2,21,2,2
47,2,23,1,1
47,2,24,2,2
47,2,26,11,11
47,2,29,1,1
47,2,32,1,1
47,2,33,3,3
47,2,34,2,2
47,2,35,1,1
47,2,36,4,4
47,2,37,2,2
47,2,40,2,2
47,2,43,1,1
47,2,46,1,1
47,2,47,1,1
47,2,50,2,2
47,2,51,8,8
47,2,53,2,2
47,2,55,3,3
47,2,56,1,1
47,2,59,7,7
47,2,60,2,2
47,2,61,1,1
47,2,63,2,2
47,2,64,12,12
47,2,68,3,3
47,2,71,3,3
47,2,72,2,2
47,2,74,2,2
47,2,77,1,1
47,2,78,14,14
47,2,80,30,30
47,2,82,1,1
47,2,85,2,2
47,2,88,2,2
47,2,93,1,1
47,2,96,1,1
47,2,99,2,2
47,2,102,3,3
47,2,105,1,1
47,2,108,4,4
47,2,109,6,6
47,2,114,3,3
47,2,115,2,2
47,2,116,7,7
47,2,117,2,2
47,2,119,4,4
47,2,120,2,2
47,2,124,5,5
47,2,128,1,1
47,2,129,1,1
47,2,131,3,3
47,2,134,1,1
47,2,135,2,2
47,2,136,1,1
47,2,141,1,1
47,2,145,2,2
47,2,146,1,1
47,2,148,2,2
47,2,149,1,1
47,2,151,1,1
47,2,153,1,1
47,2,156,2,2
47,2,159,1,1
47,2,162,1,1
47,2,163,5,5
47,2,164,4,4
47,2,165,8,8
47,2,166,5,5
47,2,169,2,2
47,2,170,1,1
47,2,173,3,3
47,2,174,4,4
47,2,175,1,1
47,2,178,1,1
47,2,181,2,2
47,2,182,11,11
47,2,183,1,1
47,2,185,4,4
47,2,187,5,5
47,2,189,1,1
47,2,191,1,1
47,2,192,7,7
47,2,194,1,1
47,2,197,1,1
47,2,214,2,2
47,2,215,2,2
47,2,224,18,18
47,2,225,2,2
47,2,226,2,2
47,2,235,2,2
47,2,236,8,8
47,2,237,1,1
47,2,246,1,1
47,2,247,1,1
47,2,248,5,5
47,2,249,1,1
47,2,257,1,1
47,2,258,1,1
47,2,259,20,20
47,2,260,1,1
47,2,261,1,1
47,2,268,1,1
47,2,269,1,1
47,2,270,21,21
47,2,279,1,1
47,2,280,1,1
47,2,281,13,13
47,2,282,1,1
47,2,290,1,1
47,2,291,1,1
47,2,292,4,4
47,2,293,1,1
47,2,302,1,1
47,2,303,1,1
