Cycle No., Flow No., PDR_k (%), d_k (ms), e2e_latency (ms), Jitter (ms), lambda_t, cpu_overhead (ms)
20, 1, 9.75243, 0, 0, 0, 12, 54.995
20, 2, 24.2132, 43.2667, 188.648, 18.2824, 12, 54.995
