cycle,flow_id,node,planned_inbound_by_subflow,planned_inbound_by_mainflow
40,1,1,3,3
40,1,3,4,4
40,1,6,4,4
40,1,12,7,7
40,1,14,1,1
40,1,20,1,1
40,1,21,1,1
40,1,23,1,1
40,1,24,1,1
40,1,26,1,1
40,1,27,4,4
40,1,28,6,6
40,1,29,3,3
40,1,30,5,5
40,1,31,1,1
40,1,34,1,1
40,1,36,1,1
40,1,38,2,2
40,1,41,7,7
40,1,42,1,1
40,1,46,1,1
40,1,50,1,1
40,1,51,22,22
40,1,56,1,1
40,1,57,4,4
40,1,59,1,1
40,1,60,1,1
40,1,61,1,1
40,1,62,3,3
40,1,63,1,1
40,1,64,5,5
40,1,67,2,2
40,1,70,30,30
40,1,71,1,1
40,1,75,3,3
40,1,76,1,1
40,1,77,1,1
40,1,79,5,5
40,1,84,4,4
40,1,108,1,1
40,1,109,1,1
40,1,110,2,2
40,1,111,2,2
40,1,112,2,2
40,1,116,1,1
40,1,118,1,1
40,1,121,1,1
40,1,122,1,1
40,1,123,2,2
40,1,124,1,1
40,1,129,1,1
40,1,130,2,2
40,1,132,2,2
40,1,134,6,6
40,1,136,1,1
40,1,139,1,1
40,1,140,1,1
40,1,143,2,2
40,1,152,5,5
40,1,154,2,2
40,1,155,6,6
40,1,159,7,7
40,1,161,2,2
40,1,163,1,1
40,1,164,1,1
40,1,165,1,1
40,1,168,2,2
40,1,180,7,7
40,1,182,1,1
40,1,183,2,2
40,1,188,2,2
40,1,189,1,1
40,1,193,2,2
40,1,194,1,1
40,1,196,22,22
40,1,197,12,12
40,1,198,3,3
40,1,228,1,1
40,1,237,1,1
40,1,238,4,4
40,1,239,5,5
40,1,240,1,1
40,1,246,1,1
40,1,247,1,1
40,1,248,2,2
40,1,249,10,10
40,1,250,14,14
40,1,251,3,3
40,1,257,7,7
40,1,258,14,14
40,1,259,2,2
40,1,260,3,3
40,1,261,12,12
40,1,262,4,4
40,1,263,1,1
40,1,268,1,1
40,1,269,1,1
40,1,270,1,1
40,1,273,2,2
40,1,274,1,1
40,2,2,5,5
40,2,9,2,2
40,2,13,2,2
40,2,22,1,1
40,2,30,2,2
40,2,31,3,3
40,2,39,2,2
40,2,45,5,5
40,2,49,2,2
40,2,57,2,2
40,2,62,1,1
40,2,66,3,3
40,2,73,2,2
40,2,79,2,2
40,2,83,2,2
40,2,89,1,1
40,2,91,6,6
40,2,92,4,4
40,2,94,3,3
40,2,98,2,2
40,2,100,3,3
40,2,101,3,3
40,2,103,2,2
40,2,106,2,2
40,2,107,2,2
40,2,113,13,13
40,2,121,28,28
40,2,126,1,1
40,2,127,3,3
40,2,137,4,4
40,2,139,3,3
40,2,142,2,2
40,2,144,1,1
40,2,158,4,4
40,2,168,4,4
40,2,171,4,4
40,2,176,8,8
40,2,179,7,7
40,2,180,2,2
40,2,184,4,4
40,2,262,1,1
40,2,263,1,1
40,2,264,1,1
40,2,272,3,3
40,2,273,4,4
40,2,274,1,1
40,2,275,1,1
40,2,283,2,2
40,2,284,13,13
40,2,285,9,9
40,2,286,1,1
40,2,294,1,1
40,2,295,10,10
40,2,296,7,7
40,2,297,1,1
