cycle_id,sim_time_s,flow_id,flow_source,flow_destination,node_id,node_type,num_active_next_hops,sum_abs_ff_deviation,sum_abs_ff_deviation_normalized,threshold,detected,total_inbound,total_outbound,node_pdr,mean_pdr_flow,pdr_deviation,inbound_ratio
17,18.0001,0,70,68,1,VEHICLE,1,0.0000,0.0000,0.5000,0,4,4,100.00,65.62,-34.38,1.0000
17,18.0001,0,70,68,6,VEHICLE,1,0.5385,0.5385,0.5000,1,2,2,100.00,65.62,-34.38,6.5000
17,18.0001,0,70,68,12,VEHICLE,1,0.0000,0.0000,0.5000,0,3,3,100.00,65.62,-34.38,2.6667
17,18.0001,0,70,68,27,VEHICLE,0,1.0000,1.0000,0.5000,0,1,0,0.00,65.62,65.62,1.0000
17,18.0001,0,70,68,30,VEHICLE,1,0.0000,0.0000,0.5000,0,6,6,100.00,65.62,-34.38,0.6667
17,18.0001,0,70,68,38,VEHICLE,0,1.0000,1.0000,0.5000,0,1,0,0.00,65.62,65.62,2.0000
17,18.0001,0,70,68,41,VEHICLE,1,0.0000,0.0000,0.5000,0,2,2,100.00,65.62,-34.38,2.0000
17,18.0001,0,70,68,63,VEHICLE,1,0.0000,0.0000,0.5000,0,2,2,100.00,65.62,-34.38,6.5000
17,18.0001,0,70,68,67,VEHICLE,0,1.0000,1.0000,0.5000,0,1,0,0.00,65.62,65.62,2.0000
17,18.0001,0,70,68,75,VEHICLE,0,1.0000,1.0000,0.5000,0,2,0,0.00,65.62,65.62,2.0000
17,18.0001,0,70,68,108,RSU,1,0.0000,0.0000,0.5000,0,2,2,100.00,65.62,-34.38,13.0000
17,18.0001,0,70,68,110,RSU,0,1.0000,1.0000,0.5000,0,1,0,0.00,65.62,65.62,2.0000
17,18.0001,0,70,68,111,RSU,0,1.0000,1.0000,0.5000,0,1,0,0.00,65.62,65.62,5.0000
17,18.0001,0,70,68,122,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,65.62,-34.38,2.0000
17,18.0001,0,70,68,123,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,65.62,-34.38,2.0000
17,18.0001,0,70,68,130,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,65.62,-34.38,2.0000
17,18.0001,0,70,68,132,RSU,0,1.0000,1.0000,0.5000,0,1,0,0.00,65.62,65.62,2.0000
17,18.0001,0,70,68,134,RSU,1,0.0000,0.0000,0.5000,0,2,2,100.00,65.62,-34.38,12.5000
17,18.0001,0,70,68,141,RSU,1,0.7308,0.7308,0.5000,1,2,2,100.00,65.62,-34.38,13.0000
17,18.0001,0,70,68,143,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,65.62,-34.38,2.0000
17,18.0001,0,70,68,152,RSU,1,0.8333,0.8333,0.5000,1,1,1,100.00,65.62,-34.38,6.0000
17,18.0001,0,70,68,154,RSU,0,1.0000,1.0000,0.5000,0,1,0,0.00,65.62,65.62,2.0000
17,18.0001,0,70,68,155,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,65.62,-34.38,3.0000
17,18.0001,0,70,68,188,RSU,0,1.0000,1.0000,0.5000,0,1,0,0.00,65.62,65.62,3.0000
17,18.0001,0,70,68,193,RSU,1,0.0000,0.0000,0.5000,0,2,2,100.00,65.62,-34.38,8.5000
17,18.0001,0,70,68,195,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,65.62,-34.38,3.0000
17,18.0001,0,70,68,197,RSU,1,0.0000,0.0000,0.5000,0,2,2,100.00,65.62,-34.38,13.0000
17,18.0001,0,70,68,198,RSU,0,1.0000,1.0000,0.5000,0,1,0,0.00,65.62,65.62,11.0000
17,18.0001,0,70,68,239,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,65.62,-34.38,2.0000
17,18.0001,0,70,68,240,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,65.62,-34.38,2.0000
17,18.0001,0,70,68,250,RSU,0,1.0000,1.0000,0.5000,0,16,0,0.00,65.62,65.62,0.4375
17,18.0001,0,70,68,251,RSU,1,0.8000,0.8000,0.5000,1,1,1,100.00,65.62,-34.38,5.0000
