node_id,reported_vx,reported_vy,derived_vx,derived_vy,spoof_dev
0,-1.02772,-14.664,-1.02767,-14.6636,0.000440
1,-7.727905,0.179975,-7.728359,0.179999,0.000455
2,0.000247,0.006671,0.000000,0.000000,0.006676
3,-0.000000,0.006669,-5.591567,9.472671,10.994127
4,-18.585921,0.389391,-18.585726,0.388241,0.001166
5,-5.040740,12.091358,-5.040591,12.090992,0.000395
6,0.000000,0.000000,1.910070,-6.814115,0.000100
7,11.560934,-1.170127,11.561043,-1.170150,0.000111
8,0.320030,6.632283,0.319928,6.633032,0.000756
9,0.154146,0.006671,-1.310000,-5.870000,6.056318
10,0.000000,0.000000,0.000000,0.000000,0.000100
11,0.000000,0.000000,-6.280000,0.400000,0.000100
12,0.326103,16.366752,0.323722,16.365116,0.002889
13,7.009252,-0.102373,7.012421,-0.102598,0.003177
14,0.000000,0.000000,10.890000,-1.830000,0.000100
15,-0.000247,0.006671,-13.834059,0.420194,13.839991
16,0.000000,0.000000,0.000000,0.000000,0.000100
17,-4.711409,11.123355,-4.711400,11.123342,0.000016
18,-3.458968,8.697422,-3.458985,8.697480,0.000061
19,-0.154146,-0.041999,-9.181619,-3.656663,9.724251
20,5.491902,-10.183512,5.491925,-10.183534,0.000032
21,0.000000,0.000000,14.030000,-2.680000,0.000100
22,8.467112,4.608428,8.465563,4.607592,0.001760
23,6.944035,3.161846,6.942770,3.161278,0.001387
24,0.075953,0.117606,0.000000,0.009992,0.131718
25,0.149986,-11.138990,0.149971,-11.138068,0.000923
26,-4.955903,8.800513,-4.955771,8.800295,0.000254
27,0.409867,16.104785,0.409852,16.104556,0.000229
28,1.339555,10.797221,1.339481,10.797126,0.000121
29,4.869538,-11.718520,4.869715,-11.718791,0.000324
30,0.530102,18.442383,0.530131,18.443241,0.000858
31,0.000000,0.000000,0.000000,0.000000,0.000100
32,-4.716952,10.433258,-4.714928,10.428879,0.004824
33,0.000247,-0.006996,5.009161,-11.418082,12.462027
34,10.166902,8.117525,10.166926,8.117541,0.000029
35,0.000000,0.000000,0.000000,0.000000,0.000100
36,-12.805970,-11.601962,-12.806020,-11.601874,0.000101
37,0.027996,0.006671,0.000359,0.010095,0.027849
38,0.000000,0.000000,0.000000,0.000000,0.000100
39,-3.549259,5.858776,-3.549405,5.858868,0.000172
40,0.641090,-0.125893,11.889098,-11.267083,15.831734
41,-0.259955,-13.697533,-0.259933,-13.696069,0.001465
42,-5.202606,1.158355,-5.203842,1.158637,0.001267
