cycle,flow_id,node,planned_inbound_by_subflow,planned_inbound_by_mainflow
19,1,1,2,2
19,1,3,2,2
19,1,5,12,12
19,1,6,7,7
19,1,12,3,3
19,1,14,9,9
19,1,20,1,1
19,1,21,4,4
19,1,23,3,3
19,1,24,1,1
19,1,25,1,1
19,1,27,2,2
19,1,28,1,1
19,1,30,3,3
19,1,31,2,2
19,1,34,1,1
19,1,36,1,1
19,1,38,1,1
19,1,41,3,3
19,1,42,2,2
19,1,44,1,1
19,1,46,11,11
19,1,48,1,1
19,1,51,1,1
19,1,55,1,1
19,1,56,1,1
19,1,59,1,1
19,1,60,1,1
19,1,63,11,11
19,1,64,4,4
19,1,67,2,2
19,1,70,30,30
19,1,71,1,1
19,1,73,5,5
19,1,75,5,5
19,1,76,1,1
19,1,77,6,6
19,1,78,1,1
19,1,79,11,11
19,1,84,3,3
19,1,89,1,1
19,1,94,1,1
19,1,105,1,1
19,1,108,10,10
19,1,109,6,6
19,1,110,2,2
19,1,111,4,4
19,1,112,11,11
19,1,114,1,1
19,1,116,1,1
19,1,118,3,3
19,1,120,1,1
19,1,121,7,7
19,1,122,2,2
19,1,123,2,2
19,1,124,1,1
19,1,125,1,1
19,1,129,5,5
19,1,130,7,7
19,1,132,2,2
19,1,134,4,4
19,1,136,1,1
19,1,139,12,12
19,1,140,2,2
19,1,141,11,11
19,1,143,3,3
19,1,148,1,1
19,1,151,1,1
19,1,152,3,3
19,1,154,3,3
19,1,155,3,3
19,1,161,1,1
19,1,162,3,3
19,1,163,1,1
19,1,164,1,1
19,1,165,1,1
19,1,166,7,7
19,1,168,8,8
19,1,174,1,1
19,1,175,1,1
19,1,180,1,1
19,1,182,1,1
19,1,183,4,4
19,1,184,2,2
19,1,188,2,2
19,1,189,3,3
19,1,193,7,7
19,1,194,9,9
19,1,195,2,2
19,1,196,4,4
19,1,197,1,1
19,1,198,6,6
19,1,216,1,1
19,1,225,1,1
19,1,226,1,1
19,1,227,1,1
19,1,228,1,1
19,1,236,1,1
19,1,237,1,1
19,1,238,1,1
19,1,239,2,2
19,1,240,2,2
19,1,245,1,1
19,1,246,1,1
19,1,247,1,1
19,1,248,1,1
19,1,249,1,1
19,1,250,5,5
19,1,251,4,4
19,1,252,2,2
19,1,256,1,1
19,1,257,5,5
19,1,258,10,10
19,1,259,19,19
19,1,260,6,6
19,1,261,14,14
19,1,262,12,12
19,1,263,4,4
19,1,268,1,1
19,1,270,1,1
19,1,271,1,1
19,2,1,2,2
19,2,2,1,1
19,2,4,7,7
19,2,5,1,1
19,2,8,15,15
19,2,12,2,2
19,2,13,1,1
19,2,19,8,8
19,2,22,7,7
19,2,27,1,1
19,2,30,1,1
19,2,31,1,1
19,2,38,28,28
19,2,39,1,1
19,2,41,1,1
19,2,42,2,2
19,2,44,2,2
19,2,45,4,4
19,2,52,1,1
19,2,54,1,1
19,2,57,1,1
19,2,62,1,1
19,2,64,1,1
19,2,65,1,1
19,2,66,1,1
19,2,67,2,2
19,2,69,1,1
19,2,70,2,2
19,2,73,1,1
19,2,75,1,1
19,2,84,1,1
19,2,86,1,1
19,2,91,1,1
19,2,92,1,1
19,2,94,1,1
19,2,101,1,1
19,2,103,10,10
19,2,107,6,6
19,2,110,3,3
19,2,111,2,2
19,2,112,2,2
19,2,113,3,3
19,2,118,3,3
19,2,121,1,1
19,2,122,2,2
19,2,123,1,1
19,2,127,1,1
19,2,130,15,15
19,2,132,3,3
19,2,134,1,1
19,2,139,1,1
19,2,140,3,3
19,2,143,8,8
19,2,147,1,1
19,2,150,10,10
19,2,152,1,1
19,2,154,4,4
19,2,155,4,4
19,2,158,1,1
19,2,161,1,1
19,2,166,1,1
19,2,168,1,1
19,2,171,1,1
19,2,172,1,1
19,2,176,3,3
19,2,177,1,1
19,2,179,1,1
19,2,184,1,1
19,2,186,1,1
19,2,188,4,4
19,2,190,1,1
19,2,193,1,1
19,2,195,2,2
19,2,198,5,5
19,2,199,4,4
19,2,230,1,1
19,2,231,1,1
19,2,239,1,1
19,2,240,2,2
19,2,241,5,5
19,2,242,2,2
19,2,250,1,1
19,2,251,5,5
19,2,252,15,15
19,2,253,8,8
19,2,260,1,1
19,2,261,1,1
19,2,262,3,3
19,2,263,17,17
19,2,264,13,13
19,2,271,1,1
19,2,272,1,1
19,2,273,1,1
19,2,274,10,10
19,2,275,19,19
19,2,283,1,1
19,2,284,1,1
19,2,285,4,4
19,2,286,13,13
19,2,294,1,1
19,2,295,1,1
19,2,296,2,2
19,2,297,6,6
19,2,305,1,1
19,2,306,1,1
19,2,307,1,1
19,2,308,2,2
