cycle_id,flow_id,node_id,prev_hop_id,hop_delay_sum_ms,hop_delay_count,mean_delay_ms
56,0,1,62,1.334,1,1.334
56,0,1,70,1.188,1,1.188
56,0,1,112,2.194,1,2.194
56,0,3,197,1.455,1,1.455
56,0,6,70,2.224,1,2.224
56,0,12,70,1.647,1,1.647
56,0,30,70,2.094,1,2.094
56,0,48,109,1.298,1,1.298
56,0,62,70,1.514,1,1.514
56,0,64,3,1.582,1,1.582
56,0,71,48,2.026,1,2.026
56,0,79,30,2.488,1,2.488
56,0,109,64,1.838,1,1.838
56,0,112,70,1.785,1,1.785
56,0,130,70,2.505,1,2.505
56,0,130,273,1.958,1,1.958
56,0,197,70,2,1,2
56,0,259,260,1.534,1,1.534
56,0,260,71,2.16,1,2.16
56,0,273,70,1.974,1,1.974
56,0,283,79,1.939,1,1.939
56,1,20,215,3.016,2,1.508
56,1,21,26,2.098,1,2.098
56,1,25,205,2.113,1,2.113
56,1,26,173,1.364,1,1.364
56,1,28,249,1.947,1,1.947
56,1,34,50,1.564,1,1.564
56,1,42,87,1.555,1,1.555
56,1,42,140,7.5,4,1.875
56,1,50,78,1.477,1,1.477
56,1,56,175,6.324,3,2.108
56,1,56,236,12.35,7,1.76429
56,1,59,124,2.223,1,2.223
56,1,76,28,2.296,1,2.296
56,1,76,159,2.002,1,2.002
56,1,76,249,13.546,7,1.93514
56,1,78,224,2.182,1,2.182
56,1,87,228,1.614,1,1.614
56,1,111,123,18.189,9,2.021
56,1,117,224,1.584,1,1.584
56,1,118,42,6.771,3,2.257
56,1,118,140,5.931,2,2.9655
56,1,123,154,16.469,9,1.82989
56,1,124,56,19.951,10,1.9951
56,1,140,111,17.06,8,2.1325
56,1,151,20,3.797,2,1.8985
56,1,151,215,3.482,2,1.741
56,1,154,76,18.687,9,2.07633
56,1,159,249,1.722,1,1.722
56,1,173,224,1.637,1,1.637
56,1,175,117,1.349,1,1.349
56,1,175,235,3.518,2,1.759
56,1,201,202,11.041,7,1.57729
56,1,203,202,18.527,11,1.68427
56,1,204,203,12.332,6,2.05533
56,1,205,204,3.435,2,1.7175
56,1,212,201,13.003,7,1.85757
56,1,213,202,19.208,10,1.9208
56,1,213,212,7.386,4,1.8465
56,1,214,203,9.596,5,1.9192
56,1,214,213,14.693,8,1.83662
56,1,215,204,7.416,4,1.854
56,1,215,214,12.918,7,1.84543
56,1,223,212,4.738,3,1.57933
56,1,224,213,11.892,6,1.982
56,1,224,223,3.704,2,1.852
56,1,225,214,9.454,6,1.57567
56,1,225,224,7.143,4,1.78575
56,1,226,215,3.069,1,3.069
56,1,226,225,7.072,3,2.35733
56,1,227,226,1.78,1,1.78
56,1,228,227,2.414,1,2.414
56,1,234,223,2.413,1,2.413
56,1,235,224,2.125,1,2.125
56,1,235,234,1.551,1,1.551
56,1,236,225,12.985,7,1.855
56,1,249,59,1.815,1,1.815
56,1,249,124,17.029,9,1.89211
56,1,250,249,1.926,1,1.926
56,1,252,118,1.524,1,1.524
