cycle_id,sim_time_s,flow_id,flow_source,flow_destination,forwarding_node_id,forwarding_node_type,next_hop_id,next_hop_type,unique_inbound_count,unique_outbound_to_next_hop,observed_ff,expected_ff_planned,ff_deviation
40,41.0001,0,70,68,1,VEHICLE,12,VEHICLE,3,3,1.0000,1.0000,0.0000
40,41.0001,0,70,68,12,VEHICLE,30,VEHICLE,9,2,0.2222,0.2857,-0.0635
40,41.0001,0,70,68,12,VEHICLE,250,RSU,9,2,0.2222,0.2857,-0.0635
40,41.0001,0,70,68,12,VEHICLE,261,RSU,9,5,0.5556,0.4286,0.1270
40,41.0001,0,70,68,27,VEHICLE,12,VEHICLE,1,1,1.0000,1.0000,0.0000
40,41.0001,0,70,68,28,VEHICLE,238,RSU,3,1,0.3333,0.1667,0.1667
40,41.0001,0,70,68,28,VEHICLE,249,RSU,3,2,0.6667,0.3333,0.3333
40,41.0001,0,70,68,29,VEHICLE,260,RSU,1,1,1.0000,1.0000,0.0000
40,41.0001,0,70,68,30,VEHICLE,180,RSU,2,2,1.0000,1.0000,0.0000
40,41.0001,0,70,68,41,VEHICLE,12,VEHICLE,4,1,0.2500,0.1429,0.1071
40,41.0001,0,70,68,41,VEHICLE,28,VEHICLE,4,1,0.2500,0.5714,-0.3214
40,41.0001,0,70,68,41,VEHICLE,239,RSU,4,1,0.2500,0.1429,0.1071
40,41.0001,0,70,68,41,VEHICLE,250,RSU,4,1,0.2500,0.1429,0.1071
40,41.0001,0,70,68,51,VEHICLE,196,RSU,4,4,1.0000,1.0000,0.0000
40,41.0001,0,70,68,57,VEHICLE,197,RSU,1,1,1.0000,0.2500,0.7500
40,41.0001,0,70,68,62,VEHICLE,57,VEHICLE,1,1,1.0000,1.0000,0.0000
40,41.0001,0,70,68,75,VEHICLE,12,VEHICLE,1,1,1.0000,1.0000,0.0000
40,41.0001,0,70,68,84,RSU,41,VEHICLE,1,1,1.0000,1.0000,0.0000
40,41.0001,0,70,68,110,RSU,155,RSU,1,1,1.0000,1.0000,0.0000
40,41.0001,0,70,68,111,RSU,155,RSU,1,1,1.0000,1.0000,0.0000
40,41.0001,0,70,68,112,RSU,1,VEHICLE,1,1,1.0000,0.0000,1.0000
40,41.0001,0,70,68,123,RSU,41,VEHICLE,1,1,1.0000,1.0000,0.0000
40,41.0001,0,70,68,124,RSU,14,VEHICLE,1,1,1.0000,1.0000,0.0000
40,41.0001,0,70,68,130,RSU,198,RSU,1,1,1.0000,1.0000,0.0000
40,41.0001,0,70,68,143,RSU,250,RSU,1,1,1.0000,1.0000,0.0000
40,41.0001,0,70,68,152,RSU,28,VEHICLE,1,1,1.0000,0.2000,0.8000
40,41.0001,0,70,68,154,RSU,1,VEHICLE,1,1,1.0000,1.0000,0.0000
40,41.0001,0,70,68,155,RSU,41,VEHICLE,3,1,0.3333,0.1667,0.1667
40,41.0001,0,70,68,155,RSU,239,RSU,3,1,0.3333,0.1667,0.1667
40,41.0001,0,70,68,155,RSU,250,RSU,3,1,0.3333,0.1667,0.1667
40,41.0001,0,70,68,159,RSU,197,RSU,1,1,1.0000,0.4286,0.5714
40,41.0001,0,70,68,180,RSU,29,VEHICLE,2,1,0.5000,0.2857,0.2143
40,41.0001,0,70,68,180,RSU,197,RSU,2,1,0.5000,0.1429,0.3571
40,41.0001,0,70,68,196,RSU,68,VEHICLE,4,4,1.0000,0.4091,0.5909
40,41.0001,0,70,68,197,RSU,51,VEHICLE,3,3,1.0000,1.0000,0.0000
40,41.0001,0,70,68,198,RSU,12,VEHICLE,2,2,1.0000,1.0000,0.0000
40,41.0001,0,70,68,239,RSU,28,VEHICLE,2,1,0.5000,0.2000,0.3000
40,41.0001,0,70,68,239,RSU,238,RSU,2,1,0.5000,0.2000,0.3000
40,41.0001,0,70,68,249,RSU,51,VEHICLE,2,1,0.5000,0.1000,0.4000
40,41.0001,0,70,68,249,RSU,124,RSU,2,1,0.5000,0.1000,0.4000
40,41.0001,0,70,68,261,RSU,159,RSU,6,1,0.1667,0.0833,0.0833
40,41.0001,0,70,68,262,RSU,261,RSU,1,1,1.0000,0.2500,0.7500
40,41.0001,1,121,52,2,VEHICLE,176,RSU,16,16,1.0000,1.0000,0.0000
40,41.0001,1,121,52,30,VEHICLE,31,VEHICLE,1,1,1.0000,1.0000,0.0000
40,41.0001,1,121,52,31,VEHICLE,2,VEHICLE,2,2,1.0000,1.0000,0.0000
40,41.0001,1,121,52,39,VEHICLE,92,RSU,12,12,1.0000,1.0000,0.0000
40,41.0001,1,121,52,45,VEHICLE,179,RSU,1,1,1.0000,1.0000,0.0000
40,41.0001,1,121,52,57,VEHICLE,94,RSU,1,1,1.0000,1.0000,0.0000
40,41.0001,1,121,52,73,VEHICLE,2,VEHICLE,1,1,1.0000,1.0000,0.0000
40,41.0001,1,121,52,79,VEHICLE,171,RSU,1,1,1.0000,1.0000,0.0000
40,41.0001,1,121,52,83,RSU,2,VEHICLE,1,1,1.0000,1.0000,0.0000
40,41.0001,1,121,52,91,RSU,52,VEHICLE,19,19,1.0000,1.0000,0.0000
40,41.0001,1,121,52,92,RSU,91,RSU,19,19,1.0000,0.7500,0.2500
40,41.0001,1,121,52,94,RSU,2,VEHICLE,2,2,1.0000,1.0000,0.0000
40,41.0001,1,121,52,98,RSU,184,RSU,1,1,1.0000,1.0000,0.0000
40,41.0001,1,121,52,113,RSU,52,VEHICLE,8,8,1.0000,1.0000,0.0000
40,41.0001,1,121,52,127,RSU,2,VEHICLE,1,1,1.0000,1.0000,0.0000
40,41.0001,1,121,52,139,RSU,184,RSU,1,1,1.0000,1.0000,0.0000
40,41.0001,1,121,52,168,RSU,184,RSU,2,2,1.0000,1.0000,0.0000
40,41.0001,1,121,52,171,RSU,2,VEHICLE,2,2,1.0000,1.0000,0.0000
40,41.0001,1,121,52,176,RSU,113,RSU,17,1,0.0588,0.1250,-0.0662
40,41.0001,1,121,52,176,RSU,179,RSU,17,12,0.7059,0.3750,0.3309
40,41.0001,1,121,52,176,RSU,284,RSU,17,2,0.1176,0.2500,-0.1324
40,41.0001,1,121,52,176,RSU,285,RSU,17,2,0.1176,0.2500,-0.1324
40,41.0001,1,121,52,179,RSU,113,RSU,13,1,0.0769,0.1429,-0.0659
40,41.0001,1,121,52,179,RSU,284,RSU,13,1,0.0769,0.1429,-0.0659
40,41.0001,1,121,52,179,RSU,285,RSU,13,1,0.0769,0.1429,-0.0659
40,41.0001,1,121,52,179,RSU,295,RSU,13,10,0.7692,0.5714,0.1978
40,41.0001,1,121,52,180,RSU,168,RSU,1,1,1.0000,1.0000,0.0000
