cycle_id,sim_time_s,flow_id,flow_source,flow_destination,node_id,node_role,next_hop_id,unique_inbound_count,unique_outbound_count,num_watchers_inbound,num_watchers_outbound
9,10.0001,0,70,68,1,INTERMEDIATE,-1,1,0,26,0
9,10.0001,0,70,68,1,INTERMEDIATE,12,1,1,26,26
9,10.0001,0,70,68,3,INTERMEDIATE,-1,11,0,15,0
9,10.0001,0,70,68,5,INTERMEDIATE,-1,3,0,17,0
9,10.0001,0,70,68,5,INTERMEDIATE,23,3,3,17,17
9,10.0001,0,70,68,6,INTERMEDIATE,-1,2,0,21,0
9,10.0001,0,70,68,12,INTERMEDIATE,-1,2,0,27,0
9,10.0001,0,70,68,21,INTERMEDIATE,-1,2,0,17,0
9,10.0001,0,70,68,21,INTERMEDIATE,68,2,2,17,11
9,10.0001,0,70,68,23,INTERMEDIATE,-1,3,0,17,0
9,10.0001,0,70,68,23,INTERMEDIATE,36,3,3,17,17
9,10.0001,0,70,68,27,INTERMEDIATE,-1,1,0,26,0
9,10.0001,0,70,68,30,INTERMEDIATE,-1,7,0,35,0
9,10.0001,0,70,68,30,INTERMEDIATE,123,7,7,35,21
9,10.0001,0,70,68,36,INTERMEDIATE,-1,3,0,17,0
9,10.0001,0,70,68,36,INTERMEDIATE,194,3,3,17,21
9,10.0001,0,70,68,38,INTERMEDIATE,-1,1,0,26,0
9,10.0001,0,70,68,38,INTERMEDIATE,41,1,1,26,23
9,10.0001,0,70,68,41,INTERMEDIATE,-1,3,0,29,0
9,10.0001,0,70,68,41,INTERMEDIATE,30,3,3,29,23
9,10.0001,0,70,68,42,INTERMEDIATE,-1,1,0,26,0
9,10.0001,0,70,68,42,INTERMEDIATE,195,1,1,26,22
9,10.0001,0,70,68,44,INTERMEDIATE,-1,1,0,26,0
9,10.0001,0,70,68,44,INTERMEDIATE,110,1,1,26,21
9,10.0001,0,70,68,67,INTERMEDIATE,-1,2,0,29,0
9,10.0001,0,70,68,67,INTERMEDIATE,143,2,2,29,24
9,10.0001,0,70,68,68,DESTINATION,-1,0,0,0,0
9,10.0001,0,70,68,70,SOURCE,-1,0,0,0,0
9,10.0001,0,70,68,75,INTERMEDIATE,-1,14,0,31,0
9,10.0001,0,70,68,75,INTERMEDIATE,3,14,9,31,11
9,10.0001,0,70,68,75,INTERMEDIATE,239,14,2,31,11
9,10.0001,0,70,68,75,INTERMEDIATE,250,14,2,31,11
9,10.0001,0,70,68,75,INTERMEDIATE,251,14,1,31,11
9,10.0001,0,70,68,110,INTERMEDIATE,-1,3,0,31,0
9,10.0001,0,70,68,110,INTERMEDIATE,30,3,3,31,23
9,10.0001,0,70,68,111,INTERMEDIATE,-1,1,0,26,0
9,10.0001,0,70,68,118,INTERMEDIATE,-1,1,0,26,0
9,10.0001,0,70,68,118,INTERMEDIATE,110,1,1,26,21
9,10.0001,0,70,68,122,INTERMEDIATE,-1,1,0,26,0
9,10.0001,0,70,68,122,INTERMEDIATE,198,1,1,26,25
9,10.0001,0,70,68,123,INTERMEDIATE,-1,8,0,28,0
9,10.0001,0,70,68,123,INTERMEDIATE,75,8,8,28,15
9,10.0001,0,70,68,130,INTERMEDIATE,-1,3,0,29,0
9,10.0001,0,70,68,132,INTERMEDIATE,-1,1,0,26,0
9,10.0001,0,70,68,134,INTERMEDIATE,-1,3,0,8,0
9,10.0001,0,70,68,134,INTERMEDIATE,5,3,3,8,17
9,10.0001,0,70,68,140,INTERMEDIATE,-1,1,0,26,0
9,10.0001,0,70,68,140,INTERMEDIATE,67,1,1,26,20
9,10.0001,0,70,68,143,INTERMEDIATE,-1,6,0,28,0
9,10.0001,0,70,68,143,INTERMEDIATE,75,6,2,28,28
9,10.0001,0,70,68,143,INTERMEDIATE,239,6,1,28,28
9,10.0001,0,70,68,143,INTERMEDIATE,251,6,3,28,28
9,10.0001,0,70,68,154,INTERMEDIATE,-1,1,0,26,0
9,10.0001,0,70,68,154,INTERMEDIATE,143,1,1,26,24
9,10.0001,0,70,68,155,INTERMEDIATE,-1,1,0,26,0
9,10.0001,0,70,68,162,INTERMEDIATE,-1,2,0,12,0
9,10.0001,0,70,68,162,INTERMEDIATE,21,2,1,12,9
9,10.0001,0,70,68,162,INTERMEDIATE,68,2,1,12,9
9,10.0001,0,70,68,188,INTERMEDIATE,-1,1,0,26,0
9,10.0001,0,70,68,188,INTERMEDIATE,41,1,1,26,22
9,10.0001,0,70,68,194,INTERMEDIATE,-1,3,0,21,0
9,10.0001,0,70,68,194,INTERMEDIATE,258,3,3,21,17
9,10.0001,0,70,68,195,INTERMEDIATE,-1,2,0,29,0
9,10.0001,0,70,68,195,INTERMEDIATE,130,2,2,29,23
9,10.0001,0,70,68,198,INTERMEDIATE,-1,2,0,29,0
9,10.0001,0,70,68,198,INTERMEDIATE,143,2,2,29,22
9,10.0001,0,70,68,239,INTERMEDIATE,-1,3,0,30,0
9,10.0001,0,70,68,239,INTERMEDIATE,3,3,2,30,11
9,10.0001,0,70,68,239,INTERMEDIATE,250,3,1,30,11
9,10.0001,0,70,68,240,INTERMEDIATE,-1,1,0,26,0
9,10.0001,0,70,68,240,INTERMEDIATE,75,1,1,26,24
9,10.0001,0,70,68,241,INTERMEDIATE,-1,1,0,26,0
9,10.0001,0,70,68,250,INTERMEDIATE,-1,3,0,15,0
