Cycle No., Flow No., PDR_k (%), d_k (ms), e2e_latency (ms), Jitter (ms), lambda_t, cpu_overhead (ms)
47, 1, 7.4904, 0, 0, 0, 24, 46.567
47, 2, 38.2981, 0, 0, 0, 24, 46.567
