node_id,detected,attack_type
1,0,
6,1,Interleaved_Jamming_Attack
12,1,Interleaved_Jamming_Attack
20,0,
21,0,
23,0,
27,0,
28,0,
30,0,
34,1,Split_Path_Attack
36,0,
38,0,
41,1,Interleaved_Jamming_Attack
44,1,Interleaved_Jamming_Attack
46,0,
60,0,
63,1,Split_Path_Attack
67,0,
75,0,
77,0,
110,0,
111,1,Interleaved_Jamming_Attack
118,0,
122,0,
123,0,
125,0,
129,0,
130,0,
132,0,
134,0,
136,0,
140,0,
141,0,
143,0,
154,0,
155,0,
162,0,
180,0,
188,0,
193,0,
194,0,
195,0,
198,0,
226,1,Flow_Stretching_Attack
239,1,Interleaved_Jamming_Attack
240,0,
247,0,
251,0,
2,0,
5,1,Split_Path_Attack
17,0,
18,0,
19,0,
22,0,
24,0,
26,0,
39,0,
45,0,
50,0,
51,0,
52,0,
55,1,Interleaved_Jamming_Attack
59,0,
64,0,
65,0,
66,1,Flow_Stretching_Attack
69,0,
71,0,
72,0,
73,0,
80,0,
81,0,
93,0,
101,0,
104,1,Split_Path_Attack
105,0,
113,1,Split_Path_Attack
116,0,
121,0,
124,0,
127,1,Split_Path_Attack
133,0,
135,0,
139,0,
147,0,
150,0,
160,0,
161,0,
165,0,
166,0,
167,0,
171,0,
172,0,
178,0,
179,0,
182,0,
184,0,
186,0,
199,0,
215,0,
225,0,
235,0,
236,1,Split_Path_Attack
248,1,Flow_Stretching_Attack
258,0,
259,0,
260,0,
261,0,
269,0,
270,0,
271,0,
272,0,
273,0,
274,1,Split_Path_Attack
275,0,
283,0,
284,0,
296,1,Flow_Stretching_Attack
297,0,
308,0,
309,0,
319,0,
320,0,
