cycle_id,flow_id,node_id,prev_hop_id,hop_delay_sum_ms,hop_delay_count,mean_delay_ms
31,0,1,38,2.218,1,2.218
31,0,1,67,1.503,1,1.503
31,0,1,70,1.763,1,1.763
31,0,1,118,1.535,1,1.535
31,0,1,143,2.215,1,2.215
31,0,1,154,3.645,1,3.645
31,0,6,70,1.933,1,1.933
31,0,12,70,1.922,1,1.922
31,0,21,247,1.354,1,1.354
31,0,27,70,1.332,1,1.332
31,0,38,70,2.008,1,2.008
31,0,41,70,1.824,1,1.824
31,0,51,249,8.211,3,2.737
31,0,62,30,1.912,1,1.912
31,0,63,194,2.102,1,2.102
31,0,67,70,1.638,1,1.638
31,0,79,261,6.537,4,1.63425
31,0,84,27,4.562,1,4.562
31,0,84,62,1.654,1,1.654
31,0,84,70,1.325,1,1.325
31,0,109,79,2.523,1,2.523
31,0,112,70,2.627,1,2.627
31,0,118,70,2.384,1,2.384
31,0,122,70,2.155,1,2.155
31,0,132,70,1.219,1,1.219
31,0,143,70,1.31,1,1.31
31,0,152,1,11.222,6,1.87033
31,0,152,41,1.555,1,1.555
31,0,152,70,2.039,1,2.039
31,0,152,84,6.953,3,2.31767
31,0,152,122,1.601,1,1.601
31,0,152,132,5.735,1,5.735
31,0,152,239,2.089,1,2.089
31,0,154,70,1.576,1,1.576
31,0,159,79,1.563,1,1.563
31,0,159,261,8.044,4,2.011
31,0,165,194,2.092,1,2.092
31,0,194,51,6.353,3,2.11767
31,0,239,70,2.1,1,2.1
31,0,247,194,2.157,1,2.157
31,0,249,250,11.743,3,3.91433
31,0,250,70,13.989,4,3.49725
31,0,250,152,16.608,9,1.84533
31,0,251,70,1.279,1,1.279
31,0,261,250,25.367,9,2.81856
31,1,1,239,1.741,1,1.741
31,1,6,152,2.066,1,2.066
31,1,12,41,1.972,1,1.972
31,1,28,239,2.391,1,2.391
31,1,38,132,9.811,3,3.27033
31,1,41,239,1.595,1,1.595
31,1,45,273,10.427,5,2.0854
31,1,62,84,5.416,3,1.80533
31,1,70,239,2.462,1,2.462
31,1,76,239,2.037,1,2.037
31,1,84,6,1.692,1,1.692
31,1,84,70,2.002,1,2.002
31,1,84,112,38.652,19,2.03432
31,1,90,150,10.721,6,1.78683
31,1,90,160,1.356,1,1.356
31,1,112,1,1.244,1,1.244
31,1,112,12,1.748,1,1.748
31,1,112,143,4.025,2,2.0125
31,1,112,239,25.847,13,1.98823
31,1,112,250,4.743,2,2.3715
31,1,122,125,1.879,1,1.879
31,1,122,228,1.665,1,1.665
31,1,122,239,1.645,1,1.645
31,1,125,239,5.088,1,5.088
31,1,130,38,9.202,3,3.06733
31,1,130,84,5.098,3,1.69933
31,1,132,122,9.202,3,3.06733
31,1,143,239,3.456,2,1.728
31,1,150,285,16.885,9,1.87611
31,1,152,239,1.925,1,1.925
31,1,160,150,5.982,3,1.994
31,1,228,76,1.914,1,1.914
31,1,228,239,3.425,2,1.7125
31,1,250,239,3.17,2,1.585
31,1,262,84,5.803,3,1.93433
31,1,263,130,5.081,3,1.69367
31,1,263,262,1.606,1,1.606
31,1,273,62,6.873,3,2.291
31,1,273,262,1.926,1,1.926
31,1,274,263,7.274,4,1.8185
31,1,285,45,9.235,5,1.847
31,1,285,274,7.183,4,1.79575
31,1,309,90,13.189,7,1.88414
