cycle_id,flow_id,node_id,prev_hop_id,hop_delay_sum_ms,hop_delay_count,mean_delay_ms
51,0,3,261,1.545,1,1.545
51,0,6,70,2.014,1,2.014
51,0,24,259,1.567,1,1.567
51,0,29,261,2.354,1,2.354
51,0,34,124,2.36,1,2.36
51,0,41,70,2,1,2
51,0,51,261,2.588,1,2.588
51,0,57,261,1.705,1,1.705
51,0,62,70,2.545,1,2.545
51,0,71,134,1.404,1,1.404
51,0,71,159,2.222,1,2.222
51,0,75,70,3.049,2,1.5245
51,0,75,112,3.923,2,1.9615
51,0,112,70,1.921,1,1.921
51,0,124,259,1.404,1,1.404
51,0,134,261,1.647,1,1.647
51,0,155,70,1.697,1,1.697
51,0,159,250,1.888,1,1.888
51,0,159,261,1.329,1,1.329
51,0,161,6,3.638,1,3.638
51,0,183,71,3.365,2,1.6825
51,0,189,159,1.501,1,1.501
51,0,193,70,2.185,1,2.185
51,0,197,3,1.702,1,1.702
51,0,197,29,1.336,1,1.336
51,0,197,57,1.825,1,1.825
51,0,197,161,1.575,1,1.575
51,0,197,261,16.494,4,4.1235
51,0,251,70,1.471,1,1.471
51,0,259,183,1.744,1,1.744
51,0,259,189,2.181,1,2.181
51,0,261,70,29.509,12,2.45908
51,0,262,70,2.145,1,2.145
51,1,0,93,3.517,2,1.7585
51,1,8,296,6.156,4,1.539
51,1,16,93,3.318,2,1.659
51,1,17,156,1.518,1,1.518
51,1,35,0,3.59,2,1.795
51,1,35,93,3.516,2,1.758
51,1,35,141,1.656,1,1.656
51,1,35,290,4.504,2,2.252
51,1,46,93,1.642,1,1.642
51,1,53,156,1.895,1,1.895
51,1,53,291,4.29,2,2.145
51,1,55,17,1.984,1,1.984
51,1,64,55,2.055,1,2.055
51,1,65,179,4.948,2,2.474
51,1,66,295,13.713,6,2.2855
51,1,80,156,6.325,1,6.325
51,1,88,156,1.907,1,1.907
51,1,96,53,6.103,3,2.03433
51,1,96,131,2.274,1,2.274
51,1,97,93,4.163,2,2.0815
51,1,113,66,13.141,4,3.28525
51,1,113,283,1.26,1,1.26
51,1,113,294,21.953,12,1.82942
51,1,113,295,6.392,4,1.598
51,1,131,156,3.21,2,1.605
51,1,131,291,4.071,2,2.0355
51,1,138,46,1.504,1,1.504
51,1,138,93,4.329,2,2.1645
51,1,141,93,2.21,1,2.21
51,1,146,93,4.451,2,2.2255
51,1,150,199,6.874,4,1.7185
51,1,153,93,4.133,2,2.0665
51,1,156,170,5.239,2,2.6195
51,1,156,280,6.625,4,1.65625
51,1,156,291,3.949,2,1.9745
51,1,161,197,1.638,1,1.638
51,1,162,93,5.808,2,2.904
51,1,166,80,2.944,1,2.944
51,1,166,185,2.247,1,2.247
51,1,166,281,42.243,19,2.22332
51,1,170,93,4.827,2,2.4135
51,1,170,138,5.816,3,1.93867
51,1,170,146,3.766,2,1.883
51,1,170,153,3.856,2,1.928
51,1,170,162,4.639,2,2.3195
51,1,170,279,3.302,2,1.651
51,1,176,273,3.031,1,3.031
51,1,179,66,9.537,1,9.537
51,1,179,113,19.725,10,1.9725
51,1,179,295,4.729,2,2.3645
51,1,185,131,2.173,1,2.173
51,1,185,156,3.378,2,1.689
51,1,185,291,2.204,1,2.204
51,1,191,93,3.426,2,1.713
51,1,191,97,3.629,2,1.8145
51,1,191,170,3.577,2,1.7885
51,1,199,8,7.666,4,1.9165
51,1,273,161,1.724,1,1.724
51,1,279,93,3.878,2,1.939
51,1,280,35,13.952,7,1.99314
51,1,280,93,17.089,7,2.44129
51,1,280,170,14.243,7,2.03471
51,1,280,191,4.793,3,1.59767
51,1,281,131,2.505,1,2.505
51,1,281,185,4.084,2,2.042
51,1,281,280,30.22,16,1.88875
51,1,282,166,50.794,21,2.41876
51,1,283,176,2.975,1,2.975
51,1,290,93,3.528,2,1.764
51,1,291,170,3.549,2,1.7745
51,1,291,191,6.436,3,2.14533
51,1,291,280,7.76,4,1.94
51,1,292,88,2.093,1,2.093
51,1,292,131,3.104,1,3.104
51,1,292,185,2.347,1,2.347
51,1,293,96,8.439,4,2.10975
51,1,293,282,38.171,21,1.81767
51,1,293,292,8.893,3,2.96433
51,1,294,293,53.628,28,1.91529
51,1,295,294,32.782,16,2.04888
51,1,296,295,8.015,4,2.00375
