cycle_id,sim_time_s,flow_id,flow_source,flow_destination,node_id,node_role,next_hop_id,unique_inbound_count,unique_outbound_count,num_watchers_inbound,num_watchers_outbound
41,42.0001,0,70,68,1,INTERMEDIATE,-1,5,0,38,0
41,42.0001,0,70,68,1,INTERMEDIATE,6,5,5,38,26
41,42.0001,0,70,68,5,INTERMEDIATE,-1,1,0,26,0
41,42.0001,0,70,68,5,INTERMEDIATE,23,1,1,26,21
41,42.0001,0,70,68,6,INTERMEDIATE,-1,6,0,28,0
41,42.0001,0,70,68,6,INTERMEDIATE,261,6,6,28,20
41,42.0001,0,70,68,12,INTERMEDIATE,-1,1,0,25,0
41,42.0001,0,70,68,12,INTERMEDIATE,30,1,1,25,13
41,42.0001,0,70,68,23,INTERMEDIATE,-1,1,0,21,0
41,42.0001,0,70,68,23,INTERMEDIATE,29,1,1,21,18
41,42.0001,0,70,68,27,INTERMEDIATE,-1,2,0,31,0
41,42.0001,0,70,68,27,INTERMEDIATE,62,2,2,31,19
41,42.0001,0,70,68,28,INTERMEDIATE,-1,2,0,33,0
41,42.0001,0,70,68,28,INTERMEDIATE,238,2,2,33,11
41,42.0001,0,70,68,29,INTERMEDIATE,-1,2,0,27,0
41,42.0001,0,70,68,29,INTERMEDIATE,64,2,2,27,17
41,42.0001,0,70,68,30,INTERMEDIATE,-1,2,0,16,0
41,42.0001,0,70,68,30,INTERMEDIATE,161,2,2,16,18
41,42.0001,0,70,68,38,INTERMEDIATE,-1,1,0,25,0
41,42.0001,0,70,68,38,INTERMEDIATE,111,1,1,25,26
41,42.0001,0,70,68,41,INTERMEDIATE,-1,3,0,34,0
41,42.0001,0,70,68,41,INTERMEDIATE,28,3,1,34,29
41,42.0001,0,70,68,41,INTERMEDIATE,239,3,2,34,29
41,42.0001,0,70,68,57,INTERMEDIATE,-1,1,0,30,0
41,42.0001,0,70,68,57,INTERMEDIATE,271,1,1,30,18
41,42.0001,0,70,68,62,INTERMEDIATE,-1,4,0,29,0
41,42.0001,0,70,68,62,INTERMEDIATE,261,4,3,29,14
41,42.0001,0,70,68,62,INTERMEDIATE,262,4,1,29,14
