cycle,timestamp,flow_id,src,dst,from_node,to_node,delta_value
17,17.2985,1,70,68,1,30,1.0
17,17.2985,1,70,68,3,6,1.0
17,17.2985,1,70,68,5,189,1.0
17,17.2985,1,70,68,6,193,0.461538
17,17.2985,1,70,68,6,134,0.538462
17,17.2985,1,70,68,12,250,1.0
17,17.2985,1,70,68,14,68,0.454545
17,17.2985,1,70,68,14,63,0.545455
17,17.2985,1,70,68,20,71,1.0
17,17.2985,1,70,68,23,197,1.0
17,17.2985,1,70,68,25,76,1.0
17,17.2985,1,70,68,27,12,1.0
17,17.2985,1,70,68,30,250,1.0
17,17.2985,1,70,68,36,189,1.0
17,17.2985,1,70,68,38,198,1.0
17,17.2985,1,70,68,41,250,1.0
17,17.2985,1,70,68,44,12,1.0
17,17.2985,1,70,68,51,248,1.0
17,17.2985,1,70,68,56,248,1.0
17,17.2985,1,70,68,63,68,1.0
17,17.2985,1,70,68,67,111,1.0
17,17.2985,1,70,68,70,154,0.033333
17,17.2985,1,70,68,70,132,0.033333
17,17.2985,1,70,68,70,195,0.033333
17,17.2985,1,70,68,70,198,0.033333
17,17.2985,1,70,68,70,1,0.033333
17,17.2985,1,70,68,70,110,0.033333
17,17.2985,1,70,68,70,155,0.033333
17,17.2985,1,70,68,70,122,0.033333
17,17.2985,1,70,68,70,67,0.033333
17,17.2985,1,70,68,70,188,0.033333
17,17.2985,1,70,68,70,30,0.033333
17,17.2985,1,70,68,70,41,0.033333
17,17.2985,1,70,68,70,38,0.033333
17,17.2985,1,70,68,70,75,0.033333
17,17.2985,1,70,68,70,240,0.033333
17,17.2985,1,70,68,70,251,0.033333
17,17.2985,1,70,68,70,111,0.033333
17,17.2985,1,70,68,70,152,0.033333
17,17.2985,1,70,68,70,130,0.033333
17,17.2985,1,70,68,70,12,0.033333
17,17.2985,1,70,68,70,143,0.033333
17,17.2985,1,70,68,70,123,0.033333
17,17.2985,1,70,68,70,239,0.033333
17,17.2985,1,70,68,70,27,0.033333
17,17.2985,1,70,68,70,250,0.2
17,17.2985,1,70,68,71,247,1.0
17,17.2985,1,70,68,75,3,1.0
17,17.2985,1,70,68,76,227,1.0
17,17.2985,1,70,68,78,124,1.0
17,17.2985,1,70,68,79,23,1.0
17,17.2985,1,70,68,84,6,1.0
17,17.2985,1,70,68,108,141,1.0
17,17.2985,1,70,68,109,189,1.0
17,17.2985,1,70,68,110,198,1.0
17,17.2985,1,70,68,111,250,1.0
17,17.2985,1,70,68,112,250,1.0
17,17.2985,1,70,68,116,236,1.0
17,17.2985,1,70,68,118,198,1.0
17,17.2985,1,70,68,120,20,1.0
17,17.2985,1,70,68,122,1,1.0
17,17.2985,1,70,68,123,12,1.0
17,17.2985,1,70,68,124,108,1.0
17,17.2985,1,70,68,125,239,1.0
17,17.2985,1,70,68,130,1,1.0
17,17.2985,1,70,68,132,1,1.0
17,17.2985,1,70,68,134,197,1.0
17,17.2985,1,70,68,139,271,1.0
17,17.2985,1,70,68,141,63,0.269231
17,17.2985,1,70,68,141,68,0.269231
17,17.2985,1,70,68,141,14,0.461538
17,17.2985,1,70,68,143,1,1.0
17,17.2985,1,70,68,151,228,1.0
17,17.2985,1,70,68,152,6,0.166667
17,17.2985,1,70,68,152,250,0.166667
17,17.2985,1,70,68,152,84,0.166667
17,17.2985,1,70,68,152,261,0.166667
17,17.2985,1,70,68,152,198,0.333333
17,17.2985,1,70,68,154,251,1.0
17,17.2985,1,70,68,155,41,1.0
17,17.2985,1,70,68,161,36,1.0
17,17.2985,1,70,68,164,238,1.0
17,17.2985,1,70,68,166,79,1.0
17,17.2985,1,70,68,175,236,1.0
17,17.2985,1,70,68,183,108,1.0
17,17.2985,1,70,68,188,12,1.0
17,17.2985,1,70,68,189,108,1.0
17,17.2985,1,70,68,193,134,1.0
17,17.2985,1,70,68,195,12,1.0
17,17.2985,1,70,68,196,108,1.0
17,17.2985,1,70,68,197,108,1.0
17,17.2985,1,70,68,198,193,0.363636
17,17.2985,1,70,68,198,6,0.636364
17,17.2985,1,70,68,216,227,1.0
17,17.2985,1,70,68,226,237,1.0
17,17.2985,1,70,68,227,120,1.0
17,17.2985,1,70,68,228,25,1.0
17,17.2985,1,70,68,237,248,1.0
17,17.2985,1,70,68,238,237,1.0
17,17.2985,1,70,68,239,30,1.0
17,17.2985,1,70,68,240,75,1.0
17,17.2985,1,70,68,247,108,1.0
17,17.2985,1,70,68,248,36,1.0
17,17.2985,1,70,68,249,248,1.0
17,17.2985,1,70,68,250,193,0.142857
17,17.2985,1,70,68,250,134,0.142857
17,17.2985,1,70,68,250,6,0.142857
17,17.2985,1,70,68,250,249,0.571429
17,17.2985,1,70,68,251,6,0.2
17,17.2985,1,70,68,251,198,0.2
17,17.2985,1,70,68,251,152,0.2
17,17.2985,1,70,68,251,250,0.4
17,17.2985,1,70,68,252,111,1.0
17,17.2985,1,70,68,261,6,1.0
17,17.2985,1,70,68,271,5,1.0
