Cycle No., Flow No., PDR_k (%), d_k (ms), e2e_latency (ms), Jitter (ms), lambda_t, cpu_overhead (ms)
11, 1, 3.25304, 0, 0, 0, 22, 45.415
11, 2, 10.6246, 0, 0, 0, 22, 45.415
