Cycle No., Flow No., PDR_k (%), d_k (ms), e2e_latency (ms), Jitter (ms), lambda_t, cpu_overhead (ms)
30, 1, 6.28584, 14.3265, 428.22, 0, 24, 47.851
30, 2, 33.2957, 15.8333, 264.706, 8.17937, 24, 47.851
