Cycle No., Flow No., PDR_k (%), d_k (ms), e2e_latency (ms), Jitter (ms), lambda_t, cpu_overhead (ms)
3, 1, 6.48276, 28.8563, 400.566, 4.80962, 2, 47.591
3, 2, 47.6552, 14.1917, 295.6, 1.15323, 2, 47.591
