cycle_id,flow_id,node_id,prev_hop_id,hop_delay_sum_ms,hop_delay_count,mean_delay_ms
17,0,1,70,1.568,1,1.568
17,0,1,122,1.621,1,1.621
17,0,1,130,1.715,1,1.715
17,0,1,143,1.577,1,1.577
17,0,6,152,2.475,1,2.475
17,0,6,251,1.963,1,1.963
17,0,12,70,1.774,1,1.774
17,0,12,123,2.162,1,2.162
17,0,12,195,1.655,1,1.655
17,0,30,1,7.414,4,1.8535
17,0,30,239,2.239,1,2.239
17,0,41,70,2.143,1,2.143
17,0,41,155,2.591,1,2.591
17,0,63,141,3.851,2,1.9255
17,0,108,197,3.616,2,1.808
17,0,122,70,1.714,1,1.714
17,0,123,70,1.595,1,1.595
17,0,130,70,2.13,1,2.13
17,0,134,193,2.854,2,1.427
17,0,141,108,3.813,2,1.9065
17,0,143,70,1.359,1,1.359
17,0,152,70,2.259,1,2.259
17,0,155,70,2.024,1,2.024
17,0,193,6,3.75,2,1.875
17,0,195,70,2.125,1,2.125
17,0,197,134,2.719,2,1.3595
17,0,239,70,2.098,1,2.098
17,0,240,70,1.747,1,1.747
17,0,251,70,1.803,1,1.803
