Cycle No., Flow No., PDR_k (%), d_k (ms), e2e_latency (ms), Jitter (ms), lambda_t, cpu_overhead (ms)
53, 1, 4.21662, 0, 0, 0, 66, 46.048
53, 2, 12.0396, 0, 0, 0, 66, 46.048
