cycle_id,sim_time_s,flow_id,flow_source,flow_destination,node_id,node_role,next_hop_id,unique_inbound_count,unique_outbound_count,num_watchers_inbound,num_watchers_outbound
52,53.0001,0,70,68,1,INTERMEDIATE,-1,5,0,29,0
52,53.0001,0,70,68,1,INTERMEDIATE,250,5,4,29,18
52,53.0001,0,70,68,1,INTERMEDIATE,261,5,1,29,18
52,53.0001,0,70,68,6,INTERMEDIATE,-1,2,0,25,0
52,53.0001,0,70,68,6,INTERMEDIATE,197,2,2,25,26
52,53.0001,0,70,68,12,INTERMEDIATE,-1,1,0,15,0
52,53.0001,0,70,68,12,INTERMEDIATE,197,1,1,15,22
52,53.0001,0,70,68,14,INTERMEDIATE,-1,8,0,29,0
52,53.0001,0,70,68,23,INTERMEDIATE,-1,5,0,24,0
52,53.0001,0,70,68,23,INTERMEDIATE,71,5,5,24,17
52,53.0001,0,70,68,27,INTERMEDIATE,-1,2,0,26,0
52,53.0001,0,70,68,27,INTERMEDIATE,30,2,1,26,21
52,53.0001,0,70,68,27,INTERMEDIATE,161,2,1,26,21
52,53.0001,0,70,68,29,INTERMEDIATE,-1,2,0,22,0
52,53.0001,0,70,68,29,INTERMEDIATE,197,2,2,22,17
52,53.0001,0,70,68,30,INTERMEDIATE,-1,1,0,20,0
52,53.0001,0,70,68,30,INTERMEDIATE,197,1,1,20,22
52,53.0001,0,70,68,41,INTERMEDIATE,-1,1,0,15,0
52,53.0001,0,70,68,59,INTERMEDIATE,-1,8,0,23,0
52,53.0001,0,70,68,59,INTERMEDIATE,136,8,8,23,21
52,53.0001,0,70,68,62,INTERMEDIATE,-1,2,0,18,0
52,53.0001,0,70,68,62,INTERMEDIATE,1,2,2,18,24
52,53.0001,0,70,68,70,SOURCE,-1,0,0,0,0
52,53.0001,0,70,68,71,INTERMEDIATE,-1,6,0,19,0
52,53.0001,0,70,68,71,INTERMEDIATE,59,6,6,19,16
52,53.0001,0,70,68,75,INTERMEDIATE,-1,1,0,15,0
52,53.0001,0,70,68,82,INTERMEDIATE,-1,9,0,44,0
52,53.0001,0,70,68,112,INTERMEDIATE,-1,1,0,15,0
52,53.0001,0,70,68,112,INTERMEDIATE,1,1,1,15,25
52,53.0001,0,70,68,130,INTERMEDIATE,-1,1,0,15,0
52,53.0001,0,70,68,130,INTERMEDIATE,62,1,1,15,9
52,53.0001,0,70,68,134,INTERMEDIATE,-1,4,0,28,0
52,53.0001,0,70,68,134,INTERMEDIATE,197,4,4,28,17
52,53.0001,0,70,68,136,INTERMEDIATE,-1,8,0,21,0
52,53.0001,0,70,68,136,INTERMEDIATE,14,8,8,21,29
52,53.0001,0,70,68,143,INTERMEDIATE,-1,1,0,15,0
52,53.0001,0,70,68,152,INTERMEDIATE,-1,1,0,15,0
52,53.0001,0,70,68,155,INTERMEDIATE,-1,1,0,15,0
52,53.0001,0,70,68,155,INTERMEDIATE,27,1,1,15,23
52,53.0001,0,70,68,159,INTERMEDIATE,-1,2,0,22,0
52,53.0001,0,70,68,159,INTERMEDIATE,134,2,2,22,13
52,53.0001,0,70,68,161,INTERMEDIATE,-1,1,0,20,0
52,53.0001,0,70,68,161,INTERMEDIATE,168,1,1,20,23
52,53.0001,0,70,68,168,INTERMEDIATE,-1,1,0,23,0
52,53.0001,0,70,68,168,INTERMEDIATE,180,1,1,23,22
52,53.0001,0,70,68,180,INTERMEDIATE,-1,1,0,22,0
52,53.0001,0,70,68,180,INTERMEDIATE,197,1,1,22,22
52,53.0001,0,70,68,183,INTERMEDIATE,-1,2,0,18,0
52,53.0001,0,70,68,183,INTERMEDIATE,82,2,2,18,17
52,53.0001,0,70,68,189,INTERMEDIATE,-1,4,0,25,0
52,53.0001,0,70,68,189,INTERMEDIATE,71,4,1,25,19
52,53.0001,0,70,68,189,INTERMEDIATE,82,4,1,25,19
52,53.0001,0,70,68,189,INTERMEDIATE,183,4,2,25,19
52,53.0001,0,70,68,193,INTERMEDIATE,-1,1,0,15,0
52,53.0001,0,70,68,193,INTERMEDIATE,6,1,1,15,22
52,53.0001,0,70,68,197,INTERMEDIATE,-1,13,0,55,0
52,53.0001,0,70,68,197,INTERMEDIATE,23,13,5,55,26
52,53.0001,0,70,68,197,INTERMEDIATE,82,13,4,55,26
52,53.0001,0,70,68,197,INTERMEDIATE,189,13,4,55,26
52,53.0001,0,70,68,249,INTERMEDIATE,-1,2,0,19,0
52,53.0001,0,70,68,249,INTERMEDIATE,59,2,2,19,12
52,53.0001,0,70,68,250,INTERMEDIATE,-1,4,0,17,0
52,53.0001,0,70,68,250,INTERMEDIATE,249,4,2,17,20
52,53.0001,0,70,68,250,INTERMEDIATE,261,4,2,17,20
52,53.0001,0,70,68,251,INTERMEDIATE,-1,1,0,15,0
52,53.0001,0,70,68,251,INTERMEDIATE,262,1,1,15,26
52,53.0001,0,70,68,260,INTERMEDIATE,-1,6,0,23,0
52,53.0001,0,70,68,261,INTERMEDIATE,-1,16,0,27,0
52,53.0001,0,70,68,261,INTERMEDIATE,29,16,2,27,24
52,53.0001,0,70,68,261,INTERMEDIATE,82,16,2,27,24
52,53.0001,0,70,68,261,INTERMEDIATE,134,16,2,27,24
52,53.0001,0,70,68,261,INTERMEDIATE,159,16,2,27,24
52,53.0001,0,70,68,261,INTERMEDIATE,197,16,2,27,24
52,53.0001,0,70,68,261,INTERMEDIATE,260,16,6,27,24
52,53.0001,0,70,68,262,INTERMEDIATE,-1,2,0,32,0
52,53.0001,1,251,206,1,INTERMEDIATE,-1,2,0,29,0
52,53.0001,1,251,206,1,INTERMEDIATE,250,2,2,29,17
52,53.0001,1,251,206,38,INTERMEDIATE,-1,1,0,26,0
52,53.0001,1,251,206,41,INTERMEDIATE,-1,1,0,26,0
52,53.0001,1,251,206,42,INTERMEDIATE,-1,1,0,26,0
52,53.0001,1,251,206,42,INTERMEDIATE,84,1,1,26,21
52,53.0001,1,251,206,62,INTERMEDIATE,-1,1,0,26,0
52,53.0001,1,251,206,62,INTERMEDIATE,188,1,1,26,24
52,53.0001,1,251,206,70,INTERMEDIATE,-1,1,0,26,0
52,53.0001,1,251,206,70,INTERMEDIATE,1,1,1,26,15
52,53.0001,1,251,206,84,INTERMEDIATE,-1,2,0,31,0
52,53.0001,1,251,206,84,INTERMEDIATE,239,2,2,31,25
52,53.0001,1,251,206,87,INTERMEDIATE,-1,4,0,22,0
52,53.0001,1,251,206,87,INTERMEDIATE,228,4,4,22,8
52,53.0001,1,251,206,110,INTERMEDIATE,-1,1,0,26,0
52,53.0001,1,251,206,110,INTERMEDIATE,239,1,1,26,25
52,53.0001,1,251,206,111,INTERMEDIATE,-1,1,0,26,0
52,53.0001,1,251,206,112,INTERMEDIATE,-1,1,0,26,0
52,53.0001,1,251,206,112,INTERMEDIATE,1,1,1,26,25
52,53.0001,1,251,206,118,INTERMEDIATE,-1,1,0,26,0
52,53.0001,1,251,206,118,INTERMEDIATE,154,1,1,26,21
52,53.0001,1,251,206,122,INTERMEDIATE,-1,1,0,19,0
52,53.0001,1,251,206,122,INTERMEDIATE,87,1,1,19,16
52,53.0001,1,251,206,123,INTERMEDIATE,-1,1,0,26,0
52,53.0001,1,251,206,132,INTERMEDIATE,-1,1,0,26,0
52,53.0001,1,251,206,132,INTERMEDIATE,122,1,1,26,19
52,53.0001,1,251,206,140,INTERMEDIATE,-1,1,0,26,0
52,53.0001,1,251,206,140,INTERMEDIATE,154,1,1,26,20
52,53.0001,1,251,206,143,INTERMEDIATE,-1,1,0,26,0
52,53.0001,1,251,206,152,INTERMEDIATE,-1,1,0,26,0
52,53.0001,1,251,206,154,INTERMEDIATE,-1,17,0,39,0
52,53.0001,1,251,206,155,INTERMEDIATE,-1,1,0,26,0
52,53.0001,1,251,206,155,INTERMEDIATE,250,1,1,26,23
52,53.0001,1,251,206,188,INTERMEDIATE,-1,2,0,31,0
52,53.0001,1,251,206,193,INTERMEDIATE,-1,1,0,26,0
52,53.0001,1,251,206,193,INTERMEDIATE,154,1,1,26,22
52,53.0001,1,251,206,198,INTERMEDIATE,-1,1,0,26,0
52,53.0001,1,251,206,206,DESTINATION,-1,0,0,0,0
52,53.0001,1,251,206,217,INTERMEDIATE,-1,4,0,6,0
52,53.0001,1,251,206,217,INTERMEDIATE,206,4,4,6,4
52,53.0001,1,251,206,228,INTERMEDIATE,-1,4,0,8,0
52,53.0001,1,251,206,228,INTERMEDIATE,217,4,4,8,6
52,53.0001,1,251,206,239,INTERMEDIATE,-1,3,0,27,0
52,53.0001,1,251,206,239,INTERMEDIATE,87,3,3,27,12
52,53.0001,1,251,206,240,INTERMEDIATE,-1,1,0,26,0
52,53.0001,1,251,206,250,INTERMEDIATE,-1,13,0,32,0
52,53.0001,1,251,206,250,INTERMEDIATE,154,13,13,32,19
52,53.0001,1,251,206,251,SOURCE,-1,0,0,0,0
52,53.0001,1,251,206,252,INTERMEDIATE,-1,1,0,26,0
52,53.0001,1,251,206,262,INTERMEDIATE,-1,1,0,26,0
