cycle,flow_id,node,planned_inbound_by_subflow,planned_inbound_by_mainflow
44,1,1,4,4
44,1,3,3,3
44,1,5,1,1
44,1,6,1,1
44,1,12,2,2
44,1,14,5,5
44,1,20,1,1
44,1,21,7,7
44,1,23,2,2
44,1,24,4,4
44,1,26,1,1
44,1,27,5,5
44,1,28,9,9
44,1,29,2,2
44,1,30,1,1
44,1,31,1,1
44,1,34,4,4
44,1,38,1,1
44,1,40,3,3
44,1,41,10,10
44,1,42,1,1
44,1,50,1,1
44,1,51,4,4
44,1,56,4,4
44,1,57,1,1
44,1,59,2,2
44,1,60,5,5
44,1,61,1,1
44,1,62,2,2
44,1,63,1,1
44,1,64,3,3
44,1,67,1,1
44,1,70,30,30
44,1,71,8,8
44,1,75,4,4
44,1,76,7,7
44,1,77,3,3
44,1,82,1,1
44,1,84,4,4
44,1,89,1,1
44,1,108,13,13
44,1,109,1,1
44,1,110,2,2
44,1,111,5,5
44,1,112,3,3
44,1,116,3,3
44,1,118,1,1
44,1,120,1,1
44,1,121,1,1
44,1,122,1,1
44,1,123,1,1
44,1,124,2,2
44,1,130,2,2
44,1,132,2,2
44,1,134,5,5
44,1,136,4,4
44,1,139,1,1
44,1,140,1,1
44,1,143,3,3
44,1,148,1,1
44,1,152,4,4
44,1,154,2,2
44,1,155,8,8
44,1,159,2,2
44,1,161,2,2
44,1,164,6,6
44,1,165,4,4
44,1,168,1,1
44,1,182,4,4
44,1,183,1,1
44,1,188,1,1
44,1,189,1,1
44,1,193,2,2
44,1,194,10,10
44,1,196,2,2
44,1,197,1,1
44,1,198,2,2
44,1,227,1,1
44,1,228,1,1
44,1,236,1,1
44,1,237,7,7
44,1,238,15,15
44,1,239,9,9
44,1,240,1,1
44,1,247,1,1
44,1,248,1,1
44,1,249,6,6
44,1,250,16,16
44,1,251,2,2
44,1,258,1,1
44,1,259,3,3
44,1,260,2,2
44,1,261,8,8
44,1,262,2,2
44,1,271,1,1
44,2,3,1,1
44,2,5,4,4
44,2,8,3,3
44,2,19,2,2
44,2,29,1,1
44,2,30,4,4
44,2,31,2,2
44,2,39,3,3
44,2,45,1,1
44,2,48,1,1
44,2,49,3,3
44,2,52,3,3
44,2,54,3,3
44,2,57,23,23
44,2,64,1,1
44,2,65,4,4
44,2,66,2,2
44,2,73,2,2
44,2,79,1,1
44,2,82,10,10
44,2,83,1,1
44,2,89,6,6
44,2,90,1,1
44,2,91,32,32
44,2,92,4,4
44,2,98,4,4
44,2,100,5,5
44,2,101,1,1
44,2,103,5,5
44,2,106,1,1
44,2,107,6,6
44,2,113,3,3
44,2,121,3,3
44,2,126,2,2
44,2,134,1,1
44,2,139,20,20
44,2,142,1,1
44,2,144,3,3
44,2,150,7,7
44,2,160,1,1
44,2,161,1,1
44,2,168,2,2
44,2,171,1,1
44,2,176,19,19
44,2,179,1,1
44,2,180,1,1
44,2,184,6,6
44,2,186,3,3
44,2,190,1,1
44,2,197,11,11
44,2,199,9,9
44,2,259,1,1
44,2,260,1,1
44,2,271,1,1
44,2,272,1,1
44,2,273,2,2
44,2,284,12,12
44,2,285,23,23
44,2,286,10,10
44,2,295,5,5
44,2,296,12,12
44,2,297,3,3
44,2,306,2,2
