cycle_id,flow_id,node_id,prev_hop_id,hop_delay_sum_ms,hop_delay_count,mean_delay_ms
8,0,25,125,4.59,1,4.59
8,0,27,155,1.359,1,1.359
8,0,30,70,1.718,1,1.718
8,0,30,111,1.531,1,1.531
8,0,38,70,1.993,1,1.993
8,0,42,70,1.684,1,1.684
8,0,46,51,2.005,1,2.005
8,0,51,56,1.835,1,1.835
8,0,56,120,1.594,1,1.594
8,0,67,70,1.486,1,1.486
8,0,75,70,1.765,1,1.765
8,0,108,46,1.508,1,1.508
8,0,110,70,1.276,1,1.276
8,0,110,132,1.312,1,1.312
8,0,111,70,2.923,1,2.923
8,0,120,148,2.295,1,2.295
8,0,122,70,2.03,1,2.03
8,0,123,70,1.781,1,1.781
8,0,125,27,1.497,1,1.497
8,0,132,70,1.589,1,1.589
8,0,140,42,2.282,1,2.282
8,0,140,70,2.256,1,2.256
8,0,140,110,4.035,2,2.0175
8,0,148,25,1.484,1,1.484
8,0,155,70,3.073,1,3.073
8,0,188,70,2.321,1,2.321
8,0,188,140,2.334,1,2.334
8,0,194,108,1.293,1,1.293
8,0,195,70,1.565,1,1.565
8,0,198,70,2.285,1,2.285
8,0,240,70,1.444,1,1.444
8,1,25,28,1.565,1,1.565
8,1,26,226,1.655,1,1.655
8,1,27,30,6.747,3,2.249
8,1,28,239,16.877,10,1.6877
8,1,30,110,4.015,2,2.0075
8,1,30,132,1.905,1,1.905
8,1,38,241,1.795,1,1.795
8,1,42,70,2.644,1,2.644
8,1,42,122,1.809,1,1.809
8,1,42,195,1.469,1,1.469
8,1,42,241,1.773,1,1.773
8,1,50,237,2.21,1,2.21
8,1,56,120,5.845,3,1.94833
8,1,56,164,4.678,2,2.339
8,1,59,56,1.801,1,1.801
8,1,67,241,1.965,1,1.965
8,1,70,241,1.255,1,1.255
8,1,76,28,1.942,1,1.942
8,1,87,25,3.475,1,3.475
8,1,87,28,2.086,1,2.086
8,1,105,28,1.586,1,1.586
8,1,110,230,2.203,1,2.203
8,1,110,241,1.325,1,1.325
8,1,120,76,2.072,1,2.072
8,1,120,87,3.91,2,1.955
8,1,122,241,1.58,1,1.58
8,1,123,27,5.788,3,1.92933
8,1,132,241,1.463,1,1.463
8,1,135,50,1.276,1,1.276
8,1,135,236,1.292,1,1.292
8,1,136,182,2.194,1,2.194
8,1,136,237,2.016,1,2.016
8,1,140,241,2.492,1,2.492
8,1,155,241,1.576,1,1.576
8,1,164,28,2.054,1,2.054
8,1,164,105,2.528,1,2.528
8,1,182,56,4.815,2,2.4075
8,1,188,42,4.267,2,2.1335
8,1,188,241,2.095,1,2.095
8,1,195,241,2.056,1,2.056
8,1,198,241,1.645,1,1.645
8,1,224,135,1.752,1,1.752
8,1,226,227,1.858,1,1.858
8,1,227,28,1.704,1,1.704
8,1,230,241,1.684,1,1.684
8,1,236,182,1.845,1,1.845
8,1,237,56,3.491,2,1.7455
8,1,239,240,20.04,12,1.67
8,1,240,38,2.88,1,2.88
8,1,240,241,19.471,11,1.77009
