Cycle No., Flow No., PDR_k (%), d_k (ms), e2e_latency (ms), Jitter (ms), lambda_t, cpu_overhead (ms)
18, 1, 9.5581, 17.657, 393.592, 5.64281, 8, 43.717
18, 2, 39.1756, 14.0782, 373.673, 2.42678, 8, 43.717
