Cycle No., Flow No., PDR_k (%), d_k (ms), e2e_latency (ms), Jitter (ms), lambda_t, cpu_overhead (ms)
15, 1, 8.6845, 36.136, 506.007, 10.2921, 0, 48.664
15, 2, 18.6255, 39.0118, 493.322, 6.11196, 0, 48.664
