cycle_id,flow_id,node_id,prev_hop_id,hop_delay_sum_ms,hop_delay_count,mean_delay_ms
14,0,3,239,19.484,3,6.49467
14,0,21,247,2.067,1,2.067
14,0,27,70,1.764,1,1.764
14,0,36,249,4.181,2,2.0905
14,0,41,30,1.735,1,1.735
14,0,41,70,2.205,1,2.205
14,0,44,70,2.727,1,2.727
14,0,67,44,7.106,1,7.106
14,0,67,70,2.076,1,2.076
14,0,77,183,16.138,3,5.37933
14,0,78,249,4.597,1,4.597
14,0,108,77,1.894,1,1.894
14,0,108,180,4.55,2,2.275
14,0,110,70,1.891,1,1.891
14,0,111,70,2.897,1,2.897
14,0,111,110,1.731,1,1.731
14,0,111,118,1.764,1,1.764
14,0,118,67,2.556,1,2.556
14,0,118,70,1.588,1,1.588
14,0,122,70,1.18,1,1.18
14,0,122,132,1.494,1,1.494
14,0,123,70,1.851,1,1.851
14,0,125,27,1.653,1,1.653
14,0,132,70,1.224,1,1.224
14,0,134,3,2.769,1,2.769
14,0,180,78,1.915,1,1.915
14,0,180,249,5.704,1,5.704
14,0,183,36,8.515,2,4.2575
14,0,183,197,3.196,2,1.598
14,0,194,77,1.282,1,1.282
14,0,195,70,2.208,1,2.208
14,0,197,134,7.368,1,7.368
14,0,197,249,1.427,1,1.427
14,0,239,70,4.58,2,2.29
14,0,247,248,2.827,1,2.827
14,0,248,77,4.254,1,4.254
14,0,249,3,2.807,1,2.807
14,0,249,250,4.739,2,2.3695
14,0,250,3,1.386,1,1.386
14,0,250,239,1.612,1,1.612
14,0,251,41,2.252,1,2.252
14,0,251,70,1.669,1,1.669
14,1,27,44,3.83,2,1.915
14,1,27,67,19.743,6,3.2905
14,1,27,132,1.993,1,1.993
14,1,27,195,3.149,1,3.149
14,1,27,239,1.444,1,1.444
14,1,42,132,1.53,1,1.53
14,1,44,132,1.652,1,1.652
14,1,44,230,2.352,1,2.352
14,1,67,132,21.284,10,2.1284
14,1,70,132,1.364,1,1.364
14,1,76,105,1.712,1,1.712
14,1,76,125,3.587,2,1.7935
14,1,76,148,1.31,1,1.31
14,1,76,228,6.56,2,3.28
14,1,87,125,1.875,1,1.875
14,1,87,228,11.133,1,11.133
14,1,105,87,3.339,2,1.6695
14,1,105,151,2.867,1,2.867
14,1,110,67,5.363,1,5.363
14,1,110,132,1.788,1,1.788
14,1,118,132,1.439,1,1.439
14,1,122,67,2.304,1,2.304
14,1,122,110,3.372,1,3.372
14,1,122,132,1.444,1,1.444
14,1,123,122,2.034,1,2.034
14,1,123,195,6.478,3,2.15933
14,1,125,27,6.211,3,2.07033
14,1,125,123,3.111,2,1.5555
14,1,140,132,1.419,1,1.419
14,1,148,151,7.447,3,2.48233
14,1,148,228,8.817,2,4.4085
14,1,151,125,7.604,2,3.802
14,1,151,228,3.595,2,1.7975
14,1,155,122,1.655,1,1.655
14,1,195,67,3.206,1,3.206
14,1,195,118,1.786,1,1.786
14,1,195,132,2.005,1,2.005
14,1,195,155,1.407,1,1.407
14,1,228,27,17.75,8,2.21875
14,1,228,123,3.245,1,3.245
14,1,230,132,2.068,1,2.068
14,1,239,123,1.379,1,1.379
