cycle,flow_id,node,planned_inbound_by_subflow,planned_inbound_by_mainflow
12,1,1,2,2
12,1,3,6,6
12,1,5,1,1
12,1,6,1,1
12,1,12,2,2
12,1,14,1,1
12,1,17,1,1
12,1,21,15,15
12,1,23,1,1
12,1,24,1,1
12,1,26,1,1
12,1,27,1,1
12,1,28,1,1
12,1,29,1,1
12,1,30,19,19
12,1,34,1,1
12,1,38,1,1
12,1,40,1,1
12,1,41,1,1
12,1,42,1,1
12,1,44,7,7
12,1,46,12,12
12,1,51,1,1
12,1,56,2,2
12,1,57,1,1
12,1,59,1,1
12,1,60,1,1
12,1,63,9,9
12,1,64,1,1
12,1,67,2,2
12,1,70,30,30
12,1,71,1,1
12,1,75,9,9
12,1,76,1,1
12,1,80,1,1
12,1,87,1,1
12,1,89,1,1
12,1,110,6,6
12,1,111,2,2
12,1,112,1,1
12,1,114,1,1
12,1,118,2,2
12,1,120,1,1
12,1,121,1,1
12,1,122,2,2
12,1,123,2,2
12,1,125,1,1
12,1,127,1,1
12,1,129,13,13
12,1,130,2,2
12,1,132,9,9
12,1,136,1,1
12,1,140,1,1
12,1,143,3,3
12,1,148,1,1
12,1,152,1,1
12,1,154,3,3
12,1,155,3,3
12,1,162,2,2
12,1,164,1,1
12,1,165,3,3
12,1,168,1,1
12,1,175,1,1
12,1,182,1,1
12,1,184,1,1
12,1,188,2,2
12,1,193,1,1
12,1,195,4,4
12,1,198,2,2
12,1,225,1,1
12,1,226,1,1
12,1,227,1,1
12,1,228,1,1
12,1,230,1,1
12,1,235,1,1
12,1,236,1,1
12,1,237,2,2
12,1,238,4,4
12,1,239,10,10
12,1,240,4,4
12,1,241,2,2
12,1,246,1,1
12,1,247,16,16
12,1,248,24,24
12,1,249,24,24
12,1,250,20,20
12,1,251,9,9
12,1,252,2,2
12,1,257,3,3
12,1,258,7,7
12,1,261,1,1
12,1,262,1,1
12,1,268,1,1
12,1,271,1,1
12,1,272,1,1
12,1,273,1,1
12,2,1,1,1
12,2,3,6,6
12,2,5,2,2
12,2,6,7,7
12,2,12,1,1
12,2,13,1,1
12,2,17,1,1
12,2,18,1,1
12,2,20,1,1
12,2,22,1,1
12,2,24,1,1
12,2,25,2,2
12,2,26,1,1
12,2,27,5,5
12,2,28,13,13
12,2,29,1,1
12,2,30,10,10
12,2,36,1,1
12,2,37,1,1
12,2,41,4,4
12,2,44,2,2
12,2,46,1,1
12,2,48,1,1
12,2,50,1,1
12,2,51,1,1
12,2,56,2,2
12,2,57,11,11
12,2,59,1,1
12,2,60,6,6
12,2,62,1,1
12,2,64,5,5
12,2,70,1,1
12,2,71,1,1
12,2,73,12,12
12,2,75,6,6
12,2,76,8,8
12,2,77,1,1
12,2,78,1,1
12,2,79,1,1
12,2,80,1,1
12,2,84,15,15
12,2,87,2,2
12,2,89,1,1
12,2,94,3,3
12,2,105,8,8
12,2,108,1,1
12,2,110,1,1
12,2,111,3,3
12,2,112,2,2
12,2,114,4,4
12,2,118,1,1
12,2,120,34,34
12,2,121,7,7
12,2,122,1,1
12,2,123,5,5
12,2,124,2,2
12,2,125,1,1
12,2,127,2,2
12,2,130,1,1
12,2,132,2,2
12,2,134,7,7
12,2,136,1,1
12,2,139,8,8
12,2,140,1,1
12,2,141,1,1
12,2,143,1,1
12,2,148,10,10
12,2,152,8,8
12,2,154,1,1
12,2,155,1,1
12,2,159,1,1
12,2,161,4,4
12,2,164,5,5
12,2,165,1,1
12,2,166,2,2
12,2,167,1,1
12,2,168,1,1
12,2,175,1,1
12,2,178,1,1
12,2,182,1,1
12,2,184,6,6
12,2,188,1,1
12,2,193,5,5
12,2,194,1,1
12,2,195,2,2
12,2,196,2,2
12,2,198,4,4
12,2,215,4,4
12,2,216,6,6
12,2,217,1,1
12,2,224,1,1
12,2,225,1,1
12,2,226,6,6
12,2,227,13,13
12,2,228,13,13
12,2,236,1,1
12,2,237,2,2
12,2,238,15,15
12,2,239,17,17
12,2,240,1,1
12,2,247,1,1
12,2,248,1,1
12,2,249,9,9
12,2,250,11,11
12,2,251,5,5
12,2,252,1,1
12,2,258,1,1
12,2,259,1,1
12,2,260,5,5
12,2,261,11,11
12,2,262,2,2
12,2,269,1,1
12,2,270,1,1
12,2,271,4,4
12,2,273,1,1
12,2,282,1,1
