node_id,reported_vx,reported_vy,derived_vx,derived_vy,spoof_dev
0,13.8242,-0.660108,13.8273,-0.660244,0.003024
1,0.470028,16.413271,0.470012,16.412777,0.000495
2,-0.388826,-8.170754,-0.388667,-8.169565,0.001199
3,-1.829677,4.459225,-1.830782,4.461929,0.002922
4,-9.782136,6.290208,-9.784767,6.291886,0.003120
5,-6.117658,11.606406,-6.117677,11.606459,0.000056
6,0.289746,15.427279,0.289684,15.427225,0.000083
7,11.370975,-1.160095,11.371460,-1.160142,0.000487
8,0.149965,-7.058407,0.149965,-7.058478,0.000071
9,0.000000,0.000000,0.000000,0.000000,0.000100
10,0.000000,0.000000,0.000000,0.000000,0.000100
11,-13.930817,1.390086,-13.930584,1.390071,0.000234
12,0.589243,15.939112,0.589252,15.939500,0.000388
13,0.000712,0.000065,0.000000,0.000000,0.000715
14,8.021257,3.264205,8.022659,3.266868,0.003010
15,4.339944,-10.259848,4.340226,-10.260498,0.000708
16,0.006841,0.062996,0.000000,0.000000,0.063366
17,0.000000,0.000000,0.000000,0.000000,0.000100
18,0.000000,0.000000,0.000000,0.000000,0.000100
19,-7.309754,0.059998,-7.309441,0.059998,0.000312
20,4.025166,-3.554565,4.027728,-3.556831,0.003420
21,8.550389,-12.018874,8.549390,-12.017641,0.001588
22,7.913623,4.201924,7.913637,4.201931,0.000015
23,2.099224,0.889753,2.099532,0.889895,0.000339
24,-5.139085,7.425006,-5.138438,7.424245,0.000998
25,0.000000,0.000000,0.000000,0.000000,0.000100
26,0.000000,0.000000,8.350000,4.970000,0.000100
27,-2.896448,14.054646,-2.894123,14.056320,0.002865
28,0.109299,0.028000,0.069814,10.925755,10.897827
29,0.021000,-0.000010,5.370961,-11.882694,13.031510
30,0.462079,19.574547,0.462137,19.573857,0.000692
31,0.000000,0.000000,0.000000,0.000000,0.000100
32,3.016147,-0.321867,11.623470,-1.650487,8.709261
33,-11.427044,0.259936,-11.426515,0.259929,0.000529
34,0.000000,0.000000,13.756533,6.306595,0.000100
35,0.000000,0.000000,0.000000,0.000000,0.000100
36,12.577292,11.496666,12.568136,11.488296,0.012405
37,-5.349400,0.080127,-5.352667,0.080170,0.003267
38,-7.589895,-0.040000,-7.590032,-0.040007,0.000138
39,-0.000712,0.005843,-1.739856,3.069358,3.522747
40,0.000000,0.000000,11.102726,-11.650306,0.000100
41,0.380135,15.005186,0.380128,15.004690,0.000495
42,-6.604164,2.791760,-6.602171,2.790892,0.002174
43,11.242325,-1.140236,11.242564,-1.140262,0.000240
44,5.369695,4.629738,5.369647,4.629696,0.000064
45,-0.000712,-0.000065,-0.209747,-7.160031,7.163017
46,-0.006841,0.062996,-8.191597,11.093236,13.735226
47,0.000000,0.000000,0.000000,0.000000,0.000100
48,5.723830,-13.789223,5.723747,-13.789021,0.000218
49,0.000712,0.005843,0.000000,0.000000,0.005886
50,-0.157628,0.116488,-6.080156,10.264409,11.749751
51,14.044025,12.633189,14.044043,12.633075,0.000116
52,5.042508,-1.228500,5.045729,-1.228071,0.003250
53,4.308781,-12.106069,4.309152,-12.106338,0.000458
54,-13.392958,3.902713,-13.391551,3.902601,0.001411
55,0.000000,0.000000,0.000000,0.000000,0.000100
56,-2.268023,3.676747,-2.267330,3.675615,0.001328
57,-12.011197,-10.751072,-12.008037,-10.748242,0.004241
58,0.000000,0.000000,-2.256016,-6.528912,0.000100
59,11.236060,10.296045,11.236202,10.296153,0.000178
60,-3.193372,8.819681,-3.193320,8.819642,0.000065
61,8.437789,-12.146926,8.437596,-12.146656,0.000332
62,-0.379978,-14.925164,-0.380039,-14.925095,0.000092
63,0.225183,0.166411,0.226403,0.167300,0.001510
64,-5.181506,12.422705,-5.181600,12.422906,0.000222
65,0.000000,0.000000,-16.014806,0.743919,0.000100
66,0.000000,0.000000,-0.000007,0.000000,0.000100
67,0.000000,0.000000,-4.680000,5.900000,0.000100
68,0.000000,0.000000,13.610000,-2.110000,0.000100
69,-0.027384,-0.005843,-4.277477,-6.336263,7.624796
70,0.048999,0.028000,0.401355,16.304902,16.280716
71,0.048999,0.110638,12.290420,11.110380,16.457421
72,9.669581,-0.089994,9.669614,-0.089994,0.000033
73,-5.138959,11.897592,-5.138962,11.897605,0.000013
74,17.604042,-0.749741,17.603612,-0.749722,0.000430
75,0.440392,16.434100,0.440418,16.434269,0.000170
76,0.048999,0.028000,3.018032,10.613064,10.993577
77,0.000000,0.000000,0.000000,0.000000,0.000100
78,-15.101141,-6.820590,-15.100857,-6.819992,0.000662
79,11.507435,9.807820,11.507502,9.807880,0.000090
80,0.006841,0.000010,0.000000,0.000000,0.006841
81,15.940526,-0.549654,15.940361,-0.549641,0.000166
82,4.631310,-13.412944,4.631611,-13.412725,0.000372
83,5.335906,-12.520392,5.335713,-12.519930,0.000501
84,-0.156141,-9.378700,-0.156429,-9.381201,0.002518
85,5.101696,-9.914393,5.101027,-9.913432,0.001172
