cycle_id,sim_time_s,flow_id,flow_source,flow_destination,node_id,node_type,num_active_next_hops,sum_abs_ff_deviation,sum_abs_ff_deviation_normalized,threshold,detected,total_inbound,total_outbound,node_pdr,mean_pdr_flow,pdr_deviation,inbound_ratio
57,58.0001,0,70,68,1,VEHICLE,1,0.0000,0.0000,0.5000,0,7,7,100.00,76.67,-23.33,0.4286
57,58.0001,0,70,68,6,VEHICLE,1,0.0000,0.0000,0.5000,0,1,1,100.00,76.67,-23.33,4.0000
57,58.0001,0,70,68,12,VEHICLE,0,1.0000,1.0000,0.5000,0,1,0,0.00,76.67,76.67,1.0000
57,58.0001,0,70,68,27,VEHICLE,1,0.0000,0.0000,0.5000,0,1,1,100.00,76.67,-23.33,5.0000
57,58.0001,0,70,68,30,VEHICLE,1,0.0000,0.0000,0.5000,0,1,1,100.00,76.67,-23.33,1.0000
57,58.0001,0,70,68,41,VEHICLE,0,1.0000,1.0000,0.5000,0,2,0,0.00,76.67,76.67,3.5000
57,58.0001,0,70,68,45,VEHICLE,1,0.0000,0.0000,0.5000,0,1,1,100.00,76.67,-23.33,2.0000
57,58.0001,0,70,68,62,VEHICLE,1,0.0000,0.0000,0.5000,0,1,1,100.00,76.67,-23.33,2.0000
57,58.0001,0,70,68,71,VEHICLE,4,0.6000,0.1500,0.5000,1,5,5,100.00,76.67,-23.33,1.6000
57,58.0001,0,70,68,75,VEHICLE,1,0.8000,0.8000,0.5000,1,1,1,100.00,76.67,-23.33,5.0000
57,58.0001,0,70,68,89,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,76.67,-23.33,1.0000
57,58.0001,0,70,68,112,RSU,1,1.0000,1.0000,0.5000,1,1,1,100.00,76.67,-23.33,2.0000
57,58.0001,0,70,68,121,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,76.67,-23.33,2.0000
57,58.0001,0,70,68,130,RSU,1,0.0000,0.0000,0.5000,0,2,2,100.00,76.67,-23.33,1.0000
57,58.0001,0,70,68,143,RSU,0,1.0000,1.0000,0.5000,0,1,0,0.00,76.67,76.67,3.0000
57,58.0001,0,70,68,152,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,76.67,-23.33,2.0000
57,58.0001,0,70,68,155,RSU,0,1.0000,1.0000,0.5000,0,9,0,0.00,76.67,76.67,1.0000
57,58.0001,0,70,68,168,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,76.67,-23.33,2.0000
57,58.0001,0,70,68,171,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,76.67,-23.33,1.0000
57,58.0001,0,70,68,183,RSU,1,0.0000,0.0000,0.5000,0,2,2,100.00,76.67,-23.33,1.5000
57,58.0001,0,70,68,189,RSU,2,0.2000,0.1000,0.5000,0,8,8,100.00,76.67,-23.33,1.2500
57,58.0001,0,70,68,193,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,76.67,-23.33,2.0000
57,58.0001,0,70,68,197,RSU,1,0.0000,0.0000,0.5000,0,2,2,100.00,76.67,-23.33,2.0000
57,58.0001,0,70,68,259,RSU,0,1.0000,1.0000,0.5000,0,5,0,0.00,76.67,76.67,4.4000
57,58.0001,0,70,68,260,RSU,0,1.0000,1.0000,0.5000,0,8,0,0.00,76.67,76.67,1.5000
57,58.0001,0,70,68,261,RSU,3,0.1641,0.0547,0.5000,0,13,13,100.00,76.67,-23.33,1.1538
57,58.0001,0,70,68,262,RSU,3,0.4000,0.1333,0.5000,0,10,10,100.00,76.67,-23.33,0.6000
57,58.0001,0,70,68,272,RSU,0,1.0000,1.0000,0.5000,0,3,0,0.00,76.67,76.67,1.0000
57,58.0001,0,70,68,273,RSU,1,1.0000,1.0000,0.5000,1,1,1,100.00,76.67,-23.33,3.0000
57,58.0001,0,70,68,283,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,76.67,-23.33,1.0000
57,58.0001,1,269,138,0,VEHICLE,3,0.6984,0.2328,0.5000,1,18,18,100.00,100.00,0.00,0.3889
57,58.0001,1,269,138,16,VEHICLE,1,0.0000,0.0000,0.5000,0,2,2,100.00,100.00,0.00,1.5000
57,58.0001,1,269,138,46,VEHICLE,1,0.0000,0.0000,0.5000,0,16,16,100.00,100.00,0.00,0.5000
57,58.0001,1,269,138,61,VEHICLE,1,0.0000,0.0000,0.5000,0,2,2,100.00,100.00,0.00,1.5000
57,58.0001,1,269,138,72,VEHICLE,4,0.2000,0.0500,0.5000,0,5,5,100.00,100.00,0.00,1.2000
57,58.0001,1,269,138,85,RSU,1,0.0000,0.0000,0.5000,0,4,4,100.00,100.00,0.00,0.2500
57,58.0001,1,269,138,93,RSU,1,0.0000,0.0000,0.5000,0,4,4,100.00,100.00,0.00,1.0000
57,58.0001,1,269,138,115,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,100.00,0.00,3.0000
57,58.0001,1,269,138,141,RSU,1,0.0000,0.0000,0.5000,0,10,10,100.00,100.00,0.00,0.6000
57,58.0001,1,269,138,153,RSU,6,0.1389,0.0231,0.5000,0,9,9,100.00,100.00,0.00,0.8889
57,58.0001,1,269,138,156,RSU,1,0.0000,0.0000,0.5000,0,2,2,100.00,100.00,0.00,1.5000
57,58.0001,1,269,138,162,RSU,6,0.2778,0.0463,0.5000,0,12,12,100.00,100.00,0.00,0.7500
57,58.0001,1,269,138,166,RSU,2,0.2667,0.1333,0.5000,0,5,5,100.00,100.00,0.00,0.6000
57,58.0001,1,269,138,191,RSU,3,0.5778,0.1926,0.5000,1,18,18,100.00,100.00,0.00,0.2778
57,58.0001,1,269,138,257,RSU,1,0.0000,0.0000,0.5000,0,4,4,100.00,100.00,0.00,1.2500
57,58.0001,1,269,138,258,RSU,2,0.2000,0.1000,0.5000,0,4,4,100.00,100.00,0.00,1.2500
57,58.0001,1,269,138,268,RSU,4,0.1667,0.0417,0.5000,0,12,12,100.00,100.00,0.00,0.8333
57,58.0001,1,269,138,270,RSU,1,0.0000,0.0000,0.5000,0,4,4,100.00,100.00,0.00,1.2500
57,58.0001,1,269,138,279,RSU,3,0.5035,0.1678,0.5000,1,22,22,100.00,100.00,0.00,0.5909
57,58.0001,1,269,138,280,RSU,8,0.2727,0.0341,0.5000,0,8,8,100.00,100.00,0.00,1.3750
57,58.0001,1,269,138,290,RSU,1,0.0000,0.0000,0.5000,0,8,8,100.00,100.00,0.00,1.2500
