cycle_id,flow_id,node_id,prev_hop_id,hop_delay_sum_ms,hop_delay_count,mean_delay_ms
36,0,67,70,8.315,4,2.07875
36,0,193,70,1.597,1,1.597
36,0,240,70,7.474,4,1.8685
36,0,250,70,7.701,4,1.92525
36,1,1,250,1.556,1,1.556
36,1,2,273,1.622,1,1.622
36,1,3,64,1.44,1,1.44
36,1,3,180,2.355,1,2.355
36,1,30,57,1.953,1,1.953
36,1,30,79,1.62,1,1.62
36,1,30,168,2.15,1,2.15
36,1,30,273,2.189,1,2.189
36,1,31,273,1.544,1,1.544
36,1,45,273,1.322,1,1.322
36,1,57,127,2.662,1,2.662
36,1,57,168,2.499,1,2.499
36,1,57,184,3.159,2,1.5795
36,1,57,273,2.063,1,2.063
36,1,62,57,1.587,1,1.587
36,1,62,273,2.544,1,2.544
36,1,64,161,3.492,1,3.492
36,1,66,45,2.048,1,2.048
36,1,84,130,2.023,1,2.023
36,1,84,262,1.516,1,1.516
36,1,94,273,2.353,1,2.353
36,1,121,273,1.758,1,1.758
36,1,127,273,2.375,1,2.375
36,1,130,263,2.045,1,2.045
36,1,132,84,3.338,2,1.669
36,1,139,273,1.897,1,1.897
36,1,161,57,1.943,1,1.943
36,1,168,176,1.806,1,1.806
36,1,168,273,2.059,1,2.059
36,1,171,273,2.453,1,2.453
36,1,176,273,1.945,1,1.945
36,1,180,57,1.482,1,1.482
36,1,184,2,1.798,1,1.798
36,1,184,31,2.502,1,2.502
36,1,184,66,2.387,1,2.387
36,1,184,94,2.215,1,2.215
36,1,184,121,2.011,1,2.011
36,1,184,139,2.133,1,2.133
36,1,184,171,1.903,1,1.903
36,1,184,273,2.262,1,2.262
36,1,184,284,1.904,1,1.904
36,1,250,3,4.273,2,2.1365
36,1,262,273,1.96,1,1.96
36,1,263,274,2.117,1,2.117
36,1,274,273,2.043,1,2.043
36,1,284,273,2.035,1,2.035
