cycle,timestamp,flow_id,src,dst,from_node,to_node,delta_value
1,1.2985,1,70,68,1,240,1.0
1,1.2985,1,70,68,3,5,0.25
1,1.2985,1,70,68,3,134,0.25
1,1.2985,1,70,68,3,249,0.5
1,1.2985,1,70,68,5,79,1.0
1,1.2985,1,70,68,12,30,1.0
1,1.2985,1,70,68,20,236,1.0
1,1.2985,1,70,68,21,257,1.0
1,1.2985,1,70,68,24,77,1.0
1,1.2985,1,70,68,26,236,1.0
1,1.2985,1,70,68,30,75,1.0
1,1.2985,1,70,68,34,71,1.0
1,1.2985,1,70,68,38,41,1.0
1,1.2985,1,70,68,41,67,1.0
1,1.2985,1,70,68,42,41,1.0
1,1.2985,1,70,68,44,1,1.0
1,1.2985,1,70,68,46,247,1.0
1,1.2985,1,70,68,50,236,1.0
1,1.2985,1,70,68,51,71,1.0
1,1.2985,1,70,68,56,24,1.0
1,1.2985,1,70,68,59,34,1.0
1,1.2985,1,70,68,60,56,1.0
1,1.2985,1,70,68,63,247,1.0
1,1.2985,1,70,68,67,111,1.0
1,1.2985,1,70,68,70,132,0.033333
1,1.2985,1,70,68,70,188,0.033333
1,1.2985,1,70,68,70,44,0.033333
1,1.2985,1,70,68,70,241,0.033333
1,1.2985,1,70,68,70,140,0.033333
1,1.2985,1,70,68,70,38,0.033333
1,1.2985,1,70,68,70,154,0.033333
1,1.2985,1,70,68,70,195,0.033333
1,1.2985,1,70,68,70,42,0.033333
1,1.2985,1,70,68,70,110,0.033333
1,1.2985,1,70,68,70,118,0.033333
1,1.2985,1,70,68,70,41,0.033333
1,1.2985,1,70,68,70,12,0.033333
1,1.2985,1,70,68,70,67,0.033333
1,1.2985,1,70,68,70,130,0.033333
1,1.2985,1,70,68,70,111,0.033333
1,1.2985,1,70,68,70,1,0.033333
1,1.2985,1,70,68,70,122,0.033333
1,1.2985,1,70,68,70,155,0.033333
1,1.2985,1,70,68,70,198,0.033333
1,1.2985,1,70,68,70,143,0.033333
1,1.2985,1,70,68,70,30,0.033333
1,1.2985,1,70,68,70,252,0.033333
1,1.2985,1,70,68,70,240,0.033333
1,1.2985,1,70,68,70,251,0.033333
1,1.2985,1,70,68,70,75,0.166667
1,1.2985,1,70,68,71,247,1.0
1,1.2985,1,70,68,73,5,1.0
1,1.2985,1,70,68,75,251,0.142857
1,1.2985,1,70,68,75,239,0.142857
1,1.2985,1,70,68,75,3,0.142857
1,1.2985,1,70,68,75,250,0.571429
1,1.2985,1,70,68,77,259,1.0
1,1.2985,1,70,68,78,77,1.0
1,1.2985,1,70,68,79,180,0.166667
1,1.2985,1,70,68,79,259,0.166667
1,1.2985,1,70,68,79,141,0.166667
1,1.2985,1,70,68,79,108,0.5
1,1.2985,1,70,68,108,194,1.0
1,1.2985,1,70,68,109,108,1.0
1,1.2985,1,70,68,110,1,1.0
1,1.2985,1,70,68,111,122,1.0
1,1.2985,1,70,68,112,121,1.0
1,1.2985,1,70,68,118,41,1.0
1,1.2985,1,70,68,120,227,1.0
1,1.2985,1,70,68,121,262,1.0
1,1.2985,1,70,68,122,75,1.0
1,1.2985,1,70,68,123,75,1.0
1,1.2985,1,70,68,124,77,1.0
1,1.2985,1,70,68,129,257,0.285714
