cycle_id,sim_time_s,flow_id,flow_source,flow_destination,forwarding_node_id,forwarding_node_type,next_hop_id,next_hop_type,unique_inbound_count,unique_outbound_to_next_hop,observed_ff,expected_ff_planned,ff_deviation
7,8.0001,0,70,68,3,VEHICLE,134,RSU,1,1,1.0000,1.0000,0.0000
7,8.0001,0,70,68,5,VEHICLE,78,VEHICLE,1,1,1.0000,1.0000,0.0000
7,8.0001,0,70,68,12,VEHICLE,30,VEHICLE,1,1,1.0000,1.0000,0.0000
7,8.0001,0,70,68,23,VEHICLE,36,VEHICLE,2,2,1.0000,1.0000,0.0000
7,8.0001,0,70,68,30,VEHICLE,143,RSU,2,2,1.0000,1.0000,0.0000
7,8.0001,0,70,68,36,VEHICLE,124,RSU,2,1,0.5000,0.1667,0.3333
7,8.0001,0,70,68,36,VEHICLE,194,RSU,2,1,0.5000,0.1667,0.3333
7,8.0001,0,70,68,38,VEHICLE,41,VEHICLE,6,6,1.0000,1.0000,0.0000
7,8.0001,0,70,68,42,VEHICLE,140,RSU,1,1,1.0000,1.0000,0.0000
7,8.0001,0,70,68,44,VEHICLE,130,RSU,1,1,1.0000,1.0000,0.0000
7,8.0001,0,70,68,57,VEHICLE,261,RSU,1,1,1.0000,0.4286,0.5714
7,8.0001,0,70,68,75,VEHICLE,3,VEHICLE,5,1,0.2000,0.2000,0.0000
7,8.0001,0,70,68,75,VEHICLE,239,RSU,5,1,0.2000,0.2000,0.0000
7,8.0001,0,70,68,75,VEHICLE,250,RSU,5,3,0.6000,0.6000,0.0000
7,8.0001,0,70,68,78,VEHICLE,194,RSU,3,3,1.0000,1.0000,0.0000
7,8.0001,0,70,68,111,RSU,38,VEHICLE,3,3,1.0000,1.0000,0.0000
7,8.0001,0,70,68,118,RSU,154,RSU,1,1,1.0000,0.2500,0.7500
7,8.0001,0,70,68,122,RSU,111,RSU,1,1,1.0000,1.0000,0.0000
7,8.0001,0,70,68,124,RSU,194,RSU,1,1,1.0000,0.2500,0.7500
7,8.0001,0,70,68,130,RSU,38,VEHICLE,2,2,1.0000,1.0000,0.0000
7,8.0001,0,70,68,132,RSU,111,RSU,1,1,1.0000,1.0000,0.0000
7,8.0001,0,70,68,134,RSU,78,VEHICLE,2,2,1.0000,1.0000,0.0000
7,8.0001,0,70,68,140,RSU,154,RSU,2,1,0.5000,0.2000,0.3000
7,8.0001,0,70,68,140,RSU,188,RSU,2,1,0.5000,0.2000,0.3000
7,8.0001,0,70,68,143,RSU,41,VEHICLE,3,1,0.3333,0.1429,0.1905
7,8.0001,0,70,68,143,RSU,75,VEHICLE,3,1,0.3333,0.1429,0.1905
7,8.0001,0,70,68,143,RSU,251,RSU,3,1,0.3333,0.1429,0.1905
7,8.0001,0,70,68,152,RSU,57,VEHICLE,1,1,1.0000,0.4444,0.5556
7,8.0001,0,70,68,154,RSU,41,VEHICLE,3,2,0.6667,0.2857,0.3810
7,8.0001,0,70,68,154,RSU,188,RSU,3,1,0.3333,0.1429,0.1905
7,8.0001,0,70,68,166,RSU,23,VEHICLE,2,2,1.0000,1.0000,0.0000
7,8.0001,0,70,68,168,RSU,152,RSU,1,1,1.0000,0.4167,0.5833
7,8.0001,0,70,68,188,RSU,41,VEHICLE,2,2,1.0000,1.0000,0.0000
7,8.0001,0,70,68,194,RSU,258,RSU,5,4,0.8000,0.4000,0.4000
7,8.0001,0,70,68,194,RSU,259,RSU,5,1,0.2000,0.6000,-0.4000
7,8.0001,0,70,68,195,RSU,198,RSU,1,1,1.0000,1.0000,0.0000
7,8.0001,0,70,68,239,RSU,238,RSU,1,1,1.0000,0.2000,0.8000
7,8.0001,0,70,68,249,RSU,5,VEHICLE,1,1,1.0000,1.0000,0.0000
7,8.0001,0,70,68,250,RSU,134,RSU,3,1,0.3333,0.6000,-0.2667
