cycle_id,flow_id,node_id,prev_hop_id,hop_delay_sum_ms,hop_delay_count,mean_delay_ms
6,0,3,75,6.541,4,1.63525
6,0,5,3,7.796,4,1.949
6,0,23,5,6.738,4,1.6845
6,0,27,44,1.47,1,1.47
6,0,30,27,2.424,1,2.424
6,0,30,70,1.598,1,1.598
6,0,36,23,7.904,4,1.976
6,0,41,42,2.236,1,2.236
6,0,41,70,2.295,1,2.295
6,0,41,118,2.085,1,2.085
6,0,41,122,2.445,1,2.445
6,0,41,140,3.68,2,1.84
6,0,42,70,2.209,1,2.209
6,0,44,70,2.056,1,2.056
6,0,67,30,3.979,2,1.9895
6,0,67,70,1.415,1,1.415
6,0,75,70,7.248,4,1.812
6,0,108,194,7.293,4,1.82325
6,0,110,70,1.863,1,1.863
6,0,111,41,3.664,2,1.832
6,0,111,70,2.448,1,2.448
6,0,111,110,1.644,1,1.644
6,0,118,70,2.075,1,2.075
6,0,122,70,1.739,1,1.739
6,0,132,70,1.785,1,1.785
6,0,140,70,2.158,1,2.158
6,0,140,198,1.826,1,1.826
6,0,168,41,8.2,4,2.05
6,0,168,111,5.866,3,1.95533
6,0,188,70,1.923,1,1.923
6,0,194,36,6.711,4,1.67775
6,0,195,70,2.362,1,2.362
6,0,198,70,1.441,1,1.441
6,1,3,239,1.754,1,1.754
6,1,27,125,2.867,1,2.867
6,1,28,125,1.884,1,1.884
6,1,30,125,2.564,1,2.564
6,1,30,229,2.188,1,2.188
6,1,44,230,22.728,13,1.74831
6,1,123,125,1.718,1,1.718
6,1,125,217,7.278,4,1.8195
6,1,125,218,7.296,4,1.824
6,1,168,250,1.268,1,1.268
6,1,206,207,5.872,3,1.95733
6,1,207,208,10.07,6,1.67833
6,1,208,219,10.026,6,1.671
6,1,217,206,6.538,3,2.17933
6,1,217,218,7.91,4,1.9775
6,1,218,207,5.721,3,1.907
6,1,218,219,15.341,8,1.91763
6,1,220,219,12.758,6,2.12633
6,1,228,125,1.571,1,1.571
6,1,228,217,6.503,3,2.16767
6,1,229,125,1.88,1,1.88
6,1,230,219,18.513,10,1.8513
6,1,230,231,6.116,3,2.03867
6,1,231,220,11.656,6,1.94267
6,1,239,28,1.638,1,1.638
6,1,239,228,8.061,4,2.01525
6,1,250,239,6.697,4,1.67425
