cycle,flow_id,node,planned_inbound_by_subflow,planned_inbound_by_mainflow
46,1,1,6,6
46,1,3,1,1
46,1,6,2,2
46,1,12,2,2
46,1,14,4,4
46,1,21,11,11
46,1,24,6,6
46,1,26,1,1
46,1,27,1,1
46,1,28,19,19
46,1,29,1,1
46,1,30,1,1
46,1,31,1,1
46,1,34,1,1
46,1,40,1,1
46,1,41,4,4
46,1,50,1,1
46,1,51,1,1
46,1,56,4,4
46,1,57,1,1
46,1,59,6,6
46,1,60,3,3
46,1,61,1,1
46,1,62,2,2
46,1,63,1,1
46,1,64,1,1
46,1,67,3,3
46,1,70,30,30
46,1,71,6,6
46,1,75,3,3
46,1,77,2,2
46,1,79,1,1
46,1,82,1,1
46,1,83,1,1
46,1,84,3,3
46,1,89,1,1
46,1,94,1,1
46,1,108,2,2
46,1,111,2,2
46,1,112,5,5
46,1,116,6,6
46,1,121,1,1
46,1,122,1,1
46,1,123,1,1
46,1,124,8,8
46,1,127,1,1
46,1,129,1,1
46,1,130,2,2
46,1,134,1,1
46,1,136,3,3
46,1,143,6,6
46,1,152,8,8
46,1,154,3,3
46,1,155,10,10
46,1,159,1,1
46,1,161,1,1
46,1,164,3,3
46,1,165,7,7
46,1,168,1,1
46,1,171,1,1
46,1,180,1,1
46,1,182,4,4
46,1,183,1,1
46,1,193,3,3
46,1,194,13,13
46,1,196,4,4
46,1,197,1,1
46,1,198,4,4
46,1,228,1,1
46,1,237,3,3
46,1,238,10,10
46,1,239,1,1
46,1,240,1,1
46,1,247,1,1
46,1,248,7,7
46,1,249,19,19
46,1,250,15,15
46,1,251,3,3
46,1,258,1,1
46,1,259,1,1
46,1,260,1,1
46,1,261,3,3
46,1,262,2,2
46,1,273,1,1
46,2,2,3,3
46,2,5,2,2
46,2,6,1,1
46,2,11,1,1
46,2,15,1,1
46,2,17,1,1
46,2,21,1,1
46,2,23,3,3
46,2,24,1,1
46,2,29,1,1
46,2,30,14,14
46,2,33,2,2
46,2,34,1,1
46,2,37,2,2
46,2,48,7,7
46,2,51,1,1
46,2,55,2,2
46,2,57,4,4
46,2,59,1,1
46,2,64,3,3
46,2,71,1,1
46,2,72,2,2
46,2,73,1,1
46,2,74,1,1
46,2,79,10,10
46,2,80,1,1
46,2,81,1,1
46,2,82,4,4
46,2,83,2,2
46,2,85,3,3
46,2,88,1,1
46,2,89,7,7
46,2,99,1,1
46,2,102,3,3
46,2,108,1,1
46,2,115,2,2
46,2,119,3,3
46,2,124,1,1
46,2,129,1,1
46,2,134,8,8
46,2,144,1,1
46,2,156,1,1
46,2,159,1,1
46,2,161,17,17
46,2,162,1,1
46,2,163,2,2
46,2,166,4,4
46,2,169,1,1
46,2,176,1,1
46,2,180,12,12
46,2,181,1,1
46,2,182,1,1
46,2,183,4,4
46,2,185,1,1
46,2,187,4,4
46,2,189,5,5
46,2,192,5,5
46,2,194,1,1
46,2,197,3,3
46,2,247,1,1
46,2,248,1,1
46,2,258,1,1
46,2,259,2,2
46,2,260,3,3
46,2,261,1,1
46,2,262,1,1
46,2,269,2,2
46,2,270,31,31
46,2,271,14,14
46,2,272,6,6
46,2,280,1,1
46,2,281,6,6
46,2,282,11,11
46,2,292,1,1
46,2,293,1,1
