cycle,flow_id,node,planned_inbound_by_subflow,planned_inbound_by_mainflow
53,1,1,5,5
53,1,6,7,7
53,1,12,7,7
53,1,14,5,5
53,1,21,3,3
53,1,23,4,4
53,1,24,8,8
53,1,27,8,8
53,1,28,1,1
53,1,29,2,2
53,1,30,3,3
53,1,31,2,2
53,1,34,4,4
53,1,36,1,1
53,1,40,3,3
53,1,41,2,2
53,1,45,3,3
53,1,50,3,3
53,1,56,7,7
53,1,59,11,11
53,1,60,1,1
53,1,61,5,5
53,1,62,3,3
53,1,63,1,1
53,1,67,2,2
53,1,70,30,30
53,1,71,2,2
53,1,75,6,6
53,1,76,1,1
53,1,77,1,1
53,1,79,2,2
53,1,82,18,18
53,1,84,1,1
53,1,89,1,1
53,1,108,1,1
53,1,110,1,1
53,1,112,3,3
53,1,116,1,1
53,1,121,3,3
53,1,124,1,1
53,1,129,1,1
53,1,130,2,2
53,1,136,1,1
53,1,139,3,3
53,1,143,3,3
53,1,148,1,1
53,1,152,3,3
53,1,154,2,2
53,1,155,4,4
53,1,159,3,3
53,1,161,4,4
53,1,165,7,7
53,1,168,7,7
53,1,180,7,7
53,1,182,6,6
53,1,183,6,6
53,1,189,10,10
53,1,193,2,2
53,1,194,1,1
53,1,196,4,4
53,1,197,19,19
53,1,198,1,1
53,1,238,1,1
53,1,239,1,1
53,1,247,1,1
53,1,248,1,1
53,1,249,2,2
53,1,250,3,3
53,1,251,3,3
53,1,258,7,7
53,1,259,18,18
53,1,260,4,4
53,1,261,10,10
53,1,262,6,6
53,1,269,1,1
53,1,270,1,1
53,2,2,1,1
53,2,3,1,1
53,2,5,1,1
53,2,6,7,7
53,2,12,1,1
53,2,23,3,3
53,2,27,8,8
53,2,28,3,3
53,2,29,1,1
53,2,30,2,2
53,2,31,1,1
53,2,38,2,2
53,2,41,1,1
53,2,42,4,4
53,2,45,2,2
53,2,48,3,3
53,2,51,1,1
53,2,57,1,1
53,2,59,1,1
53,2,62,9,9
53,2,64,2,2
53,2,67,4,4
53,2,79,1,1
53,2,82,1,1
53,2,84,4,4
53,2,85,2,2
53,2,87,1,1
53,2,89,1,1
53,2,99,1,1
53,2,109,1,1
53,2,110,5,5
53,2,111,1,1
53,2,112,12,12
53,2,118,29,29
53,2,119,1,1
53,2,121,3,3
53,2,122,2,2
53,2,123,2,2
53,2,130,1,1
53,2,132,2,2
53,2,134,1,1
53,2,139,2,2
53,2,140,4,4
53,2,143,3,3
53,2,152,2,2
53,2,154,5,5
53,2,155,1,1
53,2,159,14,14
53,2,161,4,4
53,2,163,1,1
53,2,166,1,1
53,2,168,5,5
53,2,180,4,4
53,2,183,2,2
53,2,188,3,3
53,2,189,20,20
53,2,193,1,1
53,2,197,10,10
53,2,198,6,6
53,2,228,1,1
53,2,239,4,4
53,2,240,3,3
53,2,241,2,2
53,2,250,12,12
53,2,251,8,8
53,2,252,2,2
53,2,259,1,1
53,2,260,1,1
53,2,261,3,3
53,2,262,1,1
53,2,271,6,6
53,2,272,5,5
53,2,273,1,1
