cycle,timestamp,flow_id,src,dst,from_node,to_node,delta_value
31,31.2985,1,70,68,1,152,1.0
31,31.2985,1,70,68,5,196,1.0
31,31.2985,1,70,68,6,75,1.0
31,31.2985,1,70,68,12,30,1.0
31,31.2985,1,70,68,21,68,1.0
31,31.2985,1,70,68,23,259,1.0
31,31.2985,1,70,68,24,248,1.0
31,31.2985,1,70,68,26,50,1.0
31,31.2985,1,70,68,27,84,1.0
31,31.2985,1,70,68,28,76,1.0
31,31.2985,1,70,68,29,5,1.0
31,31.2985,1,70,68,30,62,1.0
31,31.2985,1,70,68,34,68,0.166667
31,31.2985,1,70,68,34,21,0.166667
31,31.2985,1,70,68,34,165,0.166667
31,31.2985,1,70,68,34,63,0.5
31,31.2985,1,70,68,36,248,1.0
31,31.2985,1,70,68,38,1,1.0
31,31.2985,1,70,68,40,63,0.2
31,31.2985,1,70,68,40,165,0.2
31,31.2985,1,70,68,40,34,0.6
31,31.2985,1,70,68,41,152,1.0
31,31.2985,1,70,68,42,1,1.0
31,31.2985,1,70,68,46,40,1.0
31,31.2985,1,70,68,50,34,1.0
31,31.2985,1,70,68,51,194,1.0
31,31.2985,1,70,68,56,247,1.0
31,31.2985,1,70,68,59,71,1.0
31,31.2985,1,70,68,60,237,1.0
31,31.2985,1,70,68,61,68,1.0
31,31.2985,1,70,68,62,84,1.0
31,31.2985,1,70,68,63,68,0.2
31,31.2985,1,70,68,63,21,0.2
31,31.2985,1,70,68,63,165,0.6
31,31.2985,1,70,68,67,1,1.0
31,31.2985,1,70,68,70,143,0.033333
31,31.2985,1,70,68,70,123,0.033333
31,31.2985,1,70,68,70,67,0.033333
31,31.2985,1,70,68,70,240,0.033333
31,31.2985,1,70,68,70,27,0.033333
31,31.2985,1,70,68,70,110,0.033333
31,31.2985,1,70,68,70,193,0.033333
31,31.2985,1,70,68,70,122,0.033333
31,31.2985,1,70,68,70,155,0.033333
31,31.2985,1,70,68,70,12,0.033333
31,31.2985,1,70,68,70,132,0.033333
31,31.2985,1,70,68,70,154,0.033333
31,31.2985,1,70,68,70,84,0.033333
31,31.2985,1,70,68,70,38,0.033333
31,31.2985,1,70,68,70,75,0.033333
31,31.2985,1,70,68,70,239,0.033333
31,31.2985,1,70,68,70,112,0.033333
31,31.2985,1,70,68,70,118,0.033333
31,31.2985,1,70,68,70,6,0.033333
31,31.2985,1,70,68,70,251,0.033333
31,31.2985,1,70,68,70,188,0.033333
31,31.2985,1,70,68,70,1,0.033333
31,31.2985,1,70,68,70,41,0.033333
31,31.2985,1,70,68,70,198,0.033333
31,31.2985,1,70,68,70,152,0.033333
31,31.2985,1,70,68,70,250,0.166667
31,31.2985,1,70,68,71,34,1.0
31,31.2985,1,70,68,75,112,1.0
31,31.2985,1,70,68,76,227,1.0
31,31.2985,1,70,68,77,248,1.0
31,31.2985,1,70,68,78,247,1.0
31,31.2985,1,70,68,79,159,0.2
31,31.2985,1,70,68,79,109,0.2
