node_id,reported_vx,reported_vy,derived_vx,derived_vy,spoof_dev
0,-0.500434,-13.6809,-0.500498,-13.6811,0.000246
1,0.610276,13.035723,0.610291,13.035890,0.000168
2,-11.062117,-4.220802,-11.062655,-4.221000,0.000573
3,0.000000,0.000000,0.531016,-11.499621,0.000100
4,-0.099994,9.109451,-0.099986,9.108794,0.000657
5,0.994851,4.961237,0.993400,4.960042,0.001880
6,0.019987,-7.549974,0.019979,-7.549800,0.000174
7,5.292497,-0.540255,5.288337,-0.539830,0.004182
8,-9.675416,-3.868167,-9.673772,-3.867501,0.001774
9,-6.573599,0.290158,-6.572193,0.290095,0.001408
10,0.000000,0.000000,0.000000,0.000000,0.000100
11,4.979856,-12.569464,4.979442,-12.568138,0.001389
12,-7.457823,0.180193,-7.457629,0.180192,0.000194
13,0.006261,-0.007378,9.047693,-0.309579,9.046481
14,9.498143,-12.763752,9.496759,-12.762142,0.002123
15,-10.018380,0.180156,-10.016971,0.180140,0.001409
16,0.000011,0.012522,0.308054,4.061660,4.060839
17,0.000000,0.000000,-7.866486,0.550092,0.000100
18,0.939850,0.239964,0.942684,0.240690,0.002926
19,-7.623704,-7.263611,-7.623340,-7.263384,0.000429
20,3.956028,2.247741,3.958931,2.249387,0.003336
21,11.968011,-8.689696,11.969211,-8.685421,0.004440
22,7.958034,5.528634,7.952018,5.524454,0.007326
23,0.000000,0.000000,-0.100000,-0.160000,0.000100
24,-4.562556,7.384137,-4.560621,7.381006,0.003681
25,1.210223,-10.731978,1.209315,-10.723929,0.008100
26,-5.489686,10.659430,-5.489647,10.659366,0.000075
27,0.470041,15.833024,0.470227,15.832801,0.000291
28,0.041654,0.000007,-2.951130,4.862681,5.709847
29,0.000011,-0.012522,9.108797,-0.209961,9.110925
30,0.470102,18.974177,0.470087,18.973852,0.000326
31,0.016997,0.010540,0.017010,0.010548,0.000015
32,-0.000011,0.012522,-11.847761,1.099796,11.897535
33,9.821855,-0.400076,9.816556,-0.399860,0.005304
34,-6.298033,10.646675,-6.296349,10.643684,0.003432
35,1.042684,8.727939,1.042914,8.728173,0.000328
36,-12.551229,-11.376741,-12.549829,-11.378507,0.002253
37,-2.900406,8.011120,-2.900414,8.009527,0.001594
38,-8.412371,1.880535,-8.411953,1.880447,0.000427
39,-0.000000,0.007000,-5.449489,10.328900,11.672127
40,9.251919,-12.832553,9.252158,-12.832877,0.000403
41,0.000000,0.000000,-11.707700,3.600543,0.000100
42,0.000000,0.000000,0.000000,0.000000,0.000100
43,-0.849753,-6.918007,-0.849667,-6.917327,0.000685
44,-2.251237,-6.543572,-2.251151,-6.543300,0.000285
45,-0.000000,-0.007000,-14.031959,-5.466867,15.056761
46,0.078849,0.179440,-8.420000,12.060000,14.607469
47,5.012959,-12.027100,5.009420,-12.018609,0.009199
48,11.008362,-0.189914,11.008553,-0.189865,0.000197
49,-0.000000,0.007000,-19.148672,0.154739,19.149242
50,-0.483688,0.167975,-4.341730,8.303350,9.003822
51,0.000000,0.000000,0.538308,4.283578,0.000100
52,-0.169960,-7.868165,-0.169842,-7.862688,0.005478
53,0.000000,0.000000,-0.000014,0.000000,0.000100
54,0.000000,0.010000,-0.000021,0.010021,0.000029
55,12.302485,-0.430087,12.301826,-0.430069,0.000659
56,-3.107910,8.744100,-3.108131,8.744701,0.000640
57,4.831649,-6.822373,4.831481,-6.822155,0.000275
58,0.000000,0.000000,5.642932,4.732398,0.000100
59,-4.455505,6.107543,-4.455346,6.107321,0.000273
60,-3.508242,6.966508,-3.505856,6.961771,0.005304
61,7.909536,-11.369333,7.907056,-11.365366,0.004679
62,9.183328,-0.350127,9.180733,-0.350027,0.002597
63,0.000000,0.000000,-1.890000,-1.390000,0.000100
64,-12.576948,-10.742066,-12.576678,-10.741678,0.000473
65,0.000000,0.000000,0.000000,0.000000,0.000100
66,0.000000,0.000000,-17.059826,0.971315,0.000100
67,-6.407812,2.639099,-6.403545,2.637341,0.004615
68,-5.011600,-3.751195,-5.013993,-3.752985,0.002988
69,0.000000,0.007000,2.030520,6.730196,7.023131
70,-0.000191,0.000007,-7.502894,0.179591,7.504853
71,0.483688,0.167975,6.520000,3.000000,6.667640
72,0.000000,0.000000,0.000000,0.000000,0.000100
73,11.950577,10.182029,11.950830,10.182276,0.000354
74,16.748447,-0.849951,16.746852,-0.849873,0.001597
75,8.596589,0.480372,8.596115,0.480352,0.000475
76,0.329029,0.000007,9.851059,3.510376,10.148485
77,0.178439,-0.614622,0.178323,-0.614225,0.000413
78,-12.253822,-10.854527,-12.245930,-10.847537,0.010542
79,11.557035,10.238582,11.556794,10.238455,0.000271
80,-0.000011,0.012522,-11.769222,0.180154,11.770405
81,15.246561,-0.640291,15.246491,-0.640297,0.000071
82,0.000000,0.000000,-0.550000,-2.070000,0.000100
83,0.000000,0.000000,0.740000,-4.620000,0.000100
84,-0.369888,-15.895697,-0.369888,-15.895823,0.000126
85,13.363408,-0.419793,13.360749,-0.419687,0.002661
86,0.000000,0.000000,-4.390000,-2.310000,0.000100
87,9.953270,2.530872,9.953204,2.530879,0.000067
88,-4.421440,10.453390,-4.421247,10.452916,0.000512
89,0.000000,0.000000,0.630091,-3.140772,0.000100
90,0.000000,0.000000,-3.780000,0.220000,0.000100
91,-0.110206,-4.698708,-0.110267,-4.701340,0.002633
92,-0.079994,7.549576,-0.079994,7.549595,0.000018
93,-6.037882,0.159941,-6.036968,0.159910,0.000915
94,0.011898,-0.007378,11.159666,-0.129882,11.148441
95,0.000000,0.000000,12.582938,-0.470107,0.000100
96,8.630034,-0.930004,8.624787,-0.929438,0.005277
97,0.000000,0.000000,0.000000,0.000000,0.000100
98,0.000011,-0.012522,15.297286,-0.310336,15.300174
99,6.898905,-0.539914,6.894752,-0.539589,0.004166
100,0.000000,0.000000,-19.140000,0.120000,0.000100
101,0.000000,0.000000,0.120000,4.830000,0.000100
102,0.000016,-0.210000,0.000052,-0.211400,0.001401
103,0.000000,-0.007000,2.866611,-4.984322,5.743796
104,0.000000,0.000000,0.000000,0.000000,0.000100
105,-7.711303,-2.846789,-7.708141,-2.845622,0.003370
106,0.000000,0.000000,-14.210000,9.090000,0.000100
107,-0.000000,0.007000,-0.079949,7.924950,7.918353
108,-7.379658,-7.299661,-7.379241,-7.299254,0.000582
109,0.112642,-0.256343,0.112664,-0.256403,0.000064
110,-7.249975,4.359984,-7.249255,4.359549,0.000841
111,0.000000,0.000000,-3.540000,7.900000,0.000100
112,-0.239875,-7.426127,-0.239737,-7.421849,0.004280
113,17.211530,-0.540037,17.211650,-0.540037,0.000121
114,-5.067474,9.435296,-5.065226,9.431110,0.004751
115,0.000000,0.000000,6.913651,-0.120066,0.000100
116,4.310022,-12.920066,4.307574,-12.912728,0.007736
117,-1.079855,13.928202,-1.079849,13.928151,0.000051
118,-0.859923,-9.039189,-0.859581,-9.035611,0.003594
119,-0.000011,0.012522,-16.430022,0.060316,16.430080
120,-10.037570,-3.499154,-10.037406,-3.499097,0.000174
121,0.007000,0.007378,0.559033,16.640249,16.642030
122,-6.610176,-3.730104,-6.609974,-3.729998,0.000228
123,5.905530,-0.229823,5.906665,-0.229862,0.001136
124,-0.007000,-0.179440,-12.705284,-11.844779,17.243160
125,-10.240000,-0.000010,-10.240269,-0.000016,0.000270
126,0.529896,11.447743,0.529785,11.445325,0.002420
127,8.991562,-0.389643,8.991686,-0.389670,0.000127
128,0.006261,-0.012522,13.926724,-1.430668,13.992513
129,4.011624,2.761118,4.009450,2.759621,0.002640
130,0.109990,8.149258,0.109984,8.148907,0.000351
131,-0.006261,0.012522,-12.945561,1.919345,13.079046
132,2.518313,6.595582,2.518352,6.595682,0.000107
133,-1.140462,-2.600951,-1.140473,-2.600952,0.000011
134,4.660774,1.810299,4.660735,1.810282,0.000043
135,4.919358,0.549928,4.916750,0.549637,0.002623
136,0.000000,0.000000,-4.760000,-1.770000,0.000100
137,9.504342,-0.698849,9.501377,-0.698532,0.002981
138,0.170188,7.438053,0.170208,7.438902,0.000849
139,11.375165,9.945739,11.375242,9.945785,0.000090
140,-0.000272,-0.019998,-0.000273,-0.020003,0.000005
141,0.000000,0.000000,-10.090000,14.030000,0.000100
142,-0.966600,-0.823763,-0.966101,-0.823338,0.000655
143,0.059506,-0.007682,0.059553,-0.007678,0.000047
144,13.243825,-0.979545,13.243263,-0.979505,0.000563
145,0.000000,0.000000,-2.980567,-0.120011,0.000100
146,3.868829,3.429440,3.868702,3.429414,0.000130
147,-16.604668,1.960457,-16.604639,1.960447,0.000031
148,-10.192586,-3.630921,-10.192557,-3.630912,0.000030
149,0.000000,0.000000,0.000000,0.000000,0.000100
150,0.360064,7.491352,0.359894,7.491541,0.000254
151,0.000000,0.000000,7.968458,3.013211,0.000100
152,-0.485938,-15.742502,-0.485767,-15.742203,0.000344
153,0.000000,0.000000,-0.000005,0.000000,0.000100
154,0.000000,0.000000,-5.160000,4.660000,0.000100
155,-7.627878,0.179945,-7.627858,0.179940,0.000020
156,-0.000011,0.007378,-16.760073,0.569641,16.769491
157,7.699193,-6.271150,7.700665,-6.272344,0.001895
158,-0.629668,0.020444,-0.630940,0.020492,0.001273
159,0.000011,-0.012522,3.537120,-8.503082,9.197867
160,17.209072,-1.032195,17.208816,-1.032213,0.000257
161,0.000000,0.000000,0.151809,2.821854,0.000100
162,-0.000011,0.111959,-9.572753,13.093746,16.129605
163,4.766977,-0.169800,4.766101,-0.169753,0.000877
164,0.000000,0.000000,6.414939,3.111941,0.000100
165,4.162206,-5.653003,4.162408,-5.653280,0.000343
166,-1.222881,7.784533,-1.222797,7.783988,0.000552
167,9.999990,2.550018,10.000057,2.550041,0.000070
168,0.589974,16.079180,0.589979,16.079226,0.000046
169,0.000000,0.000000,5.360000,-4.030000,0.000100
170,3.329321,5.687154,3.329460,5.686351,0.000815
171,0.011898,-0.007378,3.359337,-7.988424,8.654620
172,-16.796752,0.330324,-16.796670,0.329762,0.000569
173,7.153235,3.281484,7.149987,3.279994,0.003573
174,-0.690983,8.522033,-0.690924,8.521280,0.000755
175,0.000000,0.000000,0.000003,-0.000003,0.000100
176,-3.993832,-4.247141,-3.992043,-4.245238,0.002612
177,-15.043729,0.699873,-15.043676,0.699727,0.000155
178,-0.483688,0.167975,-3.728598,10.386094,10.720979
179,0.000000,0.000000,-4.700000,0.260000,0.000100
180,7.074196,6.385660,7.073766,6.385282,0.000572
181,0.008944,-0.017889,0.008948,-0.017896,0.000009
182,-5.698054,9.256840,-5.698033,9.256811,0.000035
183,-4.748004,-2.169069,-4.749585,-2.169786,0.001736
184,11.957125,10.556024,11.957035,10.555826,0.000218
185,-0.000011,0.012522,-7.384690,0.689504,7.415644
186,0.000000,0.000000,-4.365764,-2.046515,0.000100
187,11.550030,-0.479995,11.549997,-0.479991,0.000034
188,0.000000,0.000000,-2.950987,-7.306943,0.000100
189,0.489956,-1.149975,0.490601,-1.151535,0.001688
190,7.519896,-1.509990,7.521077,-1.510228,0.001205
191,0.000000,0.000000,0.000091,-0.000202,0.000100
192,0.109964,-4.498656,0.109997,-4.500095,0.001439
193,0.010000,-7.299993,0.010004,-7.299985,0.000009
