cycle_id,sim_time_s,flow_id,flow_source,flow_destination,node_id,node_type,num_active_next_hops,sum_abs_ff_deviation,sum_abs_ff_deviation_normalized,threshold,detected,total_inbound,total_outbound,node_pdr,mean_pdr_flow,pdr_deviation,inbound_ratio
28,29.0001,0,70,68,1,VEHICLE,1,0.0000,0.0000,0.5000,0,2,2,100.00,72.34,-27.66,1.5000
28,29.0001,0,70,68,3,VEHICLE,0,1.0000,1.0000,0.5000,0,2,0,0.00,72.34,72.34,4.5000
28,29.0001,0,70,68,5,VEHICLE,2,0.5000,0.2500,0.5000,0,2,2,100.00,72.34,-27.66,2.0000
28,29.0001,0,70,68,6,VEHICLE,0,1.0000,1.0000,0.5000,0,1,0,0.00,72.34,72.34,2.0000
28,29.0001,0,70,68,12,VEHICLE,1,0.0000,0.0000,0.5000,0,3,3,100.00,72.34,-27.66,1.0000
28,29.0001,0,70,68,21,VEHICLE,1,0.0000,0.0000,0.5000,0,1,1,100.00,72.34,-27.66,4.0000
28,29.0001,0,70,68,23,VEHICLE,1,1.0000,1.0000,0.5000,1,1,1,100.00,72.34,-27.66,2.0000
28,29.0001,0,70,68,27,VEHICLE,0,1.0000,1.0000,0.5000,0,2,0,0.00,72.34,72.34,1.5000
28,29.0001,0,70,68,29,VEHICLE,1,0.7500,0.7500,0.5000,1,1,1,100.00,72.34,-27.66,4.0000
28,29.0001,0,70,68,30,VEHICLE,1,0.5385,0.5385,0.5000,1,2,2,100.00,72.34,-27.66,6.5000
28,29.0001,0,70,68,34,VEHICLE,1,0.7273,0.7273,0.5000,1,1,1,100.00,72.34,-27.66,11.0000
28,29.0001,0,70,68,38,VEHICLE,1,0.0000,0.0000,0.5000,0,1,1,100.00,72.34,-27.66,1.0000
28,29.0001,0,70,68,41,VEHICLE,0,1.0000,1.0000,0.5000,0,2,0,0.00,72.34,72.34,2.0000
28,29.0001,0,70,68,42,VEHICLE,1,0.0000,0.0000,0.5000,0,1,1,100.00,72.34,-27.66,2.0000
28,29.0001,0,70,68,67,VEHICLE,0,1.0000,1.0000,0.5000,0,1,0,0.00,72.34,72.34,2.0000
28,29.0001,0,70,68,75,VEHICLE,1,0.0000,0.0000,0.5000,0,3,3,100.00,72.34,-27.66,1.3333
28,29.0001,0,70,68,77,VEHICLE,1,0.8750,0.8750,0.5000,1,1,1,100.00,72.34,-27.66,8.0000
28,29.0001,0,70,68,110,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,72.34,-27.66,2.0000
28,29.0001,0,70,68,111,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,72.34,-27.66,4.0000
28,29.0001,0,70,68,112,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,72.34,-27.66,4.0000
28,29.0001,0,70,68,118,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,72.34,-27.66,2.0000
28,29.0001,0,70,68,122,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,72.34,-27.66,2.0000
28,29.0001,0,70,68,123,RSU,0,1.0000,1.0000,0.5000,0,2,0,0.00,72.34,72.34,2.5000
28,29.0001,0,70,68,130,RSU,0,1.0000,1.0000,0.5000,0,1,0,0.00,72.34,72.34,1.0000
28,29.0001,0,70,68,132,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,72.34,-27.66,2.0000
28,29.0001,0,70,68,134,RSU,6,0.4286,0.0714,0.5000,0,7,7,100.00,72.34,-27.66,1.4286
28,29.0001,0,70,68,152,RSU,0,1.0000,1.0000,0.5000,0,4,0,0.00,72.34,72.34,1.5000
28,29.0001,0,70,68,154,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,72.34,-27.66,2.0000
28,29.0001,0,70,68,155,RSU,0,1.0000,1.0000,0.5000,0,1,0,0.00,72.34,72.34,2.0000
28,29.0001,0,70,68,159,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,72.34,-27.66,4.0000
28,29.0001,0,70,68,161,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,72.34,-27.66,4.0000
28,29.0001,0,70,68,166,RSU,1,0.0000,0.0000,0.5000,0,2,2,100.00,72.34,-27.66,2.5000
28,29.0001,0,70,68,180,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,72.34,-27.66,5.0000
28,29.0001,0,70,68,188,RSU,0,1.0000,1.0000,0.5000,0,1,0,0.00,72.34,72.34,2.0000
28,29.0001,0,70,68,193,RSU,1,0.8333,0.8333,0.5000,1,1,1,100.00,72.34,-27.66,6.0000
28,29.0001,0,70,68,194,RSU,1,0.7368,0.7368,0.5000,1,5,5,100.00,72.34,-27.66,3.8000
28,29.0001,0,70,68,196,RSU,1,0.0000,0.0000,0.5000,0,5,5,100.00,72.34,-27.66,2.4000
28,29.0001,0,70,68,197,RSU,1,0.8000,0.8000,0.5000,1,2,2,100.00,72.34,-27.66,5.0000
28,29.0001,0,70,68,198,RSU,1,0.7500,0.7500,0.5000,1,2,2,100.00,72.34,-27.66,4.0000
28,29.0001,0,70,68,239,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,72.34,-27.66,2.0000
28,29.0001,0,70,68,240,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,72.34,-27.66,2.0000
28,29.0001,0,70,68,249,RSU,0,1.0000,1.0000,0.5000,0,1,0,0.00,72.34,72.34,12.0000
28,29.0001,0,70,68,250,RSU,2,0.5556,0.2778,0.5000,1,9,9,100.00,72.34,-27.66,2.5556
28,29.0001,0,70,68,251,RSU,0,1.0000,1.0000,0.5000,0,3,0,0.00,72.34,72.34,3.6667
28,29.0001,0,70,68,259,RSU,1,0.8000,0.8000,0.5000,1,1,1,100.00,72.34,-27.66,5.0000
28,29.0001,0,70,68,260,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,72.34,-27.66,5.0000
28,29.0001,0,70,68,261,RSU,0,1.0000,1.0000,0.5000,0,2,0,0.00,72.34,72.34,4.0000
28,29.0001,1,137,168,2,VEHICLE,1,0.0000,0.0000,0.5000,0,4,4,100.00,96.77,-3.23,1.0000
28,29.0001,1,137,168,9,VEHICLE,1,0.0000,0.0000,0.5000,0,3,3,100.00,96.77,-3.23,0.6667
28,29.0001,1,137,168,13,VEHICLE,1,0.0000,0.0000,0.5000,0,1,1,100.00,96.77,-3.23,3.0000
28,29.0001,1,137,168,31,VEHICLE,1,0.0000,0.0000,0.5000,0,7,7,100.00,96.77,-3.23,0.5714
28,29.0001,1,137,168,45,VEHICLE,3,0.0000,0.0000,0.5000,0,8,8,100.00,96.77,-3.23,1.0000
28,29.0001,1,137,168,57,VEHICLE,4,0.6842,0.1711,0.5000,1,19,19,100.00,96.77,-3.23,0.3158
28,29.0001,1,137,168,62,VEHICLE,1,0.0000,0.0000,0.5000,0,22,22,100.00,96.77,-3.23,0.3182
28,29.0001,1,137,168,66,VEHICLE,2,0.3333,0.1667,0.5000,0,2,2,100.00,96.77,-3.23,1.5000
28,29.0001,1,137,168,73,VEHICLE,1,0.0000,0.0000,0.5000,0,1,1,100.00,96.77,-3.23,2.0000
28,29.0001,1,137,168,83,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,96.77,-3.23,2.0000
28,29.0001,1,137,168,86,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,96.77,-3.23,1.0000
28,29.0001,1,137,168,91,RSU,2,0.1667,0.0833,0.5000,0,3,3,100.00,96.77,-3.23,1.3333
28,29.0001,1,137,168,94,RSU,1,0.0000,0.0000,0.5000,0,3,3,100.00,96.77,-3.23,2.0000
28,29.0001,1,137,168,98,RSU,1,0.6667,0.6667,0.5000,1,1,1,100.00,96.77,-3.23,3.0000
28,29.0001,1,137,168,101,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,96.77,-3.23,3.0000
28,29.0001,1,137,168,106,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,96.77,-3.23,2.0000
28,29.0001,1,137,168,121,RSU,6,0.5833,0.0972,0.5000,1,15,15,100.00,96.77,-3.23,0.5333
28,29.0001,1,137,168,126,RSU,2,0.3556,0.1778,0.5000,0,9,9,100.00,96.77,-3.23,0.5556
28,29.0001,1,137,168,127,RSU,2,0.0833,0.0417,0.5000,0,8,8,100.00,96.77,-3.23,0.7500
28,29.0001,1,137,168,139,RSU,2,0.2000,0.1000,0.5000,0,10,10,100.00,96.77,-3.23,0.5000
28,29.0001,1,137,168,144,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,96.77,-3.23,2.0000
28,29.0001,1,137,168,158,RSU,1,1.0000,1.0000,0.5000,1,1,1,100.00,96.77,-3.23,3.0000
28,29.0001,1,137,168,171,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,96.77,-3.23,4.0000
28,29.0001,1,137,168,179,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,96.77,-3.23,3.0000
28,29.0001,1,137,168,184,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,96.77,-3.23,5.0000
28,29.0001,1,137,168,272,RSU,0,1.0000,1.0000,0.5000,0,2,0,0.00,96.77,96.77,4.5000
28,29.0001,1,137,168,273,RSU,1,0.7000,0.7000,0.5000,1,20,20,100.00,96.77,-3.23,0.5000
28,29.0001,1,137,168,283,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,96.77,-3.23,2.0000
28,29.0001,1,137,168,284,RSU,1,0.0000,0.0000,0.5000,0,3,3,100.00,96.77,-3.23,2.0000
28,29.0001,1,137,168,294,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,96.77,-3.23,2.0000
28,29.0001,1,137,168,295,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,96.77,-3.23,2.0000
