cycle_id,sim_time_s,detected_at,node_id,flow_id,attack_type,flow_fraction,pdrn,inbound_ratio
24,25.0001,2026-07-17 20:07:49,30,0,Interleaved_Jamming_Attack,1,0,1.25
24,25.0001,2026-07-17 20:07:49,41,0,Interleaved_Jamming_Attack,1,0,2
24,25.0001,2026-07-17 20:07:49,42,0,Interleaved_Jamming_Attack,1,0,2
24,25.0001,2026-07-17 20:07:49,108,0,Interleaved_Jamming_Attack,1,0,7
24,25.0001,2026-07-17 20:07:49,111,0,Interleaved_Jamming_Attack,1,0,2
24,25.0001,2026-07-17 20:07:49,118,0,Interleaved_Jamming_Attack,1,0,2
24,25.0001,2026-07-17 20:07:49,122,0,Flow_Stretching_Attack,1,1,3
24,25.0001,2026-07-17 20:07:49,143,0,Interleaved_Jamming_Attack,1,0,2
24,25.0001,2026-07-17 20:07:49,152,0,Split_Path_Attack,1,0,3
24,25.0001,2026-07-17 20:07:49,188,0,Interleaved_Jamming_Attack,1,0,2
24,25.0001,2026-07-17 20:07:49,236,0,Interleaved_Jamming_Attack,1,0,5
24,25.0001,2026-07-17 20:07:49,251,0,Interleaved_Jamming_Attack,1,0,2
24,25.0001,2026-07-17 20:07:49,261,0,Interleaved_Jamming_Attack,1,0,3
24,25.0001,2026-07-17 20:07:49,12,1,Interleaved_Jamming_Attack,1,0,0.3529
24,25.0001,2026-07-17 20:07:49,31,1,Flow_Stretching_Attack,1,1,1.5
24,25.0001,2026-07-17 20:07:49,261,1,Interleaved_Jamming_Attack,1,0,1.1111
24,25.0001,2026-07-17 20:07:49,262,1,Flow_Stretching_Attack,0.9091,1,0.9167
24,25.0001,2026-07-17 20:07:49,274,1,Split_Path_Attack,1,0,2
13,14.0001,2026-07-17 20:08:06,1,0,Interleaved_Jamming_Attack,1,0,2
13,14.0001,2026-07-17 20:08:06,5,0,Split_Path_Attack,1,0,1
13,14.0001,2026-07-17 20:08:06,12,0,Interleaved_Jamming_Attack,1,0,2
13,14.0001,2026-07-17 20:08:06,27,0,Interleaved_Jamming_Attack,1,0,2
13,14.0001,2026-07-17 20:08:06,30,0,Interleaved_Jamming_Attack,1,0,1.3333
13,14.0001,2026-07-17 20:08:06,38,0,Interleaved_Jamming_Attack,1,0,2
13,14.0001,2026-07-17 20:08:06,41,0,Interleaved_Jamming_Attack,1,0,7
13,14.0001,2026-07-17 20:08:06,67,0,Interleaved_Jamming_Attack,1,0,2
13,14.0001,2026-07-17 20:08:06,108,0,Interleaved_Jamming_Attack,1,0,3.6667
13,14.0001,2026-07-17 20:08:06,111,0,Interleaved_Jamming_Attack,1,0,5
13,14.0001,2026-07-17 20:08:06,122,0,Flow_Stretching_Attack,1,1,3
13,14.0001,2026-07-17 20:08:06,155,0,Interleaved_Jamming_Attack,1,0,4
13,14.0001,2026-07-17 20:08:06,188,0,Interleaved_Jamming_Attack,1,0,2
13,14.0001,2026-07-17 20:08:06,198,0,Interleaved_Jamming_Attack,1,0,5
13,14.0001,2026-07-17 20:08:06,240,0,Interleaved_Jamming_Attack,1,0,0.8571
13,14.0001,2026-07-17 20:08:06,249,0,Split_Path_Attack,1,0,10
13,14.0001,2026-07-17 20:08:06,31,1,Flow_Stretching_Attack,1,1,1.6667
13,14.0001,2026-07-17 20:08:06,84,1,Flow_Stretching_Attack,1,1,1
13,14.0001,2026-07-17 20:08:06,113,1,Split_Path_Attack,1,0,0.4074
13,14.0001,2026-07-17 20:08:06,133,1,Flow_Stretching_Attack,0.8571,1,0.7778
13,14.0001,2026-07-17 20:08:06,152,1,Split_Path_Attack,1,0,2.6667
25,26.0001,2026-07-17 20:08:28,1,0,Interleaved_Jamming_Attack,1,0,1
25,26.0001,2026-07-17 20:08:28,5,0,Split_Path_Attack,1,0,1
25,26.0001,2026-07-17 20:08:28,6,0,Interleaved_Jamming_Attack,1,0,2
25,26.0001,2026-07-17 20:08:28,12,0,Interleaved_Jamming_Attack,1,0,1.5
25,26.0001,2026-07-17 20:08:28,30,0,Interleaved_Jamming_Attack,1,0,0.75
25,26.0001,2026-07-17 20:08:28,41,0,Interleaved_Jamming_Attack,1,0,5
25,26.0001,2026-07-17 20:08:28,42,0,Interleaved_Jamming_Attack,1,0,2
25,26.0001,2026-07-17 20:08:28,75,0,Interleaved_Jamming_Attack,1,0,5
25,26.0001,2026-07-17 20:08:28,118,0,Interleaved_Jamming_Attack,1,0,2
25,26.0001,2026-07-17 20:08:28,122,0,Flow_Stretching_Attack,1,1,2
25,26.0001,2026-07-17 20:08:28,123,0,Interleaved_Jamming_Attack,1,0,2
25,26.0001,2026-07-17 20:08:28,152,0,Split_Path_Attack,1,0,2
25,26.0001,2026-07-17 20:08:28,239,0,Interleaved_Jamming_Attack,1,0,2
25,26.0001,2026-07-17 20:08:28,240,0,Interleaved_Jamming_Attack,1,0,2
25,26.0001,2026-07-17 20:08:28,250,0,Interleaved_Jamming_Attack,1,0,5.8
25,26.0001,2026-07-17 20:08:28,5,1,Split_Path_Attack,1,0,1.5
25,26.0001,2026-07-17 20:08:28,66,1,Flow_Stretching_Attack,1,1,2
25,26.0001,2026-07-17 20:08:28,113,1,Split_Path_Attack,1,0,2
25,26.0001,2026-07-17 20:08:28,168,1,Flow_Stretching_Attack,1,1,1.5
25,26.0001,2026-07-17 20:08:28,176,1,Split_Path_Attack,1,0,2
25,26.0001,2026-07-17 20:08:28,197,1,Split_Path_Attack,1,0,1.5
25,26.0001,2026-07-17 20:08:28,249,1,Split_Path_Attack,1,0,1.5
25,26.0001,2026-07-17 20:08:28,250,1,Interleaved_Jamming_Attack,1,0,1
25,26.0001,2026-07-17 20:08:28,274,1,Split_Path_Attack,1,0,1.3333
14,15.0001,2026-07-17 20:08:44,1,0,Interleaved_Jamming_Attack,1,0,1
14,15.0001,2026-07-17 20:08:44,6,0,Interleaved_Jamming_Attack,1,0,1.3
14,15.0001,2026-07-17 20:08:44,12,0,Interleaved_Jamming_Attack,1,0,1
14,15.0001,2026-07-17 20:08:44,27,0,Interleaved_Jamming_Attack,1,0,1
14,15.0001,2026-07-17 20:08:44,34,0,Split_Path_Attack,1,0,1
14,15.0001,2026-07-17 20:08:44,36,0,Interleaved_Jamming_Attack,0.8,0.2,1.4
14,15.0001,2026-07-17 20:08:44,41,0,Interleaved_Jamming_Attack,1,0,4
14,15.0001,2026-07-17 20:08:44,44,0,Interleaved_Jamming_Attack,1,0,1
14,15.0001,2026-07-17 20:08:44,122,0,Flow_Stretching_Attack,1,1,2
14,15.0001,2026-07-17 20:08:44,143,0,Interleaved_Jamming_Attack,1,0,2
14,15.0001,2026-07-17 20:08:44,155,0,Interleaved_Jamming_Attack,1,0,2
14,15.0001,2026-07-17 20:08:44,197,0,Split_Path_Attack,1,0,3.5
14,15.0001,2026-07-17 20:08:44,249,0,Split_Path_Attack,1,0,2
14,15.0001,2026-07-17 20:08:44,251,0,Interleaved_Jamming_Attack,1,0,5
14,15.0001,2026-07-17 20:08:44,257,0,Split_Path_Attack,1,0,5
14,15.0001,2026-07-17 20:08:44,12,1,Interleaved_Jamming_Attack,1,0,1
14,15.0001,2026-07-17 20:08:44,27,1,Interleaved_Jamming_Attack,0.3626,0.11109999999999999,2.1111
14,15.0001,2026-07-17 20:08:44,42,1,Interleaved_Jamming_Attack,1,0,2
14,15.0001,2026-07-17 20:08:44,44,1,Interleaved_Jamming_Attack,1,0,2
14,15.0001,2026-07-17 20:08:44,143,1,Interleaved_Jamming_Attack,1,0,3
14,15.0001,2026-07-17 20:08:44,155,1,Interleaved_Jamming_Attack,1,0,0.6154
14,15.0001,2026-07-17 20:08:44,188,1,Interleaved_Jamming_Attack,1,0,2
14,15.0001,2026-07-17 20:08:44,228,1,Split_Path_Attack,1,0,15
26,27.0001,2026-07-17 20:09:03,6,0,Interleaved_Jamming_Attack,1,0,0.9167
26,27.0001,2026-07-17 20:09:03,12,0,Interleaved_Jamming_Attack,1,0,1.5
26,27.0001,2026-07-17 20:09:03,27,0,Interleaved_Jamming_Attack,1,0,3
26,27.0001,2026-07-17 20:09:03,41,0,Interleaved_Jamming_Attack,1,0,7
26,27.0001,2026-07-17 20:09:03,67,0,Interleaved_Jamming_Attack,1,0,1.5
26,27.0001,2026-07-17 20:09:03,75,0,Interleaved_Jamming_Attack,1,0,2.5
26,27.0001,2026-07-17 20:09:03,111,0,Interleaved_Jamming_Attack,1,0,2
26,27.0001,2026-07-17 20:09:03,122,0,Flow_Stretching_Attack,1,1,2
26,27.0001,2026-07-17 20:09:03,143,0,Interleaved_Jamming_Attack,1,0,3
26,27.0001,2026-07-17 20:09:03,152,0,Split_Path_Attack,1,0,4
26,27.0001,2026-07-17 20:09:03,198,0,Interleaved_Jamming_Attack,1,0,3
26,27.0001,2026-07-17 20:09:03,240,0,Interleaved_Jamming_Attack,1,0,2
26,27.0001,2026-07-17 20:09:03,250,0,Interleaved_Jamming_Attack,1,0,4.6667
26,27.0001,2026-07-17 20:09:03,261,0,Interleaved_Jamming_Attack,1,0,11
26,27.0001,2026-07-17 20:09:03,31,1,Flow_Stretching_Attack,1,1,1.3333
26,27.0001,2026-07-17 20:09:03,66,1,Flow_Stretching_Attack,1,1,1.4286
26,27.0001,2026-07-17 20:09:03,127,1,Split_Path_Attack,1,0,3
26,27.0001,2026-07-17 20:09:03,168,1,Flow_Stretching_Attack,1,1,3
26,27.0001,2026-07-17 20:09:03,176,1,Split_Path_Attack,1,0,0.7692
15,16.0001,2026-07-17 20:09:27,6,0,Interleaved_Jamming_Attack,1,0,2.5
15,16.0001,2026-07-17 20:09:27,12,0,Interleaved_Jamming_Attack,1,0,1.6667
15,16.0001,2026-07-17 20:09:27,27,0,Interleaved_Jamming_Attack,1,0,2
15,16.0001,2026-07-17 20:09:27,41,0,Interleaved_Jamming_Attack,1,0,1.3333
15,16.0001,2026-07-17 20:09:27,44,0,Interleaved_Jamming_Attack,1,0,2
15,16.0001,2026-07-17 20:09:27,63,0,Split_Path_Attack,1,0,8
15,16.0001,2026-07-17 20:09:27,111,0,Interleaved_Jamming_Attack,0.0857,0.2,1.4
15,16.0001,2026-07-17 20:09:27,239,0,Interleaved_Jamming_Attack,1,0,0.8
15,16.0001,2026-07-17 20:09:27,5,1,Split_Path_Attack,1,0,2
15,16.0001,2026-07-17 20:09:27,34,1,Split_Path_Attack,1,0,2
15,16.0001,2026-07-17 20:09:27,55,1,Interleaved_Jamming_Attack,1,0,1
15,16.0001,2026-07-17 20:09:27,66,1,Flow_Stretching_Attack,1,1,2
15,16.0001,2026-07-17 20:09:27,104,1,Split_Path_Attack,1,0,0.5
15,16.0001,2026-07-17 20:09:27,113,1,Split_Path_Attack,1,0,2
15,16.0001,2026-07-17 20:09:27,127,1,Split_Path_Attack,1,0,5
15,16.0001,2026-07-17 20:09:27,226,1,Flow_Stretching_Attack,1,1,0.3333
15,16.0001,2026-07-17 20:09:27,236,1,Interleaved_Jamming_Attack,1,0,1.625
15,16.0001,2026-07-17 20:09:27,239,1,Interleaved_Jamming_Attack,1,0,0.3333
15,16.0001,2026-07-17 20:09:27,248,1,Flow_Stretching_Attack,1,1,2.6667
15,16.0001,2026-07-17 20:09:27,274,1,Split_Path_Attack,1,0,2
15,16.0001,2026-07-17 20:09:27,296,1,Flow_Stretching_Attack,1,1,1
27,28.0001,2026-07-17 20:09:42,12,0,Interleaved_Jamming_Attack,1,0,0.5
27,28.0001,2026-07-17 20:09:42,27,0,Interleaved_Jamming_Attack,1,0,0.5
27,28.0001,2026-07-17 20:09:42,41,0,Interleaved_Jamming_Attack,1,0,2
27,28.0001,2026-07-17 20:09:42,63,0,Split_Path_Attack,1,0,11
27,28.0001,2026-07-17 20:09:42,122,0,Flow_Stretching_Attack,1,1,2
27,28.0001,2026-07-17 20:09:42,152,0,Split_Path_Attack,1,0,1.5
27,28.0001,2026-07-17 20:09:42,197,0,Split_Path_Attack,1,0,3.75
27,28.0001,2026-07-17 20:09:42,249,0,Split_Path_Attack,1,0,4
27,28.0001,2026-07-17 20:09:42,12,1,Interleaved_Jamming_Attack,1,0,2
27,28.0001,2026-07-17 20:09:42,27,1,Interleaved_Jamming_Attack,1,0,1
27,28.0001,2026-07-17 20:09:42,41,1,Interleaved_Jamming_Attack,1,0,2
27,28.0001,2026-07-17 20:09:42,122,1,Flow_Stretching_Attack,1,1,2
27,28.0001,2026-07-17 20:09:42,176,1,Split_Path_Attack,1,0,0.3333
27,28.0001,2026-07-17 20:09:42,274,1,Split_Path_Attack,1,0,1.3333
16,17.0001,2026-07-17 20:10:11,1,0,Flow_Stretching_Attack,1,1,2
16,17.0001,2026-07-17 20:10:11,6,0,Interleaved_Jamming_Attack,1,0,1.4286
16,17.0001,2026-07-17 20:10:11,12,0,Interleaved_Jamming_Attack,1,0,1.4
16,17.0001,2026-07-17 20:10:11,27,0,Interleaved_Jamming_Attack,1,0,2
16,17.0001,2026-07-17 20:10:11,30,0,Flow_Stretching_Attack,1,1,1.25
16,17.0001,2026-07-17 20:10:11,38,0,Interleaved_Jamming_Attack,1,0,2
16,17.0001,2026-07-17 20:10:11,41,0,Interleaved_Jamming_Attack,0.8,0.2,1
16,17.0001,2026-07-17 20:10:11,56,0,Flow_Stretching_Attack,1,1,1
16,17.0001,2026-07-17 20:10:11,75,0,Interleaved_Jamming_Attack,1,0,5
16,17.0001,2026-07-17 20:10:11,110,0,Flow_Stretching_Attack,1,1,2
16,17.0001,2026-07-17 20:10:11,111,0,Interleaved_Jamming_Attack,1,0,7
16,17.0001,2026-07-17 20:10:11,122,0,Flow_Stretching_Attack,1,1,2
16,17.0001,2026-07-17 20:10:11,130,0,Interleaved_Jamming_Attack,1,0,2
16,17.0001,2026-07-17 20:10:11,134,0,Interleaved_Jamming_Attack,1,0,4
16,17.0001,2026-07-17 20:10:11,152,0,Split_Path_Attack,1,0,2
16,17.0001,2026-07-17 20:10:11,155,0,Interleaved_Jamming_Attack,1,0,3
16,17.0001,2026-07-17 20:10:11,238,0,Flow_Stretching_Attack,1,1,2
16,17.0001,2026-07-17 20:10:11,4,1,Flow_Stretching_Attack,1,1,3
16,17.0001,2026-07-17 20:10:11,7,1,Flow_Stretching_Attack,1,1,2
16,17.0001,2026-07-17 20:10:11,16,1,Flow_Stretching_Attack,1,1,1.5
16,17.0001,2026-07-17 20:10:11,17,1,Flow_Stretching_Attack,1,1,0.5
16,17.0001,2026-07-17 20:10:11,37,1,Flow_Stretching_Attack,1,1,2
16,17.0001,2026-07-17 20:10:11,45,1,Flow_Stretching_Attack,1,1,0.25
16,17.0001,2026-07-17 20:10:11,52,1,Flow_Stretching_Attack,1,1,0.5
16,17.0001,2026-07-17 20:10:11,58,1,Interleaved_Jamming_Attack,1,0,1.5
16,17.0001,2026-07-17 20:10:11,64,1,Flow_Stretching_Attack,1,1,0.5
16,17.0001,2026-07-17 20:10:11,72,1,Interleaved_Jamming_Attack,1,0,0.0833
16,17.0001,2026-07-17 20:10:11,80,1,Flow_Stretching_Attack,1,1,1
16,17.0001,2026-07-17 20:10:11,99,1,Flow_Stretching_Attack,1,1,1
16,17.0001,2026-07-17 20:10:11,101,1,Flow_Stretching_Attack,1,1,0.25
16,17.0001,2026-07-17 20:10:11,102,1,Flow_Stretching_Attack,1,1,0.4286
16,17.0001,2026-07-17 20:10:11,115,1,Flow_Stretching_Attack,1,1,1.1667
16,17.0001,2026-07-17 20:10:11,119,1,Flow_Stretching_Attack,1,1,1.6
16,17.0001,2026-07-17 20:10:11,128,1,Flow_Stretching_Attack,1,1,2
16,17.0001,2026-07-17 20:10:11,138,1,Split_Path_Attack,1,0,0.1667
16,17.0001,2026-07-17 20:10:11,146,1,Flow_Stretching_Attack,1,1,2
16,17.0001,2026-07-17 20:10:11,172,1,Flow_Stretching_Attack,1,1,0.6667
16,17.0001,2026-07-17 20:10:11,176,1,Split_Path_Attack,1,0,3
16,17.0001,2026-07-17 20:10:11,192,1,Flow_Stretching_Attack,1,1,0.3333
16,17.0001,2026-07-17 20:10:11,271,1,Flow_Stretching_Attack,1,1,1
16,17.0001,2026-07-17 20:10:11,282,1,Flow_Stretching_Attack,1,1,1.6
16,17.0001,2026-07-17 20:10:11,284,1,Flow_Stretching_Attack,1,1,1.5
28,29.0001,2026-07-17 20:10:20,5,0,Split_Path_Attack,0.3571,0.1429,0.5714
28,29.0001,2026-07-17 20:10:20,12,0,Interleaved_Jamming_Attack,1,0,0.6667
28,29.0001,2026-07-17 20:10:20,27,0,Interleaved_Jamming_Attack,1,0,0.6
28,29.0001,2026-07-17 20:10:20,41,0,Interleaved_Jamming_Attack,1,0,1.3333
28,29.0001,2026-07-17 20:10:20,122,0,Flow_Stretching_Attack,1,1,2
28,29.0001,2026-07-17 20:10:20,152,0,Split_Path_Attack,1,0,0.6364
28,29.0001,2026-07-17 20:10:20,197,0,Split_Path_Attack,1,0,10
28,29.0001,2026-07-17 20:10:20,11,1,Flow_Stretching_Attack,1,1,1
28,29.0001,2026-07-17 20:10:20,66,1,Flow_Stretching_Attack,1,1,2
28,29.0001,2026-07-17 20:10:20,106,1,Flow_Stretching_Attack,1,1,1
28,29.0001,2026-07-17 20:10:20,127,1,Split_Path_Attack,1,0,1.5
28,29.0001,2026-07-17 20:10:20,144,1,Flow_Stretching_Attack,1,1,2
17,18.0001,2026-07-17 20:10:39,1,0,Flow_Stretching_Attack,1,1,0.5
17,18.0001,2026-07-17 20:10:39,6,0,Interleaved_Jamming_Attack,1,0,6.5
17,18.0001,2026-07-17 20:10:39,12,0,Interleaved_Jamming_Attack,1,0,4
17,18.0001,2026-07-17 20:10:39,27,0,Interleaved_Jamming_Attack,1,0,1
17,18.0001,2026-07-17 20:10:39,38,0,Interleaved_Jamming_Attack,1,0,1
17,18.0001,2026-07-17 20:10:39,67,0,Interleaved_Jamming_Attack,1,0,2
17,18.0001,2026-07-17 20:10:39,75,0,Interleaved_Jamming_Attack,1,0,4
17,18.0001,2026-07-17 20:10:39,111,0,Interleaved_Jamming_Attack,1,0,5
17,18.0001,2026-07-17 20:10:39,123,0,Flow_Stretching_Attack,1,1,2
17,18.0001,2026-07-17 20:10:39,130,0,Flow_Stretching_Attack,1,1,2
17,18.0001,2026-07-17 20:10:39,134,0,Interleaved_Jamming_Attack,1,0,12
17,18.0001,2026-07-17 20:10:39,143,0,Interleaved_Jamming_Attack,1,0,2
17,18.0001,2026-07-17 20:10:39,152,0,Split_Path_Attack,1,0,6
17,18.0001,2026-07-17 20:10:39,154,0,Flow_Stretching_Attack,1,1,2
17,18.0001,2026-07-17 20:10:39,155,0,Flow_Stretching_Attack,1,1,3
17,18.0001,2026-07-17 20:10:39,188,0,Interleaved_Jamming_Attack,1,0,2
17,18.0001,2026-07-17 20:10:39,195,0,Flow_Stretching_Attack,1,1,1.5
17,18.0001,2026-07-17 20:10:39,198,0,Interleaved_Jamming_Attack,1,0,1
17,18.0001,2026-07-17 20:10:39,239,0,Interleaved_Jamming_Attack,1,0,2
17,18.0001,2026-07-17 20:10:39,249,0,Split_Path_Attack,1,0,0.5
18,19.0001,2026-07-17 20:11:10,5,0,Split_Path_Attack,0.2,0.2,1.6
18,19.0001,2026-07-17 20:11:10,12,0,Interleaved_Jamming_Attack,1,0,2
18,19.0001,2026-07-17 20:11:10,27,0,Interleaved_Jamming_Attack,1,0,2
18,19.0001,2026-07-17 20:11:10,38,0,Flow_Stretching_Attack,1,1,1
18,19.0001,2026-07-17 20:11:10,41,0,Interleaved_Jamming_Attack,1,0,3
18,19.0001,2026-07-17 20:11:10,42,0,Flow_Stretching_Attack,1,1,1
18,19.0001,2026-07-17 20:11:10,64,0,Flow_Stretching_Attack,1,1,0.6667
18,19.0001,2026-07-17 20:11:10,67,0,Interleaved_Jamming_Attack,1,0,1.5
18,19.0001,2026-07-17 20:11:10,110,0,Flow_Stretching_Attack,1,1,2
18,19.0001,2026-07-17 20:11:10,121,0,Flow_Stretching_Attack,1,1,1
18,19.0001,2026-07-17 20:11:10,122,0,Flow_Stretching_Attack,1,1,3
18,19.0001,2026-07-17 20:11:10,123,0,Interleaved_Jamming_Attack,1,0,2
18,19.0001,2026-07-17 20:11:10,130,0,Interleaved_Jamming_Attack,1,0,2.3333
18,19.0001,2026-07-17 20:11:10,134,0,Interleaved_Jamming_Attack,1,0,1.7143
18,19.0001,2026-07-17 20:11:10,155,0,Flow_Stretching_Attack,1,1,2
18,19.0001,2026-07-17 20:11:10,161,0,Flow_Stretching_Attack,1,1,3
18,19.0001,2026-07-17 20:11:10,188,0,Interleaved_Jamming_Attack,1,0,2
18,19.0001,2026-07-17 20:11:10,195,0,Flow_Stretching_Attack,1,1,2
18,19.0001,2026-07-17 20:11:10,239,0,Flow_Stretching_Attack,1,1,2
18,19.0001,2026-07-17 20:11:10,240,0,Interleaved_Jamming_Attack,1,0,2
18,19.0001,2026-07-17 20:11:10,249,0,Split_Path_Attack,1,0,1.5
18,19.0001,2026-07-17 20:11:10,250,0,Interleaved_Jamming_Attack,1,0,3
18,19.0001,2026-07-17 20:11:10,261,0,Interleaved_Jamming_Attack,1,0,5.5
18,19.0001,2026-07-17 20:11:10,262,0,Flow_Stretching_Attack,1,1,2.5
18,19.0001,2026-07-17 20:11:10,34,1,Split_Path_Attack,1,0,1.5
18,19.0001,2026-07-17 20:11:10,63,1,Split_Path_Attack,1,0,1.6667
18,19.0001,2026-07-17 20:11:10,257,1,Split_Path_Attack,1,0,2.3333
18,19.0001,2026-07-17 20:11:10,268,1,Split_Path_Attack,1,0,2
19,20.0001,2026-07-17 20:11:32,3,0,Flow_Stretching_Attack,1,1,2
19,20.0001,2026-07-17 20:11:32,6,0,Interleaved_Jamming_Attack,1,0,0.7778
19,20.0001,2026-07-17 20:11:32,12,0,Interleaved_Jamming_Attack,1,0,1
19,20.0001,2026-07-17 20:11:32,27,0,Interleaved_Jamming_Attack,1,0,2
19,20.0001,2026-07-17 20:11:32,30,0,Flow_Stretching_Attack,1,1,3
19,20.0001,2026-07-17 20:11:32,38,0,Interleaved_Jamming_Attack,1,0,1
19,20.0001,2026-07-17 20:11:32,41,0,Interleaved_Jamming_Attack,1,0,3
19,20.0001,2026-07-17 20:11:32,56,0,Flow_Stretching_Attack,1,1,1
19,20.0001,2026-07-17 20:11:32,64,0,Interleaved_Jamming_Attack,1,0,4
19,20.0001,2026-07-17 20:11:32,67,0,Interleaved_Jamming_Attack,1,0,1
19,20.0001,2026-07-17 20:11:32,78,0,Flow_Stretching_Attack,1,1,1
19,20.0001,2026-07-17 20:11:32,79,0,Interleaved_Jamming_Attack,1,0,11
19,20.0001,2026-07-17 20:11:32,84,0,Flow_Stretching_Attack,1,1,1.5
19,20.0001,2026-07-17 20:11:32,110,0,Flow_Stretching_Attack,1,1,2
19,20.0001,2026-07-17 20:11:32,111,0,Interleaved_Jamming_Attack,1,0,4
19,20.0001,2026-07-17 20:11:32,122,0,Flow_Stretching_Attack,1,1,2
19,20.0001,2026-07-17 20:11:32,123,0,Flow_Stretching_Attack,1,1,2
19,20.0001,2026-07-17 20:11:32,130,0,Flow_Stretching_Attack,1,1,3.5
19,20.0001,2026-07-17 20:11:32,132,0,Flow_Stretching_Attack,1,1,2
19,20.0001,2026-07-17 20:11:32,134,0,Interleaved_Jamming_Attack,1,0,4
19,20.0001,2026-07-17 20:11:32,143,0,Interleaved_Jamming_Attack,1,0,1
19,20.0001,2026-07-17 20:11:32,154,0,Flow_Stretching_Attack,1,1,3
19,20.0001,2026-07-17 20:11:32,155,0,Interleaved_Jamming_Attack,1,0,1.5
19,20.0001,2026-07-17 20:11:32,188,0,Flow_Stretching_Attack,1,1,2
19,20.0001,2026-07-17 20:11:32,195,0,Flow_Stretching_Attack,1,1,2
19,20.0001,2026-07-17 20:11:32,240,0,Interleaved_Jamming_Attack,1,0,2
19,20.0001,2026-07-17 20:11:32,249,0,Split_Path_Attack,1,0,1
19,20.0001,2026-07-17 20:11:32,251,0,Interleaved_Jamming_Attack,1,0,4
19,20.0001,2026-07-17 20:11:32,1,1,Flow_Stretching_Attack,1,1,1
19,20.0001,2026-07-17 20:11:32,6,1,Interleaved_Jamming_Attack,1,0,0
19,20.0001,2026-07-17 20:11:32,27,1,Interleaved_Jamming_Attack,1,0,1
19,20.0001,2026-07-17 20:11:32,30,1,Flow_Stretching_Attack,1,1,0.5
19,20.0001,2026-07-17 20:11:32,31,1,Interleaved_Jamming_Attack,1,0,0.5
19,20.0001,2026-07-17 20:11:32,39,1,Interleaved_Jamming_Attack,1,0,0.3333
19,20.0001,2026-07-17 20:11:32,42,1,Flow_Stretching_Attack,1,1,2
19,20.0001,2026-07-17 20:11:32,44,1,Interleaved_Jamming_Attack,1,0,2
19,20.0001,2026-07-17 20:11:32,52,1,Flow_Stretching_Attack,1,1,1
19,20.0001,2026-07-17 20:11:32,57,1,Flow_Stretching_Attack,1,1,1
19,20.0001,2026-07-17 20:11:32,62,1,Flow_Stretching_Attack,1,1,1
19,20.0001,2026-07-17 20:11:32,64,1,Flow_Stretching_Attack,1,1,0.5
19,20.0001,2026-07-17 20:11:32,66,1,Flow_Stretching_Attack,1,1,1
19,20.0001,2026-07-17 20:11:32,67,1,Flow_Stretching_Attack,1,1,2
19,20.0001,2026-07-17 20:11:32,69,1,Interleaved_Jamming_Attack,1,0,1
19,20.0001,2026-07-17 20:11:32,110,1,Flow_Stretching_Attack,1,1,3
19,20.0001,2026-07-17 20:11:32,111,1,Interleaved_Jamming_Attack,1,0,2
19,20.0001,2026-07-17 20:11:32,118,1,Flow_Stretching_Attack,1,1,3
19,20.0001,2026-07-17 20:11:32,122,1,Flow_Stretching_Attack,1,1,2
19,20.0001,2026-07-17 20:11:32,132,1,Flow_Stretching_Attack,1,1,3
19,20.0001,2026-07-17 20:11:32,143,1,Interleaved_Jamming_Attack,1,0,8
19,20.0001,2026-07-17 20:11:32,152,1,Split_Path_Attack,1,0,0.5
19,20.0001,2026-07-17 20:11:32,155,1,Interleaved_Jamming_Attack,1,0,4
19,20.0001,2026-07-17 20:11:32,168,1,Flow_Stretching_Attack,1,1,1
19,20.0001,2026-07-17 20:11:32,176,1,Split_Path_Attack,1,0,3
19,20.0001,2026-07-17 20:11:32,195,1,Flow_Stretching_Attack,1,1,2
19,20.0001,2026-07-17 20:11:32,240,1,Interleaved_Jamming_Attack,1,0,2
19,20.0001,2026-07-17 20:11:32,251,1,Interleaved_Jamming_Attack,1,0,1.6667
19,20.0001,2026-07-17 20:11:32,262,1,Flow_Stretching_Attack,1,1,3
19,20.0001,2026-07-17 20:11:32,274,1,Split_Path_Attack,1,0,5
19,20.0001,2026-07-17 20:11:32,307,1,Flow_Stretching_Attack,1,1,1
20,21.0001,2026-07-17 20:11:54,6,0,Interleaved_Jamming_Attack,0.0794,0.22219999999999998,1.5556
20,21.0001,2026-07-17 20:11:54,12,0,Interleaved_Jamming_Attack,1,0,1
20,21.0001,2026-07-17 20:11:54,27,0,Interleaved_Jamming_Attack,1,0,2
20,21.0001,2026-07-17 20:11:54,30,0,Interleaved_Jamming_Attack,1,0,0.5
20,21.0001,2026-07-17 20:11:54,38,0,Flow_Stretching_Attack,1,1,1
20,21.0001,2026-07-17 20:11:54,41,0,Interleaved_Jamming_Attack,1,0,1
20,21.0001,2026-07-17 20:11:54,67,0,Flow_Stretching_Attack,1,1,1
20,21.0001,2026-07-17 20:11:54,79,0,Interleaved_Jamming_Attack,1,0,2
20,21.0001,2026-07-17 20:11:54,84,0,Flow_Stretching_Attack,1,1,1
20,21.0001,2026-07-17 20:11:54,110,0,Flow_Stretching_Attack,1,1,2
20,21.0001,2026-07-17 20:11:54,111,0,Flow_Stretching_Attack,1,1,2
20,21.0001,2026-07-17 20:11:54,118,0,Interleaved_Jamming_Attack,1,0,2
20,21.0001,2026-07-17 20:11:54,122,0,Flow_Stretching_Attack,1,1,2
