cycle_id,sim_time_s,flow_id,flow_source,flow_destination,forwarding_node_id,forwarding_node_type,next_hop_id,next_hop_type,unique_inbound_count,unique_outbound_to_next_hop,observed_ff,expected_ff_planned,ff_deviation
35,36.0001,0,70,68,6,VEHICLE,198,RSU,1,1,1.0000,1.0000,0.0000
35,36.0001,0,70,68,12,VEHICLE,193,RSU,3,3,1.0000,1.0000,0.0000
35,36.0001,0,70,68,38,VEHICLE,27,VEHICLE,1,1,1.0000,1.0000,0.0000
35,36.0001,0,70,68,41,VEHICLE,193,RSU,1,1,1.0000,1.0000,0.0000
35,36.0001,0,70,68,67,VEHICLE,12,VEHICLE,1,1,1.0000,1.0000,0.0000
35,36.0001,0,70,68,75,VEHICLE,112,RSU,2,2,1.0000,1.0000,0.0000
35,36.0001,0,70,68,84,RSU,152,RSU,1,1,1.0000,1.0000,0.0000
35,36.0001,0,70,68,110,RSU,152,RSU,1,1,1.0000,1.0000,0.0000
35,36.0001,0,70,68,112,RSU,143,RSU,3,3,1.0000,0.0000,1.0000
35,36.0001,0,70,68,118,RSU,75,VEHICLE,1,1,1.0000,1.0000,0.0000
35,36.0001,0,70,68,123,RSU,12,VEHICLE,1,1,1.0000,1.0000,0.0000
35,36.0001,0,70,68,132,RSU,198,RSU,1,1,1.0000,1.0000,0.0000
35,36.0001,0,70,68,143,RSU,193,RSU,4,4,1.0000,1.0000,0.0000
35,36.0001,0,70,68,152,RSU,155,RSU,3,1,0.3333,0.2000,0.1333
35,36.0001,0,70,68,152,RSU,193,RSU,3,1,0.3333,0.6000,-0.2667
35,36.0001,0,70,68,152,RSU,198,RSU,3,1,0.3333,0.2000,0.1333
35,36.0001,0,70,68,154,RSU,27,VEHICLE,1,1,1.0000,1.0000,0.0000
35,36.0001,0,70,68,188,RSU,251,RSU,1,1,1.0000,1.0000,0.0000
35,36.0001,0,70,68,193,RSU,198,RSU,10,1,0.1000,0.1250,-0.0250
35,36.0001,0,70,68,193,RSU,250,RSU,10,1,0.1000,0.1250,-0.0250
