cycle_id,sim_time_s,flow_id,flow_source,flow_destination,node_id,node_role,next_hop_id,unique_inbound_count,unique_outbound_count,num_watchers_inbound,num_watchers_outbound
36,37.0001,0,70,68,67,INTERMEDIATE,-1,4,0,24,0
36,37.0001,0,70,68,67,INTERMEDIATE,193,4,4,24,26
36,37.0001,0,70,68,70,SOURCE,-1,0,0,0,0
36,37.0001,0,70,68,75,INTERMEDIATE,-1,4,0,27,0
36,37.0001,0,70,68,152,INTERMEDIATE,-1,4,0,24,0
36,37.0001,0,70,68,155,INTERMEDIATE,-1,3,0,24,0
36,37.0001,0,70,68,193,INTERMEDIATE,-1,11,0,29,0
36,37.0001,0,70,68,193,INTERMEDIATE,261,11,1,29,23
36,37.0001,0,70,68,240,INTERMEDIATE,-1,4,0,24,0
36,37.0001,0,70,68,240,INTERMEDIATE,75,4,4,24,27
36,37.0001,0,70,68,249,INTERMEDIATE,-1,4,0,20,0
36,37.0001,0,70,68,250,INTERMEDIATE,-1,4,0,24,0
36,37.0001,0,70,68,250,INTERMEDIATE,249,4,4,24,20
36,37.0001,0,70,68,251,INTERMEDIATE,-1,3,0,24,0
36,37.0001,0,70,68,261,INTERMEDIATE,-1,1,0,23,0
36,37.0001,1,273,239,1,INTERMEDIATE,-1,1,0,20,0
36,37.0001,1,273,239,1,INTERMEDIATE,239,1,1,20,26
36,37.0001,1,273,239,2,INTERMEDIATE,-1,1,0,17,0
36,37.0001,1,273,239,2,INTERMEDIATE,184,1,1,17,22
36,37.0001,1,273,239,3,INTERMEDIATE,-1,2,0,19,0
36,37.0001,1,273,239,3,INTERMEDIATE,250,2,2,19,13
36,37.0001,1,273,239,6,INTERMEDIATE,-1,1,0,13,0
36,37.0001,1,273,239,12,INTERMEDIATE,-1,4,0,12,0
36,37.0001,1,273,239,30,INTERMEDIATE,-1,4,0,34,0
36,37.0001,1,273,239,30,INTERMEDIATE,12,4,4,34,12
36,37.0001,1,273,239,31,INTERMEDIATE,-1,1,0,17,0
36,37.0001,1,273,239,31,INTERMEDIATE,184,1,1,17,18
36,37.0001,1,273,239,41,INTERMEDIATE,-1,2,0,26,0
36,37.0001,1,273,239,45,INTERMEDIATE,-1,1,0,17,0
36,37.0001,1,273,239,45,INTERMEDIATE,66,1,1,17,23
36,37.0001,1,273,239,57,INTERMEDIATE,-1,6,0,32,0
