cycle,flow_id,node,planned_inbound_by_subflow,planned_inbound_by_mainflow
57,1,1,3,3
57,1,3,2,2
57,1,6,4,4
57,1,12,1,1
57,1,15,1,1
57,1,23,1,1
57,1,24,1,1
57,1,27,5,5
57,1,30,1,1
57,1,31,1,1
57,1,36,1,1
57,1,40,1,1
57,1,41,7,7
57,1,45,2,2
57,1,48,1,1
57,1,50,1,1
57,1,51,2,2
57,1,55,1,1
57,1,56,2,2
57,1,59,1,1
57,1,60,1,1
57,1,62,2,2
57,1,63,1,1
57,1,67,1,1
57,1,70,29,29
57,1,71,8,8
57,1,75,5,5
57,1,76,2,2
57,1,79,1,1
57,1,83,1,1
57,1,84,3,3
57,1,85,1,1
57,1,89,1,1
57,1,94,1,1
57,1,98,1,1
57,1,99,1,1
57,1,102,1,1
57,1,108,3,3
57,1,109,1,1
57,1,112,2,2
57,1,121,2,2
57,1,124,1,1
57,1,127,1,1
57,1,129,1,1
57,1,130,2,2
57,1,132,2,2
57,1,134,2,2
57,1,139,1,1
57,1,143,3,3
57,1,152,2,2
57,1,154,5,5
57,1,155,9,9
57,1,159,3,3
57,1,161,1,1
57,1,164,6,6
57,1,166,1,1
57,1,168,2,2
57,1,171,1,1
57,1,175,2,2
57,1,176,1,1
57,1,180,1,1
57,1,182,1,1
57,1,183,3,3
57,1,187,1,1
57,1,189,10,10
57,1,192,1,1
57,1,193,2,2
57,1,194,1,1
57,1,196,1,1
57,1,197,4,4
57,1,198,1,1
57,1,238,5,5
57,1,239,5,5
57,1,240,2,2
57,1,247,1,1
57,1,248,1,1
57,1,249,3,3
57,1,250,8,8
57,1,251,1,1
57,1,258,1,1
57,1,259,22,22
57,1,260,12,12
57,1,261,15,15
57,1,262,6,6
57,1,270,2,2
57,1,271,2,2
57,1,272,3,3
57,1,273,3,3
57,1,281,1,1
57,1,282,1,1
57,1,283,1,1
57,2,0,7,7
57,2,5,1,1
57,2,10,1,1
57,2,11,1,1
57,2,15,1,1
57,2,16,3,3
57,2,17,1,1
57,2,33,1,1
57,2,37,1,1
57,2,46,8,8
57,2,61,3,3
57,2,64,1,1
57,2,72,6,6
57,2,85,1,1
57,2,88,1,1
57,2,93,4,4
57,2,99,1,1
57,2,109,1,1
57,2,115,3,3
57,2,141,6,6
57,2,153,8,8
57,2,156,3,3
57,2,162,9,9
57,2,166,3,3
57,2,169,1,1
57,2,191,5,5
57,2,257,5,5
57,2,258,5,5
57,2,268,10,10
57,2,269,31,31
57,2,270,5,5
57,2,279,13,13
57,2,280,11,11
57,2,281,1,1
57,2,282,1,1
57,2,290,10,10
57,2,291,1,1
