cycle,timestamp,flow_id,src,dst,from_node,to_node,delta_value
26,26.2985,1,70,68,1,6,1.0
26,26.2985,1,70,68,3,180,0.090909
26,26.2985,1,70,68,3,161,0.090909
26,26.2985,1,70,68,3,134,0.090909
26,26.2985,1,70,68,3,260,0.090909
26,26.2985,1,70,68,3,249,0.090909
26,26.2985,1,70,68,3,197,0.545455
26,26.2985,1,70,68,6,3,0.272727
26,26.2985,1,70,68,6,261,0.272727
26,26.2985,1,70,68,6,250,0.454545
26,26.2985,1,70,68,12,250,1.0
26,26.2985,1,70,68,14,258,0.2
26,26.2985,1,70,68,14,257,0.8
26,26.2985,1,70,68,21,129,0.166667
26,26.2985,1,70,68,21,34,0.166667
26,26.2985,1,70,68,21,14,0.166667
26,26.2985,1,70,68,21,165,0.5
26,26.2985,1,70,68,23,197,1.0
26,26.2985,1,70,68,24,21,1.0
26,26.2985,1,70,68,26,175,1.0
26,26.2985,1,70,68,27,6,1.0
26,26.2985,1,70,68,28,227,1.0
26,26.2985,1,70,68,30,6,0.166667
26,26.2985,1,70,68,30,193,0.166667
26,26.2985,1,70,68,30,250,0.166667
26,26.2985,1,70,68,30,261,0.5
26,26.2985,1,70,68,34,246,1.0
26,26.2985,1,70,68,36,21,0.25
26,26.2985,1,70,68,36,78,0.25
26,26.2985,1,70,68,36,51,0.5
26,26.2985,1,70,68,38,75,1.0
26,26.2985,1,70,68,41,193,0.166667
26,26.2985,1,70,68,41,6,0.166667
26,26.2985,1,70,68,41,250,0.166667
26,26.2985,1,70,68,41,30,0.5
26,26.2985,1,70,68,42,251,1.0
26,26.2985,1,70,68,46,141,1.0
26,26.2985,1,70,68,50,165,1.0
26,26.2985,1,70,68,51,165,0.5
26,26.2985,1,70,68,51,21,0.5
26,26.2985,1,70,68,55,269,1.0
26,26.2985,1,70,68,57,64,1.0
26,26.2985,1,70,68,62,139,1.0
26,26.2985,1,70,68,63,14,1.0
26,26.2985,1,70,68,64,109,1.0
26,26.2985,1,70,68,67,1,1.0
26,26.2985,1,70,68,70,188,0.033333
26,26.2985,1,70,68,70,154,0.033333
26,26.2985,1,70,68,70,42,0.033333
26,26.2985,1,70,68,70,152,0.033333
26,26.2985,1,70,68,70,12,0.033333
26,26.2985,1,70,68,70,132,0.033333
26,26.2985,1,70,68,70,122,0.033333
26,26.2985,1,70,68,70,240,0.033333
26,26.2985,1,70,68,70,118,0.033333
26,26.2985,1,70,68,70,111,0.033333
26,26.2985,1,70,68,70,30,0.033333
26,26.2985,1,70,68,70,143,0.033333
26,26.2985,1,70,68,70,38,0.033333
