cycle,flow_id,node,planned_inbound_by_subflow,planned_inbound_by_mainflow
27,1,1,3,3
27,1,3,12,12
27,1,6,2,2
27,1,12,3,3
27,1,14,6,6
27,1,21,7,7
27,1,23,2,2
27,1,27,3,3
27,1,28,1,1
27,1,30,9,9
27,1,34,5,5
27,1,36,6,6
27,1,38,1,1
27,1,41,4,4
27,1,42,2,2
27,1,46,13,13
27,1,50,1,1
27,1,51,8,8
27,1,59,1,1
27,1,63,1,1
27,1,67,2,2
27,1,70,30,30
27,1,75,4,4
27,1,77,9,9
27,1,84,1,1
27,1,87,1,1
27,1,108,14,14
27,1,109,2,2
27,1,110,2,2
27,1,111,3,3
27,1,112,4,4
27,1,116,1,1
27,1,118,2,2
27,1,122,2,2
27,1,123,5,5
27,1,125,1,1
27,1,129,8,8
27,1,130,1,1
27,1,132,2,2
27,1,134,10,10
27,1,140,1,1
27,1,141,12,12
27,1,143,2,2
27,1,152,6,6
27,1,154,2,2
27,1,155,3,3
27,1,159,4,4
27,1,161,5,5
27,1,175,1,1
27,1,180,6,6
27,1,183,2,2
27,1,188,2,2
27,1,189,3,3
27,1,193,14,14
27,1,194,3,3
27,1,196,4,4
27,1,197,15,15
27,1,198,7,7
27,1,227,1,1
27,1,228,1,1
27,1,238,1,1
27,1,239,2,2
27,1,240,2,2
27,1,246,2,2
27,1,247,5,5
27,1,248,8,8
27,1,249,13,13
27,1,250,19,19
27,1,251,9,9
27,1,252,1,1
27,1,257,9,9
27,1,258,15,15
27,1,259,11,11
27,1,260,8,8
27,1,261,8,8
27,1,262,1,1
27,2,4,1,1
27,2,6,2,2
27,2,9,9,9
27,2,12,2,2
27,2,13,1,1
27,2,27,2,2
27,2,30,3,3
27,2,31,1,1
27,2,38,1,1
27,2,39,1,1
27,2,41,3,3
27,2,45,11,11
27,2,54,1,1
27,2,57,1,1
27,2,62,1,1
27,2,65,1,1
27,2,66,1,1
27,2,67,1,1
27,2,70,1,1
27,2,73,1,1
27,2,75,3,3
27,2,84,3,3
27,2,86,1,1
27,2,91,11,11
27,2,92,1,1
27,2,101,1,1
27,2,106,3,3
27,2,107,1,1
27,2,110,1,1
27,2,111,3,3
27,2,112,5,5
27,2,113,2,2
27,2,118,1,1
27,2,121,1,1
27,2,122,2,2
27,2,123,3,3
27,2,130,4,4
27,2,132,1,1
27,2,137,1,1
27,2,139,1,1
27,2,140,1,1
27,2,143,1,1
27,2,144,1,1
27,2,147,2,2
27,2,150,1,1
27,2,152,26,26
27,2,154,1,1
27,2,155,1,1
27,2,158,1,1
27,2,168,1,1
27,2,171,1,1
27,2,176,4,4
27,2,177,1,1
27,2,179,2,2
27,2,184,1,1
27,2,188,1,1
27,2,190,1,1
27,2,193,4,4
27,2,198,5,5
27,2,199,2,2
27,2,229,1,1
27,2,240,3,3
27,2,250,2,2
27,2,251,9,9
27,2,252,1,1
27,2,261,1,1
27,2,262,21,21
27,2,263,3,3
27,2,272,1,1
27,2,273,21,21
27,2,274,8,8
27,2,283,1,1
27,2,284,9,9
27,2,285,9,9
27,2,294,1,1
27,2,295,7,7
27,2,296,13,13
27,2,297,1,1
27,2,305,1,1
27,2,306,1,1
27,2,307,1,1
