cycle,flow_id,node,planned_inbound_by_subflow,planned_inbound_by_mainflow
7,1,1,2,2
7,1,3,4,4
7,1,5,5,5
7,1,6,3,3
7,1,12,2,2
7,1,14,7,7
7,1,21,4,4
7,1,23,1,1
7,1,24,1,1
7,1,25,1,1
7,1,27,1,1
7,1,30,3,3
7,1,34,1,1
7,1,36,6,6
7,1,38,3,3
7,1,40,1,1
7,1,41,18,18
7,1,42,3,3
7,1,44,2,2
7,1,46,12,12
7,1,50,1,1
7,1,51,1,1
7,1,56,1,1
7,1,57,7,7
7,1,59,1,1
7,1,60,1,1
7,1,62,1,1
7,1,63,9,9
7,1,67,2,2
7,1,70,30,30
7,1,71,1,1
7,1,75,5,5
7,1,76,1,1
7,1,77,7,7
7,1,78,4,4
7,1,79,5,5
7,1,105,1,1
7,1,108,11,11
7,1,109,1,1
7,1,110,2,2
7,1,111,2,2
7,1,112,1,1
7,1,114,1,1
7,1,116,1,1
7,1,118,4,4
7,1,120,1,1
7,1,121,2,2
7,1,122,2,2
7,1,123,3,3
7,1,124,8,8
7,1,129,4,4
7,1,130,2,2
7,1,132,2,2
7,1,134,6,6
7,1,136,1,1
7,1,139,8,8
7,1,140,5,5
7,1,143,7,7
7,1,148,1,1
7,1,151,1,1
7,1,152,9,9
7,1,154,7,7
7,1,155,3,3
7,1,161,5,5
7,1,162,10,10
7,1,165,1,1
7,1,166,3,3
7,1,168,12,12
7,1,175,1,1
7,1,180,5,5
7,1,182,1,1
7,1,183,1,1
7,1,188,7,7
7,1,189,1,1
7,1,193,1,1
7,1,194,10,10
7,1,195,2,2
7,1,196,3,3
7,1,197,7,7
7,1,198,2,2
7,1,226,1,1
7,1,227,1,1
7,1,228,1,1
7,1,229,1,1
7,1,236,1,1
7,1,237,1,1
7,1,238,2,2
7,1,239,5,5
7,1,240,4,4
7,1,241,2,2
7,1,246,1,1
7,1,247,1,1
7,1,248,2,2
7,1,249,3,3
7,1,250,5,5
7,1,251,5,5
7,1,252,2,2
7,1,257,2,2
7,1,258,20,20
7,1,259,16,16
7,1,260,6,6
7,1,261,19,19
7,1,262,10,10
7,1,263,1,1
7,1,268,1,1
7,2,1,1,1
7,2,3,1,1
7,2,5,1,1
7,2,6,1,1
7,2,12,1,1
7,2,13,3,3
7,2,22,1,1
7,2,23,1,1
7,2,27,1,1
7,2,30,1,1
7,2,31,13,13
7,2,37,3,3
7,2,38,1,1
7,2,41,1,1
7,2,42,1,1
7,2,44,13,13
7,2,57,4,4
7,2,62,23,23
7,2,64,14,14
7,2,67,1,1
7,2,70,1,1
7,2,73,4,4
7,2,75,1,1
7,2,83,1,1
7,2,84,1,1
7,2,94,28,28
7,2,110,13,13
7,2,111,1,1
7,2,112,1,1
7,2,118,1,1
7,2,121,1,1
7,2,123,1,1
7,2,126,3,3
7,2,127,2,2
7,2,130,1,1
7,2,132,2,2
7,2,134,1,1
7,2,137,3,3
7,2,143,1,1
7,2,152,1,1
7,2,155,1,1
7,2,156,3,3
7,2,159,1,1
7,2,161,1,1
7,2,166,1,1
7,2,168,1,1
7,2,171,5,5
7,2,179,1,1
7,2,183,1,1
7,2,184,3,3
7,2,188,8,8
7,2,193,1,1
7,2,195,11,11
7,2,196,1,1
7,2,198,1,1
7,2,218,1,1
7,2,229,1,1
7,2,230,24,24
7,2,241,11,11
7,2,250,1,1
7,2,251,1,1
7,2,252,24,24
7,2,261,2,2
7,2,262,1,1
7,2,263,24,24
7,2,270,1,1
7,2,271,1,1
7,2,272,3,3
7,2,273,2,2
7,2,274,1,1
7,2,282,3,3
7,2,283,11,11
7,2,285,1,1
7,2,294,2,2
