Cycle No., Flow No., PDR_k (%), d_k (ms), e2e_latency (ms), Jitter (ms), lambda_t, cpu_overhead (ms)
25, 1, 9.56013, 21.4638, 284.85, 0, 20, 44.132
25, 2, 24.3594, 16.9511, 311.748, 6.39241, 20, 44.132
