cycle_id,flow_id,node_id,prev_hop_id,hop_delay_sum_ms,hop_delay_count,mean_delay_ms
33,0,12,70,1.477,1,1.477
33,0,12,154,1.725,1,1.725
33,0,21,108,6.981,4,1.74525
33,0,38,70,1.853,1,1.853
33,0,41,38,1.492,1,1.492
33,0,41,70,1.576,1,1.576
33,0,51,196,10.213,6,1.70217
33,0,67,70,1.467,1,1.467
33,0,75,70,2.634,1,2.634
33,0,75,118,2.499,1,2.499
33,0,79,261,11.144,6,1.85733
33,0,84,70,1.29,1,1.29
33,0,108,51,8.031,5,1.6062
33,0,109,79,10.858,6,1.80967
33,0,110,70,5.136,1,5.136
33,0,112,70,1.511,1,1.511
33,0,118,70,4.396,1,4.396
33,0,122,240,1.528,1,1.528
33,0,123,70,1.265,1,1.265
33,0,152,12,4.166,2,2.083
33,0,152,70,2.031,1,2.031
33,0,152,75,5.756,2,2.878
33,0,152,110,2.38,1,2.38
33,0,152,112,1.633,1,1.633
33,0,152,188,3.275,1,3.275
33,0,154,70,2.374,1,2.374
33,0,193,41,3.766,2,1.883
33,0,193,67,2.455,1,2.455
33,0,193,70,1.668,1,1.668
33,0,193,123,1.417,1,1.417
33,0,193,152,9.995,5,1.999
33,0,194,51,1.294,1,1.294
33,0,194,108,2.344,1,2.344
33,0,196,109,10.759,6,1.79317
33,0,239,70,1.493,1,1.493
33,0,240,70,2.136,1,2.136
33,0,250,70,7.196,1,7.196
33,0,250,152,1.495,1,1.495
33,0,250,193,4.604,2,2.302
33,0,250,251,1.353,1,1.353
33,0,251,193,2.201,1,2.201
33,0,258,194,1.876,1,1.876
33,0,261,193,11.391,6,1.8985
33,1,9,73,36.632,19,1.928
33,1,11,81,29.071,16,1.81694
33,1,11,96,14.291,7,2.04157
33,1,11,104,2.471,1,2.471
33,1,15,17,4.26,2,2.13
33,1,15,55,1.471,1,1.471
33,1,15,88,2.224,1,2.224
33,1,15,95,2.268,1,2.268
33,1,15,145,1.929,1,1.929
33,1,15,187,1.899,1,1.899
33,1,17,48,1.445,1,1.445
33,1,17,55,2.22,1,2.22
33,1,29,166,1.777,1,1.777
33,1,33,55,2.134,1,2.134
33,1,33,85,1.791,1,1.791
33,1,37,55,1.697,1,1.697
33,1,48,55,2.245,1,2.245
33,1,73,127,49.45,23,2.15
33,1,80,33,1.956,1,1.956
33,1,80,55,1.999,1,1.999
33,1,80,156,1.616,1,1.616
33,1,81,37,1.466,1,1.466
33,1,81,80,5.153,3,1.71767
33,1,81,85,20.613,10,2.0613
33,1,81,282,3.637,2,1.8185
33,1,83,9,30.955,16,1.93469
33,1,83,73,3.295,2,1.6475
33,1,83,127,2.207,1,2.207
33,1,85,55,24.802,12,2.06683
33,1,88,55,1.729,1,1.729
33,1,89,29,2.194,1,2.194
33,1,95,55,1.578,1,1.578
33,1,96,15,13.514,7,1.93057
33,1,98,11,42.521,23,1.84874
33,1,104,293,1.721,1,1.721
33,1,127,98,49.461,23,2.15048
33,1,127,144,1.974,1,1.974
33,1,127,283,2.05,1,2.05
33,1,144,11,1.73,1,1.73
33,1,145,55,1.97,1,1.97
33,1,156,33,1.655,1,1.655
33,1,156,55,2.178,1,2.178
33,1,166,55,1.624,1,1.624
33,1,187,55,2.058,1,2.058
33,1,282,55,2.386,1,2.386
33,1,282,85,2.074,1,2.074
33,1,283,89,5.143,1,5.143
33,1,293,156,1.457,1,1.457
