cycle_id,sim_time_s,flow_id,flow_source,flow_destination,node_id,node_role,next_hop_id,unique_inbound_count,unique_outbound_count,num_watchers_inbound,num_watchers_outbound
57,58.0001,0,70,68,1,INTERMEDIATE,-1,7,0,38,0
57,58.0001,0,70,68,1,INTERMEDIATE,261,7,7,38,18
57,58.0001,0,70,68,6,INTERMEDIATE,-1,1,0,20,0
57,58.0001,0,70,68,6,INTERMEDIATE,261,1,1,20,27
57,58.0001,0,70,68,12,INTERMEDIATE,-1,1,0,20,0
57,58.0001,0,70,68,27,INTERMEDIATE,-1,1,0,20,0
57,58.0001,0,70,68,27,INTERMEDIATE,155,1,1,20,28
57,58.0001,0,70,68,30,INTERMEDIATE,-1,1,0,20,0
57,58.0001,0,70,68,30,INTERMEDIATE,272,1,1,20,24
57,58.0001,0,70,68,41,INTERMEDIATE,-1,2,0,26,0
57,58.0001,0,70,68,45,INTERMEDIATE,-1,1,0,20,0
57,58.0001,0,70,68,45,INTERMEDIATE,89,1,1,20,25
57,58.0001,0,70,68,62,INTERMEDIATE,-1,1,0,21,0
57,58.0001,0,70,68,62,INTERMEDIATE,1,1,1,21,22
57,58.0001,0,70,68,70,SOURCE,-1,0,0,0,0
57,58.0001,0,70,68,71,INTERMEDIATE,-1,5,0,25,0
57,58.0001,0,70,68,71,INTERMEDIATE,183,5,2,25,18
57,58.0001,0,70,68,71,INTERMEDIATE,189,5,1,25,18
57,58.0001,0,70,68,71,INTERMEDIATE,259,5,1,25,18
57,58.0001,0,70,68,71,INTERMEDIATE,260,5,1,25,18
57,58.0001,0,70,68,75,INTERMEDIATE,-1,1,0,21,0
57,58.0001,0,70,68,75,INTERMEDIATE,262,1,1,21,18
57,58.0001,0,70,68,89,INTERMEDIATE,-1,1,0,25,0
57,58.0001,0,70,68,89,INTERMEDIATE,171,1,1,25,32
57,58.0001,0,70,68,112,INTERMEDIATE,-1,1,0,20,0
57,58.0001,0,70,68,112,INTERMEDIATE,1,1,1,20,20
57,58.0001,0,70,68,121,INTERMEDIATE,-1,1,0,20,0
57,58.0001,0,70,68,121,INTERMEDIATE,272,1,1,20,24
57,58.0001,0,70,68,130,INTERMEDIATE,-1,2,0,37,0
57,58.0001,0,70,68,130,INTERMEDIATE,1,2,2,37,13
57,58.0001,0,70,68,143,INTERMEDIATE,-1,1,0,20,0
57,58.0001,0,70,68,152,INTERMEDIATE,-1,1,0,20,0
57,58.0001,0,70,68,152,INTERMEDIATE,1,1,1,20,20
57,58.0001,0,70,68,155,INTERMEDIATE,-1,9,0,33,0
57,58.0001,0,70,68,168,INTERMEDIATE,-1,1,0,20,0
57,58.0001,0,70,68,168,INTERMEDIATE,197,1,1,20,24
57,58.0001,0,70,68,171,INTERMEDIATE,-1,1,0,32,0
57,58.0001,0,70,68,171,INTERMEDIATE,283,1,1,32,30
57,58.0001,0,70,68,183,INTERMEDIATE,-1,2,0,17,0
57,58.0001,0,70,68,183,INTERMEDIATE,189,2,2,17,17
57,58.0001,0,70,68,189,INTERMEDIATE,-1,8,0,37,0
57,58.0001,0,70,68,189,INTERMEDIATE,259,8,4,37,18
57,58.0001,0,70,68,189,INTERMEDIATE,260,8,4,37,18
57,58.0001,0,70,68,193,INTERMEDIATE,-1,1,0,21,0
57,58.0001,0,70,68,193,INTERMEDIATE,1,1,1,21,22
