time_s,tp,tn,fp,fn,dr,fpr,precision,f1,mcc,atk_error_m,rsr,amsr,i_leak,mcar,nsd,detection_ms,consensus_ms,blocks,chain_valid
114.0000,60,190,10,20,0.7500,0.0500,0.8571,0.8000,0.7303,150.0000,0.2500,0.7500,0.2500,0.9500,0.8833,24.1937,0.3054,25,1
114.5000,54,188,12,26,0.6750,0.0600,0.8182,0.7397,0.6546,195.0000,0.3250,0.6750,0.3250,0.9400,0.8517,22.6583,0.2946,26,1
115.0000,58,194,6,22,0.7250,0.0300,0.9062,0.8056,0.7477,165.0000,0.2750,0.7250,0.2750,0.9700,0.8883,21.4821,0.2946,26,1
115.5000,62,190,10,18,0.7750,0.0500,0.8611,0.8158,0.7494,135.0000,0.2250,0.7750,0.2250,0.9500,0.8917,23.5208,0.2946,26,1
116.0000,53,194,6,27,0.6625,0.0300,0.8983,0.7626,0.7006,202.5000,0.3375,0.6625,0.3375,0.9700,0.8675,20.0115,0.2946,26,1
116.5000,63,194,6,17,0.7875,0.0300,0.9130,0.8456,0.7941,127.5000,0.2125,0.7875,0.2125,0.9700,0.9092,21.2119,0.2946,26,1
117.0000,58,188,12,22,0.7250,0.0600,0.8286,0.7733,0.6938,165.0000,0.2750,0.7250,0.2750,0.9400,0.8683,22.5964,0.2946,26,1
117.5000,56,188,12,24,0.7000,0.0600,0.8235,0.7568,0.6742,180.0000,0.3000,0.7000,0.3000,0.9400,0.8600,23.4421,0.2946,26,1
118.0000,52,189,11,28,0.6500,0.0550,0.8254,0.7273,0.6437,210.0000,0.3500,0.6500,0.3500,0.9450,0.8467,22.3716,0.2946,26,1
118.5000,48,191,9,32,0.6000,0.0450,0.8421,0.7007,0.6227,240.0000,0.4000,0.6000,0.4000,0.9550,0.8367,23.9080,0.2946,26,1
