node_id,reported_vx,reported_vy,derived_vx,derived_vy,spoof_dev
0,-0.579919,-13.978,-0.579927,-13.978,0.000040
1,0.629735,13.245038,0.629671,13.244857,0.000192
2,-11.737938,-4.469274,-11.737703,-4.469307,0.000237
3,0.950001,-9.000000,0.949874,-8.998776,0.001231
4,-0.089995,8.279511,-0.090003,8.280208,0.000697
5,-0.842801,3.448505,-0.842801,3.447412,0.001093
6,0.010015,-7.329993,0.010022,-7.329812,0.000181
7,0.000000,0.000000,3.110000,-0.500000,0.000100
8,-8.891029,-3.540410,-8.887358,-3.538953,0.003949
9,-4.775394,0.209798,-4.771659,0.209634,0.003738
10,0.000000,0.000000,0.000000,0.000000,0.000100
11,4.447874,-10.864806,4.444413,-10.856354,0.009134
12,-7.207754,0.179942,-7.208220,0.179950,0.000466
13,0.012522,0.000412,6.280000,0.970000,6.342033
14,8.812007,-12.212785,8.812179,-12.213042,0.000309
15,-8.188438,0.159969,-8.186521,0.159931,0.001917
16,0.007000,0.000006,0.659430,8.373805,8.399177
17,-6.369364,0.089992,-6.371149,0.090022,0.001785
18,4.650142,1.190033,4.653474,1.190881,0.003438
19,-7.146306,-6.966399,-7.140860,-6.961090,0.007605
20,7.774995,4.412829,7.777053,4.413991,0.002364
21,13.551076,-3.049664,13.549476,-3.048806,0.001815
22,0.000000,0.000000,6.267183,6.878824,0.000100
23,0.000000,0.000000,-0.659290,-0.914255,0.000100
24,-4.803644,7.775899,-4.803581,7.775796,0.000120
25,0.000000,0.000000,1.740000,-8.670000,0.000100
26,-5.436942,10.574108,-5.437114,10.574465,0.000397
27,0.719596,15.533341,0.719477,15.533771,0.000447
28,-0.105000,0.000249,-2.865066,3.264363,4.274624
29,0.007000,-0.000006,10.747032,-0.239945,10.742712
30,0.450115,18.534535,0.450138,18.535038,0.000503
31,0.033909,0.021217,0.035271,0.022074,0.001609
32,-0.012522,0.000412,-10.078901,0.938966,10.110038
33,7.543627,-0.310149,7.540927,-0.310037,0.002703
34,-6.253284,10.265322,-6.253524,10.265509,0.000304
35,1.357800,9.048695,1.356809,9.042089,0.006680
36,-10.628070,-13.802193,-10.630017,-13.800854,0.002363
37,-3.823374,7.636322,-3.823240,7.635647,0.000688
38,-7.835002,1.758878,-7.829329,1.757604,0.005814
39,-0.014000,0.028000,-4.392677,8.246253,9.311955
40,9.584790,-13.282929,9.584607,-13.282688,0.000302
41,-11.760745,0.830053,-11.759526,0.829966,0.001221
42,0.000000,0.000000,-0.000020,0.000007,0.000100
43,-0.729458,-5.965567,-0.729320,-5.964426,0.001150
44,-2.130690,-6.162026,-2.130674,-6.162001,0.000029
45,0.014000,0.014852,-13.230000,-3.440000,13.687203
46,0.004649,0.005233,-7.010000,12.500000,14.329148
47,0.000000,0.000000,5.120000,-9.840000,0.000100
48,11.279361,-0.120071,11.279966,-0.120064,0.000606
49,-0.014000,0.028000,-18.143276,0.797473,18.145598
50,-0.004649,0.005233,-4.307285,8.264763,9.313029
51,-5.353039,-3.877766,-5.355242,-3.879366,0.002722
52,0.000000,0.000000,-0.170167,-7.477736,0.000100
53,-0.019991,0.000589,-0.020004,0.000595,0.000014
54,-0.030000,0.040000,-0.029979,0.039972,0.000035
55,11.512698,-0.410108,11.512779,-0.410150,0.000091
56,-3.428926,9.616994,-3.428692,9.616347,0.000688
57,4.586872,-6.505552,4.586895,-6.505577,0.000035
58,5.821050,4.760859,5.817188,4.757700,0.004989
59,-4.222009,5.782754,-4.222149,5.782947,0.000239
60,0.000000,0.000000,-3.670000,4.310000,0.000100
61,8.592944,-11.153821,8.587887,-11.147244,0.008296
62,9.762987,-0.370113,9.760464,-0.370019,0.002525
63,0.000000,0.000000,-1.522718,2.631378,0.000100
64,-12.174194,-10.165067,-12.174324,-10.165133,0.000145
65,0.000000,0.000000,0.000000,0.000000,0.000100
66,-17.947566,0.295582,-17.948192,0.295681,0.000634
67,0.000000,0.000000,-6.093237,2.371225,0.000100
68,-8.615192,-6.446400,-8.615820,-6.446868,0.000784
69,0.014000,0.028000,1.318363,6.681743,6.780387
70,0.001181,0.000249,-7.395787,0.140060,7.398289
71,0.004649,0.005233,3.200000,2.060000,3.798991
72,0.000000,0.000000,0.000000,0.000000,0.000100
73,12.338600,10.559193,12.338474,10.559308,0.000170
74,14.301313,-0.731325,14.299665,-0.731366,0.001649
75,7.867150,0.449837,7.862036,0.449545,0.005122
