cycle_id,sim_time_s,flow_id,flow_source,flow_destination,node_id,node_type,num_active_next_hops,sum_abs_ff_deviation,sum_abs_ff_deviation_normalized,threshold,detected,total_inbound,total_outbound,node_pdr,mean_pdr_flow,pdr_deviation,inbound_ratio
27,28.0001,0,70,68,1,VEHICLE,1,0.0000,0.0000,0.5000,0,2,2,100.00,67.78,-32.22,1.5000
27,28.0001,0,70,68,3,VEHICLE,0,1.0000,1.0000,0.5000,0,5,0,0.00,67.78,67.78,2.4000
27,28.0001,0,70,68,6,VEHICLE,0,1.0000,1.0000,0.5000,0,1,0,0.00,67.78,67.78,2.0000
27,28.0001,0,70,68,12,VEHICLE,1,0.0000,0.0000,0.5000,0,1,1,100.00,67.78,-32.22,3.0000
27,28.0001,0,70,68,14,VEHICLE,0,1.0000,1.0000,0.5000,0,2,0,0.00,67.78,67.78,3.0000
27,28.0001,0,70,68,27,VEHICLE,0,1.0000,1.0000,0.5000,0,2,0,0.00,67.78,67.78,1.5000
27,28.0001,0,70,68,30,VEHICLE,2,0.4444,0.2222,0.5000,0,5,5,100.00,67.78,-32.22,1.8000
27,28.0001,0,70,68,36,VEHICLE,2,0.6667,0.3333,0.5000,1,2,2,100.00,67.78,-32.22,3.0000
27,28.0001,0,70,68,38,VEHICLE,1,0.0000,0.0000,0.5000,0,1,1,100.00,67.78,-32.22,1.0000
27,28.0001,0,70,68,41,VEHICLE,0,1.0000,1.0000,0.5000,0,2,0,0.00,67.78,67.78,2.0000
27,28.0001,0,70,68,42,VEHICLE,1,0.0000,0.0000,0.5000,0,1,1,100.00,67.78,-32.22,2.0000
27,28.0001,0,70,68,51,VEHICLE,1,0.7500,0.7500,0.5000,1,2,2,100.00,67.78,-32.22,4.0000
27,28.0001,0,70,68,67,VEHICLE,1,0.0000,0.0000,0.5000,0,1,1,100.00,67.78,-32.22,2.0000
27,28.0001,0,70,68,75,VEHICLE,0,1.0000,1.0000,0.5000,0,2,0,0.00,67.78,67.78,2.0000
27,28.0001,0,70,68,108,RSU,1,0.9286,0.9286,0.5000,1,1,1,100.00,67.78,-32.22,14.0000
27,28.0001,0,70,68,110,RSU,0,1.0000,1.0000,0.5000,0,1,0,0.00,67.78,67.78,2.0000
27,28.0001,0,70,68,111,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,67.78,-32.22,3.0000
27,28.0001,0,70,68,112,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,67.78,-32.22,4.0000
27,28.0001,0,70,68,118,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,67.78,-32.22,2.0000
27,28.0001,0,70,68,122,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,67.78,-32.22,2.0000
27,28.0001,0,70,68,123,RSU,0,1.0000,1.0000,0.5000,0,2,0,0.00,67.78,67.78,2.5000
27,28.0001,0,70,68,130,RSU,1,0.0000,0.0000,0.5000,0,2,2,100.00,67.78,-32.22,0.5000
27,28.0001,0,70,68,132,RSU,0,1.0000,1.0000,0.5000,0,1,0,0.00,67.78,67.78,2.0000
27,28.0001,0,70,68,134,RSU,1,0.9000,0.9000,0.5000,1,1,1,100.00,67.78,-32.22,10.0000
27,28.0001,0,70,68,143,RSU,0,1.0000,1.0000,0.5000,0,1,0,0.00,67.78,67.78,2.0000
27,28.0001,0,70,68,152,RSU,2,0.6667,0.3333,0.5000,1,2,2,100.00,67.78,-32.22,3.0000
27,28.0001,0,70,68,154,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,67.78,-32.22,2.0000
27,28.0001,0,70,68,155,RSU,0,1.0000,1.0000,0.5000,0,1,0,0.00,67.78,67.78,3.0000
27,28.0001,0,70,68,159,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,67.78,-32.22,4.0000
27,28.0001,0,70,68,161,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,67.78,-32.22,5.0000
