cycle_id,sim_time_s,flow_id,flow_source,flow_destination,node_id,node_role,next_hop_id,unique_inbound_count,unique_outbound_count,num_watchers_inbound,num_watchers_outbound
54,55.0001,0,70,68,1,INTERMEDIATE,-1,6,0,35,0
54,55.0001,0,70,68,1,INTERMEDIATE,261,6,6,35,16
54,55.0001,0,70,68,6,INTERMEDIATE,-1,3,0,48,0
54,55.0001,0,70,68,6,INTERMEDIATE,75,3,1,48,29
54,55.0001,0,70,68,6,INTERMEDIATE,261,3,1,48,29
54,55.0001,0,70,68,6,INTERMEDIATE,262,3,1,48,29
54,55.0001,0,70,68,12,INTERMEDIATE,-1,3,0,18,0
54,55.0001,0,70,68,27,INTERMEDIATE,-1,1,0,16,0
54,55.0001,0,70,68,29,INTERMEDIATE,-1,6,0,23,0
54,55.0001,0,70,68,29,INTERMEDIATE,82,6,6,23,16
54,55.0001,0,70,68,40,INTERMEDIATE,-1,2,0,30,0
54,55.0001,0,70,68,40,INTERMEDIATE,56,2,2,30,23
54,55.0001,0,70,68,41,INTERMEDIATE,-1,1,0,16,0
54,55.0001,0,70,68,41,INTERMEDIATE,154,1,1,16,20
54,55.0001,0,70,68,56,INTERMEDIATE,-1,3,0,30,0
54,55.0001,0,70,68,56,INTERMEDIATE,108,3,3,30,33
54,55.0001,0,70,68,59,INTERMEDIATE,-1,3,0,27,0
54,55.0001,0,70,68,59,INTERMEDIATE,77,3,1,27,18
54,55.0001,0,70,68,59,INTERMEDIATE,165,3,1,27,18
54,55.0001,0,70,68,59,INTERMEDIATE,248,3,1,27,18
54,55.0001,0,70,68,62,INTERMEDIATE,-1,1,0,16,0
54,55.0001,0,70,68,62,INTERMEDIATE,1,1,1,16,23
54,55.0001,0,70,68,68,DESTINATION,-1,0,0,0,0
54,55.0001,0,70,68,70,SOURCE,-1,0,0,0,0
54,55.0001,0,70,68,71,INTERMEDIATE,-1,1,0,14,0
54,55.0001,0,70,68,71,INTERMEDIATE,82,1,1,14,14
54,55.0001,0,70,68,75,INTERMEDIATE,-1,2,0,30,0
54,55.0001,0,70,68,76,INTERMEDIATE,-1,1,0,23,0
54,55.0001,0,70,68,76,INTERMEDIATE,238,1,1,23,8
54,55.0001,0,70,68,77,INTERMEDIATE,-1,1,0,17,0
54,55.0001,0,70,68,77,INTERMEDIATE,40,1,1,17,28
54,55.0001,0,70,68,82,INTERMEDIATE,-1,14,0,36,0
54,55.0001,0,70,68,82,INTERMEDIATE,59,14,1,36,19
54,55.0001,0,70,68,82,INTERMEDIATE,259,14,1,36,19
54,55.0001,0,70,68,108,INTERMEDIATE,-1,3,0,33,0
54,55.0001,0,70,68,108,INTERMEDIATE,68,3,3,33,26
54,55.0001,0,70,68,112,INTERMEDIATE,-1,1,0,16,0
54,55.0001,0,70,68,112,INTERMEDIATE,1,1,1,16,24
54,55.0001,0,70,68,130,INTERMEDIATE,-1,1,0,16,0
54,55.0001,0,70,68,130,INTERMEDIATE,1,1,1,16,10
54,55.0001,0,70,68,143,INTERMEDIATE,-1,1,0,16,0
54,55.0001,0,70,68,143,INTERMEDIATE,6,1,1,16,23
54,55.0001,0,70,68,152,INTERMEDIATE,-1,1,0,16,0
54,55.0001,0,70,68,152,INTERMEDIATE,1,1,1,16,23
54,55.0001,0,70,68,154,INTERMEDIATE,-1,1,0,20,0
54,55.0001,0,70,68,154,INTERMEDIATE,76,1,1,20,23
54,55.0001,0,70,68,155,INTERMEDIATE,-1,1,0,16,0
54,55.0001,0,70,68,159,INTERMEDIATE,-1,6,0,23,0
54,55.0001,0,70,68,159,INTERMEDIATE,59,6,1,23,15
54,55.0001,0,70,68,159,INTERMEDIATE,71,6,1,23,15
54,55.0001,0,70,68,159,INTERMEDIATE,82,6,1,23,15
54,55.0001,0,70,68,159,INTERMEDIATE,189,6,1,23,15
54,55.0001,0,70,68,159,INTERMEDIATE,249,6,1,23,15
54,55.0001,0,70,68,159,INTERMEDIATE,260,6,1,23,15
54,55.0001,0,70,68,165,INTERMEDIATE,-1,1,0,17,0
54,55.0001,0,70,68,165,INTERMEDIATE,40,1,1,17,29
54,55.0001,0,70,68,189,INTERMEDIATE,-1,1,0,14,0
54,55.0001,0,70,68,189,INTERMEDIATE,259,1,1,14,17
54,55.0001,0,70,68,193,INTERMEDIATE,-1,1,0,16,0
54,55.0001,0,70,68,238,INTERMEDIATE,-1,1,0,8,0
54,55.0001,0,70,68,248,INTERMEDIATE,-1,1,0,17,0
54,55.0001,0,70,68,248,INTERMEDIATE,56,1,1,17,26
54,55.0001,0,70,68,249,INTERMEDIATE,-1,1,0,14,0
54,55.0001,0,70,68,249,INTERMEDIATE,59,1,1,14,12
54,55.0001,0,70,68,251,INTERMEDIATE,-1,1,0,16,0
54,55.0001,0,70,68,251,INTERMEDIATE,1,1,1,16,26
54,55.0001,0,70,68,259,INTERMEDIATE,-1,2,0,19,0
54,55.0001,0,70,68,259,INTERMEDIATE,68,2,2,19,19
54,55.0001,0,70,68,260,INTERMEDIATE,-1,3,0,30,0
54,55.0001,0,70,68,261,INTERMEDIATE,-1,20,0,31,0
54,55.0001,0,70,68,261,INTERMEDIATE,29,20,6,31,24
54,55.0001,0,70,68,261,INTERMEDIATE,82,20,6,31,24
54,55.0001,0,70,68,261,INTERMEDIATE,159,20,6,31,24
54,55.0001,0,70,68,261,INTERMEDIATE,260,20,2,31,24
54,55.0001,0,70,68,262,INTERMEDIATE,-1,2,0,30,0
54,55.0001,0,70,68,262,INTERMEDIATE,12,2,2,30,17
54,55.0001,0,70,68,273,INTERMEDIATE,-1,1,0,16,0
54,55.0001,0,70,68,273,INTERMEDIATE,6,1,1,16,25
54,55.0001,1,215,142,1,INTERMEDIATE,-1,1,0,24,0
54,55.0001,1,215,142,1,INTERMEDIATE,12,1,1,24,16
54,55.0001,1,215,142,3,INTERMEDIATE,-1,1,0,16,0
54,55.0001,1,215,142,12,INTERMEDIATE,-1,1,0,16,0
54,55.0001,1,215,142,14,INTERMEDIATE,-1,6,0,31,0
54,55.0001,1,215,142,14,INTERMEDIATE,182,6,1,31,26
54,55.0001,1,215,142,20,INTERMEDIATE,-1,6,0,5,0
54,55.0001,1,215,142,20,INTERMEDIATE,105,6,1,5,6
54,55.0001,1,215,142,20,INTERMEDIATE,216,6,1,5,6
54,55.0001,1,215,142,20,INTERMEDIATE,226,6,1,5,6
54,55.0001,1,215,142,20,INTERMEDIATE,227,6,3,5,6
54,55.0001,1,215,142,21,INTERMEDIATE,-1,3,0,24,0
54,55.0001,1,215,142,21,INTERMEDIATE,14,3,3,24,28
54,55.0001,1,215,142,25,INTERMEDIATE,-1,1,0,3,0
54,55.0001,1,215,142,25,INTERMEDIATE,217,1,1,3,3
54,55.0001,1,215,142,26,INTERMEDIATE,-1,2,0,13,0
54,55.0001,1,215,142,26,INTERMEDIATE,116,2,2,13,26
