cycle,flow_id,node,planned_inbound_by_subflow,planned_inbound_by_mainflow
35,1,1,2,2
35,1,3,11,11
35,1,6,2,2
35,1,12,2,2
35,1,14,9,9
35,1,21,12,12
35,1,27,2,2
35,1,30,1,1
35,1,34,6,6
35,1,38,1,1
35,1,40,7,7
35,1,41,3,3
35,1,42,1,1
35,1,50,1,1
35,1,51,17,17
35,1,56,1,1
35,1,57,1,1
35,1,59,1,1
35,1,62,1,1
35,1,63,1,1
35,1,67,1,1
35,1,70,30,30
35,1,71,3,3
35,1,75,3,3
35,1,77,1,1
35,1,78,1,1
35,1,79,1,1
35,1,84,3,3
35,1,89,1,1
35,1,108,17,17
35,1,109,1,1
35,1,110,2,2
35,1,111,3,3
35,1,112,4,4
35,1,116,1,1
35,1,118,2,2
35,1,123,2,2
35,1,124,1,1
35,1,132,2,2
35,1,134,7,7
35,1,136,1,1
35,1,140,1,1
35,1,143,5,5
35,1,152,5,5
35,1,154,2,2
35,1,155,6,6
35,1,161,1,1
35,1,165,1,1
35,1,182,1,1
35,1,188,2,2
35,1,189,4,4
35,1,193,8,8
35,1,194,10,10
35,1,197,8,8
35,1,198,9,9
35,1,237,1,1
35,1,238,1,1
35,1,239,2,2
35,1,240,2,2
35,1,247,2,2
35,1,248,3,3
35,1,249,12,12
35,1,250,18,18
35,1,251,12,12
35,1,252,1,1
35,1,258,4,4
35,1,259,11,11
35,1,260,14,14
35,1,261,18,18
35,1,262,10,10
35,1,263,1,1
35,1,272,1,1
35,1,282,1,1
35,2,5,5,5
35,2,7,11,11
35,2,10,1,1
35,2,11,1,1
35,2,15,1,1
35,2,16,1,1
35,2,17,1,1
35,2,23,27,27
35,2,29,7,7
35,2,31,1,1
35,2,33,1,1
35,2,35,1,1
35,2,37,2,2
35,2,43,1,1
35,2,45,1,1
35,2,47,1,1
35,2,48,5,5
35,2,53,7,7
35,2,55,4,4
35,2,57,3,3
35,2,64,3,3
35,2,72,1,1
35,2,73,1,1
35,2,74,3,3
35,2,79,4,4
35,2,80,9,9
35,2,82,5,5
35,2,85,2,2
35,2,88,2,2
35,2,89,4,4
35,2,93,1,1
35,2,94,1,1
35,2,98,2,2
35,2,99,5,5
35,2,102,2,2
35,2,104,3,3
35,2,108,1,1
35,2,109,3,3
35,2,115,1,1
35,2,119,3,3
35,2,126,1,1
35,2,127,1,1
35,2,128,8,8
35,2,131,4,4
35,2,134,2,2
35,2,138,1,1
35,2,139,1,1
35,2,144,2,2
35,2,145,3,3
35,2,146,1,1
35,2,149,5,5
35,2,153,1,1
35,2,156,3,3
35,2,158,1,1
35,2,159,3,3
35,2,161,3,3
35,2,162,1,1
35,2,163,1,1
35,2,166,5,5
35,2,169,1,1
35,2,170,1,1
35,2,171,1,1
35,2,180,3,3
35,2,181,3,3
35,2,183,3,3
35,2,184,1,1
35,2,185,3,3
35,2,187,3,3
35,2,189,5,5
35,2,191,1,1
35,2,192,3,3
35,2,196,2,2
35,2,197,2,2
35,2,258,1,1
35,2,259,2,2
35,2,260,4,4
35,2,269,2,2
35,2,270,5,5
35,2,271,9,9
35,2,272,1,1
35,2,279,1,1
35,2,280,1,1
35,2,281,2,2
35,2,282,7,7
35,2,283,3,3
35,2,284,1,1
35,2,290,1,1
35,2,291,10,10
35,2,292,3,3
35,2,302,1,1
35,2,303,4,4
35,2,304,3,3
