cycle_id,flow_id,node_id,prev_hop_id,hop_delay_sum_ms,hop_delay_count,mean_delay_ms
19,0,5,139,10.712,5,2.1424
19,0,23,5,2.707,1,2.707
19,0,27,70,1.716,1,1.716
19,0,30,70,2.65,1,2.65
19,0,30,240,3.435,1,3.435
19,0,31,168,1.406,1,1.406
19,0,38,70,7.621,1,7.621
19,0,41,70,2.286,1,2.286
19,0,44,195,2.158,1,2.158
19,0,46,194,3.827,2,1.9135
19,0,64,73,7.351,2,3.6755
19,0,64,168,1.53,1,1.53
19,0,67,70,1.678,1,1.678
19,0,73,31,1.399,1,1.399
19,0,73,121,7.999,2,3.9995
19,0,73,168,2.785,1,2.785
19,0,73,184,3.827,1,3.827
19,0,75,70,1.928,1,1.928
19,0,77,23,2.629,1,2.629
19,0,77,166,2.881,1,2.881
19,0,77,196,3.806,1,3.806
19,0,79,5,1.601,1,1.601
19,0,79,109,2.985,1,2.985
19,0,79,166,5.012,1,5.012
19,0,79,180,3.344,1,3.344
19,0,79,261,5.716,3,1.90533
19,0,84,193,2.024,1,2.024
19,0,108,109,1.552,1,1.552
19,0,108,194,3.68,2,1.84
19,0,108,259,3.065,2,1.5325
19,0,109,77,4.208,1,4.208
19,0,109,166,1.553,1,1.553
19,0,109,180,1.788,1,1.788
19,0,110,70,3.14,1,3.14
19,0,111,70,1.963,1,1.963
19,0,111,143,1.74,1,1.74
19,0,112,41,1.384,1,1.384
19,0,112,111,3.503,2,1.7515
19,0,112,130,2.994,2,1.497
19,0,118,70,1.728,1,1.728
19,0,118,122,2.398,1,2.398
19,0,118,155,2.596,1,2.596
19,0,121,84,1.911,1,1.911
19,0,121,168,5.744,1,5.744
19,0,121,262,7.638,3,2.546
19,0,122,70,1.75,1,1.75
19,0,123,70,1.795,1,1.795
19,0,125,123,2.09,1,2.09
19,0,129,46,1.502,1,1.502
19,0,130,70,1.347,1,1.347
19,0,130,118,6.207,3,2.069
19,0,130,140,1.787,1,1.787
19,0,130,198,2.273,1,2.273
19,0,134,193,1.591,1,1.591
19,0,139,73,17.283,3,5.761
19,0,139,121,3.141,2,1.5705
19,0,139,168,3.722,1,3.722
19,0,140,188,1.528,1,1.528
19,0,141,108,5.634,3,1.878
19,0,141,194,1.83,1,1.83
19,0,141,258,1.916,1,1.916
19,0,143,70,2.283,1,2.283
19,0,152,70,4.554,1,4.554
19,0,154,70,1.595,1,1.595
19,0,155,70,2.085,1,2.085
19,0,162,141,7.134,4,1.7835
19,0,166,64,7.453,3,2.48433
19,0,166,139,3.856,2,1.928
19,0,168,112,12.874,6,2.14567
19,0,180,5,1.869,1,1.869
19,0,180,166,1.619,1,1.619
19,0,184,168,1.751,1,1.751
19,0,188,70,2.359,1,2.359
19,0,189,5,2.98,1,2.98
19,0,193,70,1.515,1,1.515
19,0,193,198,2.155,1,2.155
19,0,194,77,1.825,1,1.825
19,0,194,259,8.839,4,2.20975
19,0,195,70,3.793,1,3.793
19,0,196,5,3.13,1,3.13
19,0,196,189,4.722,1,4.722
19,0,198,27,1.522,1,1.522
19,0,198,70,2.374,1,2.374
19,0,239,70,3.522,2,1.761
19,0,239,125,1.796,1,1.796
19,0,240,70,2.612,1,2.612
19,0,250,70,1.686,1,1.686
19,0,250,239,2.915,2,1.4575
19,0,251,70,3.543,1,3.543
19,0,258,259,1.819,1,1.819
19,0,259,77,2.172,1,2.172
19,0,259,79,24.802,7,3.54314
19,0,259,109,2.196,1,2.196
19,0,259,166,1.887,1,1.887
19,0,261,250,6.057,3,2.019
19,0,262,263,11.711,3,3.90367
19,0,263,130,5.38,3,1.79333
19,1,1,44,2.388,1,2.388
19,1,4,297,4.832,2,2.416
19,1,5,134,1.236,1,1.236
19,1,5,261,1.359,1,1.359
19,1,13,127,1.635,1,1.635
19,1,27,38,3.444,1,3.444
19,1,30,1,3.496,1,3.496
19,1,42,38,2.152,1,2.152
19,1,44,38,1.936,1,1.936
19,1,44,240,1.689,1,1.689
19,1,52,86,3.482,1,3.482
19,1,64,261,1.591,1,1.591
19,1,67,38,1.695,1,1.695
19,1,70,38,1.536,1,1.536
19,1,86,295,3.98,1,3.98
19,1,94,139,14.291,2,7.1455
19,1,110,38,1.403,1,1.403
19,1,111,27,3.091,1,3.091
19,1,112,30,1.512,1,1.512
19,1,112,111,1.256,1,1.256
19,1,112,130,16.818,4,4.2045
19,1,112,198,4.558,1,4.558
19,1,118,38,1.699,1,1.699
19,1,122,38,1.605,1,1.605
19,1,127,64,4.341,1,4.341
19,1,130,38,1.672,1,1.672
19,1,130,118,2.096,1,2.096
19,1,130,140,4.987,1,4.987
19,1,130,143,7.086,2,3.543
19,1,130,154,1.603,1,1.603
19,1,134,250,1.566,1,1.566
19,1,139,5,13.015,2,6.5075
19,1,140,38,1.918,1,1.918
19,1,143,38,2.875,1,2.875
19,1,143,195,2.964,1,2.964
19,1,154,38,1.903,1,1.903
19,1,176,52,3.153,1,3.153
19,1,179,94,7.235,2,3.6175
19,1,188,38,1.981,1,1.981
19,1,188,42,1.57,1,1.57
19,1,195,38,1.341,1,1.341
19,1,198,38,3.004,1,3.004
19,1,240,38,2.97,1,2.97
19,1,250,70,1.95,1,1.95
19,1,251,38,1.777,1,1.777
19,1,251,67,3.016,1,3.016
19,1,261,112,35.673,7,5.09614
19,1,295,13,4.514,1,4.514
19,1,296,179,3.876,2,1.938
19,1,297,296,5.383,2,2.6915
