Cycle No., Flow No., PDR_k (%), d_k (ms), e2e_latency (ms), Jitter (ms), lambda_t, cpu_overhead (ms)
42, 1, 7.32405, 20.5157, 393.42, 4.74144, 46, 55.648
42, 2, 38.5088, 9.29514, 261.373, 2.01347, 46, 55.648
