cycle_id,sim_time_s,flow_id,flow_source,flow_destination,node_id,node_type,num_active_next_hops,sum_abs_ff_deviation,sum_abs_ff_deviation_normalized,threshold,detected,total_inbound,total_outbound,node_pdr,mean_pdr_flow,pdr_deviation,inbound_ratio
19,20.0001,0,70,68,1,VEHICLE,0,1.0000,1.0000,0.5000,0,5,0,0.00,88.69,88.69,0.4000
19,20.0001,0,70,68,5,VEHICLE,5,0.5455,0.1091,0.5000,1,5,5,100.00,88.69,-11.31,2.2000
19,20.0001,0,70,68,6,VEHICLE,0,1.0000,1.0000,0.5000,0,4,0,0.00,88.69,88.69,1.5000
19,20.0001,0,70,68,12,VEHICLE,0,1.0000,1.0000,0.5000,0,1,0,0.00,88.69,88.69,3.0000
19,20.0001,0,70,68,23,VEHICLE,1,1.0000,1.0000,0.5000,1,1,1,100.00,88.69,-11.31,1.0000
19,20.0001,0,70,68,27,VEHICLE,1,0.0000,0.0000,0.5000,0,1,1,100.00,88.69,-11.31,2.0000
19,20.0001,0,70,68,30,VEHICLE,1,0.0000,0.0000,0.5000,0,2,2,100.00,88.69,-11.31,1.5000
19,20.0001,0,70,68,31,VEHICLE,1,0.0000,0.0000,0.5000,0,1,1,100.00,88.69,-11.31,2.0000
19,20.0001,0,70,68,38,VEHICLE,1,0.0000,0.0000,0.5000,0,1,1,100.00,88.69,-11.31,1.0000
19,20.0001,0,70,68,41,VEHICLE,1,0.0000,0.0000,0.5000,0,1,1,100.00,88.69,-11.31,3.0000
19,20.0001,0,70,68,44,VEHICLE,1,0.0000,0.0000,0.5000,0,1,1,100.00,88.69,-11.31,1.0000
19,20.0001,0,70,68,46,VEHICLE,2,0.7000,0.3500,0.5000,1,2,2,100.00,88.69,-11.31,5.0000
19,20.0001,0,70,68,64,VEHICLE,1,0.0000,0.0000,0.5000,0,3,3,100.00,88.69,-11.31,1.3333
19,20.0001,0,70,68,67,VEHICLE,1,0.0000,0.0000,0.5000,0,1,1,100.00,88.69,-11.31,1.0000
19,20.0001,0,70,68,73,VEHICLE,2,0.0000,0.0000,0.5000,0,5,5,100.00,88.69,-11.31,1.0000
19,20.0001,0,70,68,75,VEHICLE,1,0.0000,0.0000,0.5000,0,1,1,100.00,88.69,-11.31,4.0000
19,20.0001,0,70,68,77,VEHICLE,3,0.0000,0.0000,0.5000,0,5,5,100.00,88.69,-11.31,1.0000
19,20.0001,0,70,68,79,VEHICLE,1,0.0000,0.0000,0.5000,0,7,7,100.00,88.69,-11.31,1.5714
19,20.0001,0,70,68,84,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,88.69,-11.31,3.0000
19,20.0001,0,70,68,108,RSU,2,0.4000,0.2000,0.5000,0,5,5,100.00,88.69,-11.31,2.0000
19,20.0001,0,70,68,109,RSU,3,0.5714,0.1905,0.5000,1,3,3,100.00,88.69,-11.31,2.3333
19,20.0001,0,70,68,110,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,88.69,-11.31,2.0000
19,20.0001,0,70,68,111,RSU,1,0.0000,0.0000,0.5000,0,2,2,100.00,88.69,-11.31,2.0000
19,20.0001,0,70,68,112,RSU,1,0.7273,0.7273,0.5000,1,8,8,100.00,88.69,-11.31,1.3750
19,20.0001,0,70,68,118,RSU,1,0.0000,0.0000,0.5000,0,3,3,100.00,88.69,-11.31,1.0000
19,20.0001,0,70,68,121,RSU,2,0.1333,0.0667,0.5000,0,5,5,100.00,88.69,-11.31,1.2000
19,20.0001,0,70,68,122,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,88.69,-11.31,2.0000
19,20.0001,0,70,68,123,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,88.69,-11.31,2.0000
19,20.0001,0,70,68,125,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,88.69,-11.31,1.0000
19,20.0001,0,70,68,129,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,88.69,-11.31,2.0000
19,20.0001,0,70,68,130,RSU,2,0.1429,0.0714,0.5000,0,6,6,100.00,88.69,-11.31,1.1667
19,20.0001,0,70,68,132,RSU,0,1.0000,1.0000,0.5000,0,1,0,0.00,88.69,88.69,2.0000
19,20.0001,0,70,68,134,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,88.69,-11.31,4.0000
19,20.0001,0,70,68,139,RSU,2,0.5952,0.2976,0.5000,1,7,7,100.00,88.69,-11.31,1.7143
19,20.0001,0,70,68,140,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,88.69,-11.31,2.0000
19,20.0001,0,70,68,141,RSU,2,0.4667,0.2333,0.5000,0,6,6,100.00,88.69,-11.31,2.5000
19,20.0001,0,70,68,143,RSU,1,0.0000,0.0000,0.5000,0,1,1,100.00,88.69,-11.31,4.0000
