cycle,flow_id,node,planned_inbound_by_subflow,planned_inbound_by_mainflow
32,1,1,3,3
32,1,3,1,1
32,1,6,2,2
32,1,12,2,2
32,1,21,12,12
32,1,23,1,1
32,1,27,2,2
32,1,29,1,1
32,1,34,2,2
32,1,38,1,1
32,1,40,2,2
32,1,41,3,3
32,1,42,2,2
32,1,46,1,1
32,1,51,16,16
32,1,61,1,1
32,1,63,3,3
32,1,64,1,1
32,1,67,2,2
32,1,70,30,30
32,1,75,3,3
32,1,77,2,2
32,1,78,1,1
32,1,79,1,1
32,1,84,3,3
32,1,108,16,16
32,1,109,1,1
32,1,110,2,2
32,1,111,4,4
32,1,112,4,4
32,1,118,2,2
32,1,122,2,2
32,1,123,13,13
32,1,130,1,1
32,1,132,2,2
32,1,140,1,1
32,1,152,5,5
32,1,154,2,2
32,1,155,5,5
32,1,159,1,1
32,1,165,10,10
32,1,180,1,1
32,1,188,2,2
32,1,189,1,1
32,1,193,5,5
32,1,194,9,9
32,1,196,1,1
32,1,198,7,7
32,1,237,1,1
32,1,238,1,1
32,1,239,2,2
32,1,240,2,2
32,1,247,3,3
32,1,248,14,14
32,1,249,27,27
32,1,250,27,27
32,1,251,11,11
32,1,252,1,1
32,1,258,2,2
32,1,259,2,2
32,1,260,1,1
32,1,261,1,1
32,1,262,1,1
32,1,271,1,1
32,2,1,1,1
32,2,3,3,3
32,2,6,13,13
32,2,12,10,10
32,2,14,1,1
32,2,18,2,2
32,2,20,1,1
32,2,21,7,7
32,2,23,2,2
32,2,24,1,1
32,2,26,2,2
32,2,27,1,1
32,2,34,1,1
32,2,36,1,1
32,2,38,1,1
32,2,40,1,1
32,2,41,1,1
32,2,50,2,2
32,2,51,7,7
32,2,56,4,4
32,2,59,6,6
32,2,62,1,1
32,2,63,3,3
32,2,64,2,2
32,2,68,1,1
32,2,71,1,1
32,2,75,1,1
32,2,77,2,2
32,2,78,3,3
32,2,79,1,1
32,2,84,1,1
32,2,108,6,6
32,2,109,2,2
32,2,114,4,4
32,2,116,4,4
32,2,120,2,2
32,2,123,1,1
32,2,124,2,2
32,2,132,1,1
32,2,134,4,4
32,2,135,1,1
32,2,136,32,32
32,2,140,1,1
32,2,148,3,3
32,2,155,1,1
32,2,159,2,2
32,2,164,4,4
32,2,165,4,4
32,2,167,3,3
32,2,175,2,2
32,2,178,2,2
32,2,180,2,2
32,2,182,2,2
32,2,188,1,1
32,2,189,2,2
32,2,193,1,1
32,2,194,7,7
32,2,196,5,5
32,2,197,5,5
32,2,198,1,1
32,2,235,1,1
32,2,236,3,3
32,2,237,6,6
32,2,238,7,7
32,2,239,4,4
32,2,247,6,6
32,2,248,11,11
32,2,249,19,19
32,2,250,22,22
32,2,251,1,1
32,2,258,1,1
32,2,259,5,5
32,2,260,3,3
32,2,261,4,4
32,2,262,1,1
32,2,272,1,1
32,2,273,1,1
