cycle_id,flow_id,node_id,prev_hop_id,hop_delay_sum_ms,hop_delay_count,mean_delay_ms
7,0,12,70,3.189,1,3.189
7,0,23,166,1.835,1,1.835
7,0,30,12,2.16,1,2.16
7,0,30,70,1.825,1,1.825
7,0,36,23,1.938,1,1.938
7,0,38,70,2.278,1,2.278
7,0,38,111,5.812,3,1.93733
7,0,38,130,2.786,2,1.393
7,0,42,70,1.79,1,1.79
7,0,44,70,1.915,1,1.915
7,0,57,152,1.787,1,1.787
7,0,75,143,1.485,1,1.485
7,0,78,5,1.419,1,1.419
7,0,78,134,2.935,2,1.4675
7,0,111,70,1.761,1,1.761
7,0,111,122,1.7,1,1.7
7,0,118,70,1.983,1,1.983
7,0,122,70,1.536,1,1.536
7,0,124,36,1.472,1,1.472
7,0,130,44,1.587,1,1.587
7,0,130,70,1.856,1,1.856
7,0,132,70,1.746,1,1.746
7,0,134,3,1.409,1,1.409
7,0,134,250,1.406,1,1.406
7,0,140,70,1.968,1,1.968
7,0,143,30,3.31,2,1.655
7,0,143,70,2.25,1,2.25
7,0,152,168,2.265,1,2.265
7,0,154,70,1.903,1,1.903
7,0,154,118,1.714,1,1.714
7,0,154,140,1.979,1,1.979
7,0,166,261,4.03,2,2.015
7,0,188,140,2.285,1,2.285
7,0,188,154,2.348,1,2.348
7,0,194,124,2.425,1,2.425
7,0,195,70,2.295,1,2.295
7,0,239,75,1.624,1,1.624
7,0,249,250,2.383,1,2.383
7,0,250,75,6.031,3,2.01033
7,0,251,70,1.876,1,1.876
7,0,258,194,8.579,4,2.14475
7,0,261,57,1.557,1,1.557
7,0,261,250,1.637,1,1.637
7,1,13,94,2.35,1,2.35
7,1,31,57,3.129,2,1.5645
7,1,31,73,3.973,2,1.9865
7,1,31,94,1.731,1,1.731
7,1,31,171,1.647,1,1.647
7,1,31,272,2.298,1,2.298
7,1,31,283,5.94,3,1.98
7,1,37,94,2.205,1,2.205
7,1,57,94,1.934,1,1.934
7,1,57,184,1.627,1,1.627
7,1,62,31,7.472,4,1.868
7,1,62,64,19.843,11,1.80391
7,1,64,31,12.309,6,2.0515
7,1,64,94,1.385,1,1.385
7,1,64,283,6.367,4,1.59175
7,1,73,37,1.822,1,1.822
7,1,73,94,2.315,1,2.315
7,1,126,94,2.248,1,2.248
7,1,127,94,1.623,1,1.623
7,1,137,94,1.784,1,1.784
7,1,156,94,1.828,1,1.828
7,1,171,94,2.003,1,2.003
7,1,184,94,1.921,1,1.921
7,1,263,62,28.277,15,1.88513
7,1,272,94,1.712,1,1.712
7,1,282,94,2.264,1,2.264
7,1,283,13,1.985,1,1.985
7,1,283,94,1.762,1,1.762
7,1,283,126,2.025,1,2.025
7,1,283,127,2.288,1,2.288
7,1,283,137,2.156,1,2.156
7,1,283,156,1.465,1,1.465
7,1,283,282,1.475,1,1.475
