cycle,flow_id,node,planned_inbound_by_subflow,planned_inbound_by_mainflow
4,1,1,3,3
4,1,3,6,6
4,1,5,4,4
4,1,6,2,2
4,1,10,1,1
4,1,12,4,4
4,1,17,1,1
4,1,20,1,1
4,1,21,3,3
4,1,23,1,1
4,1,24,1,1
4,1,29,1,1
4,1,30,3,3
4,1,31,1,1
4,1,33,1,1
4,1,34,1,1
4,1,36,2,2
4,1,37,1,1
4,1,38,2,2
4,1,40,3,3
4,1,41,6,6
4,1,42,2,2
4,1,44,1,1
4,1,46,5,5
4,1,47,1,1
4,1,48,1,1
4,1,51,3,3
4,1,55,3,3
4,1,57,1,1
4,1,59,1,1
4,1,62,1,1
4,1,64,1,1
4,1,67,3,3
4,1,70,30,30
4,1,71,1,1
4,1,72,2,2
4,1,73,5,5
4,1,75,5,5
4,1,77,5,5
4,1,78,4,4
4,1,79,4,4
4,1,80,1,1
4,1,81,1,1
4,1,82,1,1
4,1,85,1,1
4,1,88,1,1
4,1,93,4,4
4,1,94,1,1
4,1,95,1,1
4,1,99,1,1
4,1,102,1,1
4,1,108,7,7
4,1,109,1,1
4,1,110,2,2
4,1,111,8,8
4,1,115,2,2
4,1,118,2,2
4,1,121,3,3
4,1,122,2,2
4,1,123,3,3
4,1,124,3,3
4,1,127,1,1
4,1,129,12,12
4,1,130,3,3
4,1,132,2,2
4,1,134,7,7
4,1,136,1,1
4,1,138,1,1
4,1,140,3,3
4,1,141,7,7
4,1,143,5,5
4,1,146,6,6
4,1,149,1,1
4,1,152,1,1
4,1,153,2,2
4,1,154,2,2
4,1,155,4,4
4,1,159,1,1
4,1,161,3,3
4,1,162,5,5
4,1,163,1,1
4,1,165,5,5
4,1,168,12,12
4,1,170,7,7
4,1,175,1,1
4,1,180,8,8
4,1,181,1,1
4,1,182,1,1
4,1,183,2,2
4,1,184,2,2
4,1,187,2,2
4,1,188,3,3
4,1,189,1,1
4,1,192,1,1
4,1,193,9,9
4,1,194,8,8
4,1,195,2,2
4,1,196,2,2
4,1,197,5,5
4,1,198,10,10
4,1,236,1,1
4,1,237,1,1
4,1,238,2,2
4,1,239,5,5
4,1,240,5,5
4,1,241,2,2
4,1,246,1,1
4,1,247,5,5
4,1,248,5,5
4,1,249,7,7
4,1,250,11,11
4,1,251,13,13
4,1,252,3,3
4,1,257,6,6
4,1,258,10,10
4,1,259,12,12
4,1,260,10,10
4,1,261,14,14
4,1,262,7,7
4,1,263,1,1
4,1,268,9,9
4,1,269,10,10
4,1,270,8,8
4,1,271,3,3
4,1,272,1,1
4,1,279,1,1
4,1,280,1,1
4,1,281,1,1
4,1,282,1,1
4,1,291,1,1
4,1,292,1,1
4,2,2,2,2
4,2,5,1,1
4,2,6,1,1
4,2,7,3,3
4,2,10,1,1
4,2,14,1,1
4,2,15,1,1
4,2,16,34,34
4,2,17,3,3
4,2,21,1,1
4,2,23,2,2
4,2,29,1,1
4,2,31,1,1
4,2,32,1,1
4,2,33,1,1
4,2,35,5,5
4,2,36,1,1
4,2,37,11,11
4,2,40,1,1
4,2,47,1,1
4,2,48,1,1
4,2,53,1,1
4,2,55,4,4
4,2,57,12,12
4,2,62,5,5
4,2,63,1,1
4,2,64,13,13
4,2,72,4,4
4,2,73,3,3
4,2,74,2,2
4,2,80,1,1
4,2,81,1,1
4,2,82,11,11
4,2,83,1,1
4,2,85,4,4
4,2,88,8,8
4,2,89,2,2
4,2,93,3,3
4,2,94,2,2
4,2,95,7,7
4,2,96,1,1
4,2,97,3,3
4,2,98,1,1
4,2,99,2,2
4,2,102,9,9
4,2,104,1,1
4,2,115,8,8
4,2,119,12,12
4,2,126,9,9
4,2,127,21,21
4,2,128,2,2
4,2,137,1,1
4,2,138,7,7
4,2,145,1,1
4,2,146,1,1
4,2,149,1,1
4,2,152,8,8
4,2,153,7,7
4,2,159,5,5
4,2,161,1,1
4,2,163,2,2
4,2,166,1,1
4,2,168,1,1
4,2,169,2,2
4,2,170,1,1
4,2,171,7,7
4,2,181,5,5
4,2,184,1,1
4,2,185,2,2
4,2,187,8,8
4,2,191,3,3
4,2,192,11,11
4,2,193,1,1
4,2,197,1,1
4,2,260,1,1
4,2,261,1,1
4,2,262,1,1
4,2,268,1,1
4,2,269,12,12
4,2,270,12,12
4,2,271,10,10
4,2,272,16,16
4,2,273,5,5
4,2,278,1,1
4,2,279,5,5
4,2,280,3,3
4,2,281,1,1
4,2,282,1,1
4,2,283,1,1
4,2,284,5,5
4,2,289,1,1
4,2,290,6,6
4,2,291,5,5
4,2,292,5,5
4,2,301,1,1
4,2,302,1,1
4,2,303,1,1
4,2,304,1,1
