cycle,flow_id,node,planned_inbound_by_subflow,planned_inbound_by_mainflow
49,1,1,5,5
49,1,3,1,1
49,1,6,2,2
49,1,12,3,3
49,1,14,5,5
49,1,21,11,11
49,1,23,1,1
49,1,24,3,3
49,1,26,11,11
49,1,27,3,3
49,1,28,14,14
49,1,29,1,1
49,1,34,3,3
49,1,36,7,7
49,1,40,1,1
49,1,41,4,4
49,1,51,3,3
49,1,56,3,3
49,1,60,2,2
49,1,61,1,1
49,1,62,4,4
49,1,63,1,1
49,1,67,1,1
49,1,70,30,30
49,1,71,7,7
49,1,75,6,6
49,1,76,9,9
49,1,77,1,1
49,1,82,1,1
49,1,84,1,1
49,1,108,1,1
49,1,112,5,5
49,1,115,1,1
49,1,116,3,3
49,1,120,1,1
49,1,124,8,8
49,1,129,3,3
49,1,130,2,2
49,1,134,2,2
49,1,136,1,1
49,1,143,7,7
49,1,148,2,2
49,1,152,9,9
49,1,154,1,1
49,1,155,4,4
49,1,159,5,5
49,1,164,2,2
49,1,165,7,7
49,1,167,1,1
49,1,178,1,1
49,1,182,2,2
49,1,183,1,1
49,1,189,1,1
49,1,193,3,3
49,1,194,6,6
49,1,196,4,4
49,1,198,8,8
49,1,236,1,1
49,1,237,2,2
49,1,238,9,9
49,1,239,1,1
49,1,247,1,1
49,1,248,7,7
49,1,249,17,17
49,1,250,16,16
49,1,251,3,3
49,1,258,1,1
49,1,259,3,3
49,1,260,2,2
49,1,261,6,6
49,1,262,3,3
49,1,269,1,1
49,1,270,1,1
49,1,272,1,1
49,2,0,3,3
49,2,3,6,6
49,2,5,4,4
49,2,10,1,1
49,2,14,2,2
49,2,15,1,1
49,2,16,3,3
49,2,17,1,1
49,2,21,1,1
49,2,23,6,6
49,2,29,2,2
49,2,33,8,8
49,2,34,1,1
49,2,35,4,4
49,2,36,1,1
49,2,37,2,2
49,2,43,2,2
49,2,46,2,2
49,2,47,1,1
49,2,48,9,9
49,2,51,6,6
49,2,53,1,1
49,2,55,2,2
49,2,57,3,3
49,2,59,1,1
49,2,61,1,1
49,2,64,13,13
49,2,68,1,1
49,2,71,1,1
49,2,72,10,10
49,2,74,1,1
49,2,79,1,1
49,2,82,5,5
49,2,85,8,8
49,2,88,1,1
49,2,93,4,4
49,2,97,2,2
49,2,99,1,1
49,2,102,2,2
49,2,109,4,4
49,2,115,7,7
49,2,119,3,3
49,2,124,1,1
49,2,128,1,1
49,2,131,1,1
49,2,134,8,8
49,2,138,31,31
49,2,141,3,3
49,2,145,1,1
49,2,146,4,4
49,2,153,6,6
49,2,156,1,1
49,2,162,14,14
49,2,163,6,6
49,2,166,3,3
49,2,169,1,1
49,2,170,6,6
49,2,180,1,1
49,2,181,1,1
49,2,182,1,1
49,2,183,4,4
49,2,185,1,1
49,2,187,2,2
49,2,189,5,5
49,2,191,7,7
49,2,192,2,2
49,2,196,1,1
49,2,197,10,10
49,2,247,1,1
49,2,248,1,1
49,2,249,1,1
49,2,256,1,1
49,2,257,2,2
49,2,258,3,3
49,2,259,3,3
49,2,260,2,2
49,2,267,1,1
49,2,268,5,5
49,2,269,10,10
49,2,270,9,9
49,2,271,6,6
49,2,272,1,1
49,2,278,2,2
49,2,279,10,10
49,2,280,17,17
49,2,281,5,5
49,2,282,4,4
49,2,290,2,2
49,2,291,1,1
49,2,292,1,1
49,2,293,1,1
