time_s,tp,tn,fp,fn,dr,fpr,precision,f1,mcc,atk_error_m,rsr,amsr,i_leak,mcar,nsd,detection_ms,ts_verify_ok,tau_ctrl,blocks,chain_valid,zkp_regs,zkp_blocked,ipfs_entries,consensus_ms,dkg_shares,dkg_verify_ok,dkg_pk_ok,dkg_reshares,lkh_recover_ops,lkh_rekeys,lkh_rekey_updates,lkh_kem_encaps,lkh_kem_decaps,trk_rekeys,authrekey_ok,authrekey_fail,ring_sign_ok,ring_verify_ok,ring_verify_fail,fs_ok,bs_ok
30.5000,82,208,5,3,0.9647,0.0235,0.9425,0.9535,0.9347,0.0000,0.0353,0.9647,0.0603,0.9765,0.9569,14.6074,1,1.0000,1,1,20,0,0,0.0000,9,1,1,0,105,1,0,34,21,2,2,0,86,86,0,0,1
31.0000,81,204,9,4,0.9529,0.0423,0.9000,0.9257,0.8956,0.0000,0.0471,0.9529,0.0603,0.9577,0.9362,15.6223,1,1.0000,1,1,20,0,0,0.0000,9,1,1,0,105,1,0,34,21,2,2,0,193,193,0,0,1
31.5000,79,210,3,6,0.9294,0.0141,0.9634,0.9461,0.9254,0.0000,0.0706,0.9294,0.0603,0.9859,0.9339,16.1929,1,1.0000,1,1,20,0,0,0.0000,9,1,1,0,105,1,0,34,21,2,2,0,300,300,0,0,1
32.0000,79,207,6,6,0.9294,0.0282,0.9294,0.9294,0.9012,0.0000,0.0706,0.9294,0.0603,0.9718,0.9252,15.2662,1,1.0000,1,1,20,0,0,0.0000,9,1,1,0,105,1,0,34,21,2,2,0,407,407,0,0,1
32.5000,77,206,7,8,0.9059,0.0329,0.9167,0.9112,0.8761,0.0000,0.0941,0.9059,0.0603,0.9671,0.9031,15.8909,1,1.0000,1,1,20,0,0,0.0000,9,1,1,0,105,1,0,34,21,2,2,0,514,514,0,0,1
33.0000,77,209,4,8,0.9059,0.0188,0.9506,0.9277,0.9003,0.0000,0.0941,0.9059,0.0603,0.9812,0.9117,14.9548,1,1.0000,1,1,20,0,0,0.0000,9,1,1,0,105,1,0,34,21,2,2,0,600,600,0,0,1
33.5000,81,208,5,4,0.9529,0.0235,0.9419,0.9474,0.9262,0.0000,0.0471,0.9529,0.0603,0.9765,0.9473,15.6835,2,1.0000,1,1,20,0,0,0.0000,9,1,1,0,105,1,0,34,21,2,2,0,686,686,0,0,1
34.0000,78,206,7,7,0.9176,0.0329,0.9176,0.9176,0.8848,0.0000,0.0824,0.9176,0.0603,0.9671,0.9127,15.5882,2,1.0000,1,1,20,0,0,0.0000,9,1,1,0,105,1,0,34,21,2,2,0,793,793,0,0,1
34.5000,78,206,7,7,0.9176,0.0329,0.9176,0.9176,0.8848,0.0000,0.0824,0.9176,0.0603,0.9671,0.9127,14.9560,2,1.0000,1,1,20,0,0,0.0000,9,1,1,0,105,1,0,34,21,2,2,0,900,900,0,0,1
35.0000,78,210,3,7,0.9176,0.0141,0.9630,0.9398,0.9170,0.0000,0.0824,0.9176,0.0603,0.9859,0.9243,16.0660,2,1.0000,1,1,20,0,0,0.0000,9,1,1,0,105,1,0,34,21,2,2,0,1007,1007,0,0,1
35.5000,77,206,7,8,0.9059,0.0329,0.9167,0.9112,0.8761,0.0000,0.0941,0.9059,0.0603,0.9671,0.9031,14.9472,2,1.0000,1,1,20,0,0,0.0000,9,1,1,0,105,1,0,34,21,2,2,0,1114,1114,0,0,1
36.0000,82,205,8,3,0.9647,0.0376,0.9111,0.9371,0.9118,0.0000,0.0353,0.9647,0.0603,0.9624,0.9486,16.0415,2,1.0000,1,1,20,0,0,0.0000,9,1,1,0,105,1,0,34,21,2,2,0,1200,1200,0,0,1
36.5000,81,206,7,4,0.9529,0.0329,0.9205,0.9364,0.9107,600.0000,0.0471,0.9529,0.0603,0.9671,0.9417,16.2420,4,0.0000,2,1,20,0,2,0.0000,9,1,1,1,105,2,10,36,22,3,3,0,1286,1286,0,1,1
37.0000,80,207,6,5,0.9412,0.0282,0.9302,0.9357,0.9098,800.0000,0.0588,0.9412,0.0603,0.9718,0.9348,15.5580,4,0.0000,23,1,20,9,13,55.0000,9,1,1,1,105,3,20,38,22,4,4,1,1393,1393,0,1,1
37.5000,79,208,5,6,0.9294,0.0235,0.9405,0.9349,0.9092,1000.0000,0.0706,0.9294,0.0603,0.9765,0.9281,14.7073,4,0.0000,25,1,20,9,14,65.0000,9,1,1,1,105,3,20,38,22,4,4,1,1500,1500,0,1,1
38.0000,81,203,10,4,0.9529,0.0469,0.8901,0.9205,0.8882,1000.0000,0.0471,0.9529,0.0603,0.9531,0.9335,16.1087,4,0.0000,26,1,20,9,14,70.0000,9,1,1,1,105,3,20,38,22,4,4,1,1607,1607,0,1,1
38.5000,81,207,6,4,0.9529,0.0282,0.9310,0.9419,0.9184,1000.0000,0.0471,0.9529,0.0603,0.9718,0.9445,14.4944,4,0.0000,26,1,20,9,14,70.0000,9,1,1,1,105,3,20,38,22,4,4,1,1714,1714,0,1,1
39.0000,81,209,4,4,0.9529,0.0188,0.9529,0.9529,0.9342,1000.0000,0.0471,0.9529,0.0603,0.9812,0.9501,14.8652,4,0.0000,26,1,20,9,14,70.0000,9,1,1,1,105,3,20,38,22,4,4,1,1800,1800,0,1,1
39.5000,77,208,5,8,0.9059,0.0235,0.9390,0.9222,0.8921,1000.0000,0.0941,0.9059,0.0603,0.9765,0.9088,16.1523,5,1.0000,26,1,20,9,14,70.0000,9,1,1,1,105,3,20,38,22,4,4,1,1886,1886,0,1,1
40.0000,78,203,10,7,0.9176,0.0469,0.8864,0.9017,0.8618,1000.0000,0.0824,0.9176,0.0603,0.9531,0.9044,16.2858,5,1.0000,26,1,20,9,14,70.0000,9,1,1,1,105,3,20,38,22,4,4,1,1993,1993,0,1,1
40.5000,78,209,4,7,0.9176,0.0188,0.9512,0.9341,0.9088,1000.0000,0.0824,0.9176,0.0603,0.9812,0.9213,14.9614,5,1.0000,26,1,20,9,14,70.0000,9,1,1,1,105,3,20,38,22,4,4,1,2100,2100,0,1,1
41.0000,80,204,9,5,0.9412,0.0423,0.8989,0.9195,0.8869,1000.0000,0.0588,0.9412,0.0603,0.9577,0.9265,15.8791,5,1.0000,26,1,20,9,14,70.0000,9,1,1,1,105,3,20,38,22,4,4,1,2207,2207,0,1,1
41.5000,82,210,3,3,0.9647,0.0141,0.9647,0.9647,0.9506,1000.0000,0.0353,0.9647,0.0603,0.9859,0.9626,15.9189,5,1.0000,26,1,20,9,14,70.0000,9,1,1,1,105,3,20,38,22,4,4,1,2314,2314,0,1,1
42.0000,83,207,6,2,0.9765,0.0282,0.9326,0.9540,0.9356,1000.0000,0.0235,0.9765,0.0603,0.9718,0.9637,15.9101,5,1.0000,26,1,20,9,14,70.0000,9,1,1,1,105,3,20,38,22,4,4,1,2400,2400,0,1,1
42.5000,78,210,3,7,0.9176,0.0141,0.9630,0.9398,0.9170,1600.0000,0.0824,0.9176,0.0603,0.9859,0.9243,14.4101,7,0.0000,26,1,20,9,16,35.0000,9,1,1,2,105,4,30,40,22,5,5,1,2486,2486,0,1,1
43.0000,80,210,3,5,0.9412,0.0141,0.9639,0.9524,0.9338,1800.0000,0.0588,0.9412,0.0603,0.9859,0.9434,14.6376,7,0.0000,47,1,20,18,27,62.5000,9,1,1,2,105,6,50,44,22,7,7,1,2593,2593,0,1,1
43.5000,76,209,4,9,0.8941,0.0188,0.9500,0.9212,0.8919,2000.0000,0.1059,0.8941,0.0603,0.9812,0.9022,15.6275,7,0.0000,49,1,20,18,28,67.5000,9,1,1,2,105,6,50,44,22,7,7,1,2700,2700,0,1,1
44.0000,79,211,2,6,0.9294,0.0094,0.9753,0.9518,0.9337,2000.0000,0.0706,0.9294,0.0603,0.9906,0.9368,15.6266,7,0.0000,50,1,20,18,28,70.0000,9,1,1,2,105,6,50,44,22,7,7,1,2807,2807,0,1,1
44.5000,78,209,4,7,0.9176,0.0188,0.9512,0.9341,0.9088,2000.0000,0.0824,0.9176,0.0603,0.9812,0.9213,15.8042,7,0.0000,50,1,20,18,28,70.0000,9,1,1,2,105,6,50,44,22,7,7,1,2914,2914,0,1,1
45.0000,77,212,1,8,0.9059,0.0047,0.9872,0.9448,0.9257,2000.0000,0.0941,0.9059,0.0603,0.9953,0.9208,14.6308,7,0.0000,50,1,20,18,28,70.0000,9,1,1,2,105,6,50,44,22,7,7,1,3000,3000,0,1,1
45.5000,79,211,2,6,0.9294,0.0094,0.9753,0.9518,0.9337,2000.0000,0.0706,0.9294,0.0603,0.9906,0.9368,15.8826,8,1.0000,50,1,20,18,28,70.0000,9,1,1,2,105,6,50,44,22,7,7,1,3086,3086,0,1,1
46.0000,81,209,4,4,0.9529,0.0188,0.9529,0.9529,0.9342,2000.0000,0.0471,0.9529,0.0603,0.9812,0.9501,15.7965,8,1.0000,50,1,20,18,28,70.0000,9,1,1,2,105,6,50,44,22,7,7,1,3193,3193,0,1,1
46.5000,80,209,4,5,0.9412,0.0188,0.9524,0.9467,0.9257,2000.0000,0.0588,0.9412,0.0603,0.9812,0.9405,15.5822,8,1.0000,50,1,20,18,28,70.0000,9,1,1,2,105,6,50,44,22,7,7,1,3300,3300,0,1,1
47.0000,78,206,7,7,0.9176,0.0329,0.9176,0.9176,0.8848,2000.0000,0.0824,0.9176,0.0603,0.9671,0.9127,15.0097,8,1.0000,50,1,20,18,28,70.0000,9,1,1,2,105,6,50,44,22,7,7,1,3407,3407,0,1,1
47.5000,82,209,4,3,0.9647,0.0188,0.9535,0.9591,0.9426,2000.0000,0.0353,0.9647,0.0603,0.9812,0.9597,15.4400,8,1.0000,50,1,20,18,28,70.0000,9,1,1,2,105,6,50,44,22,7,7,1,3514,3514,0,1,1
48.0000,74,207,6,11,0.8706,0.0282,0.9250,0.8970,0.8583,2000.0000,0.1294,0.8706,0.0603,0.9718,0.8770,14.6010,8,1.0000,50,1,20,18,28,70.0000,9,1,1,2,105,6,50,44,22,7,7,1,3600,3600,0,1,1
48.5000,75,212,1,10,0.8824,0.0047,0.9868,0.9317,0.9092,2000.0000,0.1176,0.8824,0.0603,0.9953,0.9017,16.3309,9,1.0000,50,1,20,18,28,70.0000,9,1,1,2,105,6,50,44,22,7,7,1,3686,3686,0,1,1
49.0000,82,210,3,3,0.9647,0.0141,0.9647,0.9647,0.9506,2000.0000,0.0353,0.9647,0.0603,0.9859,0.9626,15.0346,9,1.0000,50,1,20,18,28,70.0000,9,1,1,2,105,6,50,44,22,7,7,1,3793,3793,0,1,1
49.5000,83,207,6,2,0.9765,0.0282,0.9326,0.9540,0.9356,2000.0000,0.0235,0.9765,0.0603,0.9718,0.9637,16.0077,9,1.0000,50,1,20,18,28,70.0000,9,1,1,2,105,6,50,44,22,7,7,1,3900,3900,0,1,1
50.0000,80,208,5,5,0.9412,0.0235,0.9412,0.9412,0.9177,2000.0000,0.0588,0.9412,0.0603,0.9765,0.9377,15.2480,9,1.0000,50,1,20,18,28,70.0000,9,1,1,2,105,6,50,44,22,7,7,1,4007,4007,0,1,1
50.5000,80,205,8,5,0.9412,0.0376,0.9091,0.9249,0.8944,2000.0000,0.0588,0.9412,0.0603,0.9624,0.9293,15.6134,9,1.0000,50,1,20,18,28,70.0000,9,1,1,2,105,6,50,44,22,7,7,1,4114,4114,0,1,1
51.0000,80,206,7,5,0.9412,0.0329,0.9195,0.9302,0.9021,2000.0000,0.0588,0.9412,0.0603,0.9671,0.9320,14.6199,9,1.0000,50,1,20,18,28,70.0000,9,1,1,2,105,6,50,44,22,7,7,1,4200,4200,0,1,1
51.5000,79,212,1,6,0.9294,0.0047,0.9875,0.9576,0.9422,2600.0000,0.0706,0.9294,0.0603,0.9953,0.9398,15.2078,11,0.0000,50,1,20,18,30,46.6667,9,1,1,3,105,7,60,46,22,8,8,1,4286,4286,0,1,1
52.0000,79,205,8,6,0.9294,0.0376,0.9080,0.9186,0.8857,2800.0000,0.0706,0.9294,0.0603,0.9624,0.9196,15.3990,11,0.0000,70,1,20,27,40,65.0000,9,1,1,3,105,8,70,48,22,9,9,1,4393,4393,0,1,1
52.5000,82,208,5,3,0.9647,0.0235,0.9425,0.9535,0.9347,3000.0000,0.0353,0.9647,0.0603,0.9765,0.9569,15.4134,11,0.0000,71,1,20,27,41,66.6667,9,1,1,3,105,8,70,48,22,9,9,1,4500,4500,0,1,1
53.0000,81,208,5,4,0.9529,0.0235,0.9419,0.9474,0.9262,3000.0000,0.0471,0.9529,0.0603,0.9765,0.9473,14.6618,11,0.0000,72,1,20,27,41,68.3333,9,1,1,3,105,8,70,48,22,9,9,1,4607,4607,0,1,1
53.5000,77,207,6,8,0.9059,0.0282,0.9277,0.9167,0.8841,3000.0000,0.0941,0.9059,0.0603,0.9718,0.9059,14.3057,11,0.0000,72,1,20,27,41,68.3333,9,1,1,3,105,8,70,48,22,9,9,1,4714,4714,0,1,1
54.0000,81,208,5,4,0.9529,0.0235,0.9419,0.9474,0.9262,3000.0000,0.0471,0.9529,0.0603,0.9765,0.9473,15.1093,11,0.0000,72,1,20,27,41,68.3333,9,1,1,3,105,8,70,48,22,9,9,1,4800,4800,0,1,1
54.5000,76,210,3,9,0.8941,0.0141,0.9620,0.9268,0.9002,3000.0000,0.1059,0.8941,0.0603,0.9859,0.9051,14.4209,12,1.0000,72,1,20,27,41,68.3333,9,1,1,3,105,8,70,48,22,9,9,1,4886,4886,0,1,1
55.0000,75,208,5,10,0.8824,0.0235,0.9375,0.9091,0.8751,3000.0000,0.1176,0.8824,0.0603,0.9765,0.8896,14.6009,12,1.0000,72,1,20,27,41,68.3333,9,1,1,3,105,8,70,48,22,9,9,1,4993,4993,0,1,1
55.5000,80,209,4,5,0.9412,0.0188,0.9524,0.9467,0.9257,3000.0000,0.0588,0.9412,0.0603,0.9812,0.9405,14.6164,12,1.0000,72,1,20,27,41,68.3333,9,1,1,3,105,8,70,48,22,9,9,1,5100,5100,0,1,1
56.0000,80,208,5,5,0.9412,0.0235,0.9412,0.9412,0.9177,3000.0000,0.0588,0.9412,0.0603,0.9765,0.9377,15.8925,12,1.0000,72,1,20,27,41,68.3333,9,1,1,3,105,8,70,48,22,9,9,1,5207,5207,0,1,1
56.5000,78,206,7,7,0.9176,0.0329,0.9176,0.9176,0.8848,3000.0000,0.0824,0.9176,0.0603,0.9671,0.9127,15.0549,12,1.0000,72,1,20,27,41,68.3333,9,1,1,3,105,8,70,48,22,9,9,1,5314,5314,0,1,1
57.0000,79,206,7,6,0.9294,0.0329,0.9186,0.9240,0.8934,3000.0000,0.0706,0.9294,0.0603,0.9671,0.9224,15.9901,12,1.0000,72,1,20,27,41,68.3333,9,1,1,3,105,8,70,48,22,9,9,1,5400,5400,0,1,1
57.5000,83,209,4,2,0.9765,0.0188,0.9540,0.9651,0.9511,3600.0000,0.0235,0.9765,0.0603,0.9812,0.9693,16.4202,14,0.0000,72,1,20,27,43,51.2500,9,1,1,4,105,9,80,50,22,10,10,1,5486,5486,0,1,1
58.0000,74,207,6,11,0.8706,0.0282,0.9250,0.8970,0.8583,3800.0000,0.1294,0.8706,0.0603,0.9718,0.8770,15.9281,14,0.0000,92,1,20,36,53,65.0000,9,1,1,4,105,10,90,52,22,11,11,1,5593,5593,0,1,1
58.5000,81,209,4,4,0.9529,0.0188,0.9529,0.9529,0.9342,4000.0000,0.0471,0.9529,0.0603,0.9812,0.9501,16.0473,14,0.0000,93,1,20,36,54,66.2500,9,1,1,4,105,10,90,52,22,11,11,1,5700,5700,0,1,1
59.0000,78,207,6,7,0.9176,0.0282,0.9286,0.9231,0.8927,4000.0000,0.0824,0.9176,0.0603,0.9718,0.9156,14.7068,14,0.0000,94,1,20,36,54,67.5000,9,1,1,4,105,10,90,52,22,11,11,1,5807,5807,0,1,1
59.5000,82,201,12,3,0.9647,0.0563,0.8723,0.9162,0.8826,4000.0000,0.0353,0.9647,0.0603,0.9437,0.9380,16.4022,14,0.0000,94,1,20,36,54,67.5000,9,1,1,4,105,10,90,52,22,11,11,1,5914,5914,0,1,1
60.0000,78,212,1,7,0.9176,0.0047,0.9873,0.9512,0.9339,4000.0000,0.0824,0.9176,0.0603,0.9953,0.9303,15.2868,14,0.0000,94,1,20,36,54,67.5000,9,1,1,4,105,10,90,52,22,11,11,1,6000,6000,0,1,1
60.5000,76,207,6,9,0.8941,0.0282,0.9268,0.9102,0.8755,4000.0000,0.1059,0.8941,0.0603,0.9718,0.8963,14.4699,15,1.0000,94,1,20,36,54,67.5000,9,1,1,4,105,10,90,52,22,11,11,1,6086,6086,0,1,1
61.0000,82,202,11,3,0.9647,0.0516,0.8817,0.9213,0.8898,4000.0000,0.0353,0.9647,0.0603,0.9484,0.9406,16.2770,15,1.0000,94,1,20,36,54,67.5000,9,1,1,4,105,10,90,52,22,11,11,1,6193,6193,0,1,1
61.5000,79,211,2,6,0.9294,0.0094,0.9753,0.9518,0.9337,4000.0000,0.0706,0.9294,0.0603,0.9906,0.9368,14.5336,15,1.0000,94,1,20,36,54,67.5000,9,1,1,4,105,10,90,52,22,11,11,1,6300,6300,0,1,1
62.0000,78,207,6,7,0.9176,0.0282,0.9286,0.9231,0.8927,4000.0000,0.0824,0.9176,0.0603,0.9718,0.9156,14.4702,15,1.0000,94,1,20,36,54,67.5000,9,1,1,4,105,10,90,52,22,11,11,1,6407,6407,0,1,1
62.5000,81,204,9,4,0.9529,0.0423,0.9000,0.9257,0.8956,4000.0000,0.0471,0.9529,0.0603,0.9577,0.9362,15.0735,15,1.0000,94,1,20,36,54,67.5000,9,1,1,4,105,10,90,52,22,11,11,1,6514,6514,0,1,1
63.0000,80,206,7,5,0.9412,0.0329,0.9195,0.9302,0.9021,4000.0000,0.0588,0.9412,0.0603,0.9671,0.9320,15.7657,15,1.0000,94,1,20,36,54,67.5000,9,1,1,4,105,10,90,52,22,11,11,1,6600,6600,0,1,1
63.5000,76,207,6,9,0.8941,0.0282,0.9268,0.9102,0.8755,4000.0000,0.1059,0.8941,0.0603,0.9718,0.8963,16.3555,16,1.0000,94,1,20,36,54,67.5000,9,1,1,4,105,10,90,52,22,11,11,1,6686,6686,0,1,1
64.0000,78,209,4,7,0.9176,0.0188,0.9512,0.9341,0.9088,4000.0000,0.0824,0.9176,0.0603,0.9812,0.9213,16.4244,16,1.0000,94,1,20,36,54,67.5000,9,1,1,4,105,10,90,52,22,11,11,1,6793,6793,0,1,1
64.5000,81,210,3,4,0.9529,0.0141,0.9643,0.9586,0.9422,4000.0000,0.0471,0.9529,0.0603,0.9859,0.9530,15.6539,16,1.0000,94,1,20,36,54,67.5000,9,1,1,4,105,10,90,52,22,11,11,1,6900,6900,0,1,1
